spatial_id,bicycling.atm.1,bicycling.atm.2,bicycling.atm.3,bicycling.bakery.1,bicycling.bakery.2,bicycling.bakery.3,bicycling.bakery.4,bicycling.bakery.5,bicycling.bank.1,bicycling.bank.2,bicycling.bank.3,bicycling.beauty_salon.1,bicycling.beauty_salon.2,bicycling.beauty_salon.3,bicycling.beauty_salon.4,bicycling.beauty_salon.5,bicycling.book_store.1,bicycling.book_store.2,bicycling.book_store.3,bicycling.bus_station.1,bicycling.bus_station.2,bicycling.bus_station.3,bicycling.cafe.1,bicycling.cafe.2,bicycling.cafe.3,bicycling.cafe.4,bicycling.cafe.5,bicycling.clothing_store.1,bicycling.clothing_store.2,bicycling.clothing_store.3,bicycling.clothing_store.4,bicycling.clothing_store.5,bicycling.convenience_store.1,bicycling.convenience_store.2,bicycling.convenience_store.3,bicycling.convenience_store.4,bicycling.convenience_store.5,bicycling.dentist.1,bicycling.dentist.2,bicycling.dentist.3,bicycling.department_store.1,bicycling.department_store.2,bicycling.department_store.3,bicycling.department_store.4,bicycling.department_store.5,bicycling.doctor.1,bicycling.doctor.2,bicycling.doctor.3,bicycling.electronics_store.1,bicycling.electronics_store.2,bicycling.electronics_store.3,bicycling.florist.1,bicycling.florist.2,bicycling.florist.3,bicycling.furniture_store.1,bicycling.furniture_store.2,bicycling.furniture_store.3,bicycling.gym.1,bicycling.gym.2,bicycling.gym.3,bicycling.hair_care.1,bicycling.hair_care.2,bicycling.hair_care.3,bicycling.hair_care.4,bicycling.hair_care.5,bicycling.hardware_store.1,bicycling.hardware_store.2,bicycling.hardware_store.3,bicycling.home_goods_store.1,bicycling.home_goods_store.2,bicycling.home_goods_store.3,bicycling.home_goods_store.4,bicycling.home_goods_store.5,bicycling.hospital.1,bicycling.hospital.2,bicycling.hospital.3,bicycling.laundry.1,bicycling.laundry.2,bicycling.laundry.3,bicycling.library.1,bicycling.library.2,bicycling.library.3,bicycling.liquor_store.1,bicycling.liquor_store.2,bicycling.liquor_store.3,bicycling.meal_takeaway.1,bicycling.meal_takeaway.2,bicycling.meal_takeaway.3,bicycling.meal_takeaway.4,bicycling.meal_takeaway.5,bicycling.park.1,bicycling.park.2,bicycling.park.3,bicycling.park.4,bicycling.park.5,bicycling.pet_store.1,bicycling.pet_store.2,bicycling.pet_store.3,bicycling.pharmacy.1,bicycling.pharmacy.2,bicycling.pharmacy.3,bicycling.restaurant.1,bicycling.restaurant.2,bicycling.restaurant.3,bicycling.restaurant.4,bicycling.restaurant.5,bicycling.restaurant.6,bicycling.restaurant.7,bicycling.restaurant.8,bicycling.restaurant.9,bicycling.restaurant.10,bicycling.school.1,bicycling.school.2,bicycling.school.3,bicycling.shoe_store.1,bicycling.shoe_store.2,bicycling.shoe_store.3,bicycling.shopping_mall.1,bicycling.shopping_mall.2,bicycling.shopping_mall.3,bicycling.store.1,bicycling.store.2,bicycling.store.3,bicycling.store.4,bicycling.store.5,bicycling.supermarket.1,bicycling.supermarket.2,bicycling.supermarket.3,bicycling.supermarket.4,bicycling.supermarket.5,bicycling.train_station.1
060770011011,12,26,26,8,15,18,25,40,10,11,13,16,18,19,24,24,22,28,29,17,27,29,5,5,7,12,21,13,13,14,15,15,17,18,18,20,25,16,16,27,11,12,12,17,26,17,25,25,11,12,13,12,15,39,12,17,25,26,30,33,11,13,14,24,28,27,29,NA,14,15,15,24,25,12,19,20,13,19,28,7,7,24,11,11,24,16,23,25,28,33,17,22,23,30,31,9,17,20,11,24,25,16,17,17,18,20,24,24,24,24,24,14,14,32,7,12,12,23,25,25,20,20,21,22,22,8,13,16,20,29,23
060770011012,16,16,17,11,12,15,16,30,14,15,17,20,21,21,21,22,10,26,32,22,35,35,3,14,14,16,17,17,18,19,19,20,10,29,30,31,31,33,33,33,14,17,18,18,45,29,31,31,15,30,31,10,21,43,13,14,23,11,31,35,15,17,18,20,32,7,42,43,17,31,31,31,34,25,30,43,15,21,23,11,12,28,15,22,28,10,14,17,19,22,22,29,30,33,36,13,13,22,30,30,30,20,20,21,21,22,22,22,28,28,28,18,23,30,17,18,35,12,19,26,24,24,24,24,26,12,19,25,34,44,27
060770011013,16,17,30,10,17,29,30,43,13,14,20,18,20,22,26,27,25,25,32,21,33,33,8,11,13,20,30,16,18,18,18,20,9,18,20,23,27,18,18,20,15,16,21,28,30,19,29,29,18,18,27,8,19,41,17,29,31,14,15,20,16,18,27,27,32,27,31,40,18,18,18,19,19,12,14,58,18,24,30,9,10,21,7,18,30,17,19,23,24,28,15,27,31,35,39,11,12,23,28,28,56,19,19,19,20,20,26,26,26,27,27,21,25,29,8,15,16,11,18,29,22,23,23,24,24,10,17,21,26,32,25
060770011021,19,28,28,15,27,27,29,43,15,20,22,18,24,24,24,24,8,24,30,20,26,32,6,9,13,18,27,16,16,17,27,29,11,11,18,19,25,20,20,25,14,15,19,27,28,18,24,27,17,22,24,8,12,17,13,29,30,14,22,28,19,19,19,25,26,29,34,46,19,23,24,24,27,16,26,53,17,20,30,6,7,24,8,16,26,15,16,23,27,27,3,13,19,27,33,13,23,25,18,24,47,19,19,20,20,20,21,23,24,24,28,18,27,28,10,14,15,15,16,31,22,22,23,24,24,10,19,23,26,31,21
060770011022,20,23,29,12,17,17,21,29,13,15,20,21,21,27,27,37,8,8,26,24,24,28,9,16,16,18,20,17,22,23,25,30,5,13,34,54,54,12,26,26,16,17,19,21,30,19,21,28,4,19,22,15,29,43,18,29,29,20,20,25,21,22,23,26,28,28,29,47,18,21,26,26,39,18,31,52,9,24,29,9,9,26,7,7,26,3,17,25,30,31,5,21,24,29,33,15,25,27,10,26,26,22,22,25,25,26,28,28,29,29,35,21,22,26,16,18,19,18,24,26,26,26,26,26,27,7,20,21,25,32,20
060770011023,22,24,27,4,21,21,23,24,16,21,23,17,22,24,24,32,12,30,36,30,31,33,20,24,24,34,36,20,28,29,36,44,4,16,17,32,35,16,16,18,20,21,25,34,36,23,24,25,11,20,29,23,23,33,23,29,31,24,25,26,12,12,24,25,29,24,25,38,24,29,29,29,30,21,28,56,4,31,35,12,13,26,5,19,42,2,23,29,33,33,9,21,24,32,51,16,28,31,17,30,36,24,24,25,26,27,29,29,32,33,34,24,25,26,16,19,21,27,30,34,27,28,28,31,32,12,21,23,25,29,26
060770011024,27,30,30,17,19,28,30,44,16,16,24,25,25,25,26,27,8,26,32,23,28,34,8,11,15,20,21,17,18,19,24,27,12,13,13,13,20,22,22,27,16,17,21,28,30,22,26,31,15,16,19,10,19,43,18,31,32,26,29,30,20,20,22,25,28,21,27,33,20,25,25,25,31,18,28,55,17,19,22,8,10,26,18,25,28,18,19,25,30,36,9,14,18,19,21,13,24,27,13,26,29,20,21,22,22,23,23,26,26,26,28,20,26,29,10,16,17,17,17,33,24,24,24,25,26,12,21,25,27,32,23
060770011025,23,29,31,4,21,30,30,32,17,18,25,21,26,26,26,26,10,28,34,30,30,35,10,13,22,22,30,19,20,23,27,29,14,14,15,15,26,23,23,23,18,19,23,30,32,21,23,28,16,32,33,12,21,21,19,21,34,26,31,38,21,22,22,23,27,28,33,35,25,26,26,32,32,19,30,57,20,21,30,10,12,24,26,29,37,18,20,27,31,33,10,15,23,23,42,15,22,26,14,28,31,22,22,22,24,24,27,27,27,30,32,22,22,31,11,17,18,19,30,32,25,25,26,26,26,13,21,23,27,34,27
060770012001,15,22,23,8,13,22,24,41,8,13,18,16,19,20,24,28,2,6,27,23,25,27,7,8,10,11,23,11,11,12,24,26,15,20,21,24,25,16,16,16,9,10,10,15,24,16,17,23,13,22,27,13,14,39,11,23,24,9,9,16,14,14,15,17,24,13,25,27,15,16,17,24,27,11,24,55,24,26,29,3,4,20,13,16,21,13,16,22,24,28,7,11,25,29,36,11,21,23,12,22,22,17,17,17,21,21,21,22,22,22,28,18,26,28,6,9,9,11,22,23,20,21,21,21,22,8,17,18,26,26,18
060770012002,21,21,23,12,15,15,24,42,12,15,15,23,23,23,24,25,3,4,26,21,23,26,10,10,11,16,25,13,15,21,24,26,9,14,14,24,28,18,18,19,10,11,12,14,26,19,21,23,15,21,27,12,17,41,14,15,26,22,29,35,17,19,19,19,27,12,24,27,18,19,23,23,24,13,26,42,20,26,31,3,3,22,11,12,13,12,14,18,23,24,6,8,13,17,26,13,23,25,22,23,24,15,15,18,19,20,21,23,23,24,26,16,22,27,11,12,12,13,24,24,23,23,24,24,24,2,13,15,26,28,17
060770012003,21,23,27,15,16,18,28,30,13,13,25,12,14,15,16,24,2,7,28,19,21,22,2,16,21,22,26,2,12,17,18,28,8,10,24,30,47,5,5,5,13,14,16,26,31,12,12,30,15,23,25,14,16,21,22,25,27,20,21,28,3,6,23,27,28,16,19,27,13,14,14,22,26,7,30,30,7,14,29,6,25,41,13,26,31,3,12,20,26,33,8,17,19,20,23,5,26,28,4,39,39,15,16,17,19,20,20,22,26,26,26,26,27,28,14,16,33,11,16,29,19,19,21,21,27,12,21,26,28,29,13
060770012004,20,27,28,16,18,22,30,30,14,16,20,13,18,19,19,24,4,7,28,20,21,22,16,18,19,23,30,17,18,19,22,24,8,10,32,50,50,8,8,8,14,16,17,19,29,15,15,23,7,29,30,11,17,28,21,30,31,15,21,21,4,22,24,27,33,18,22,32,16,16,20,27,33,29,30,44,7,12,23,6,24,44,11,34,34,5,10,17,18,27,1,19,20,23,33,2,16,25,7,27,31,19,19,20,22,22,23,26,26,27,29,20,24,28,14,14,19,18,19,28,23,23,24,24,30,4,5,16,22,29,16
060770013001,10,23,33,16,21,23,26,35,18,21,27,13,16,25,28,34,5,25,27,19,21,24,6,12,21,33,43,5,16,18,19,26,14,14,21,42,43,5,29,30,10,11,23,25,25,9,25,28,20,25,35,10,21,25,21,21,30,5,19,21,29,29,30,32,33,10,11,25,10,11,11,12,16,34,34,41,15,15,29,10,26,42,12,19,21,29,30,34,34,34,18,29,35,39,42,10,12,12,3,12,21,14,15,16,16,18,18,19,20,21,23,25,30,32,10,10,16,11,13,13,16,16,16,18,18,13,15,21,22,30,10
060770013002,16,24,29,16,18,21,21,33,16,17,32,18,18,18,21,28,3,26,32,18,22,26,11,11,15,25,38,7,16,17,18,23,4,20,45,45,46,4,18,18,13,17,20,23,30,10,26,30,18,24,35,18,21,46,21,21,30,16,21,23,18,25,25,31,32,10,22,24,10,10,11,30,30,3,32,32,13,17,32,7,26,41,9,16,23,4,17,18,32,33,10,14,15,29,41,16,28,28,18,40,40,11,13,15,17,18,20,23,23,29,30,17,18,30,12,13,13,13,19,26,17,17,18,18,25,9,11,15,20,23,11
060770013003,18,23,30,3,9,14,14,17,14,21,34,25,25,25,25,27,22,26,29,23,24,25,12,13,21,22,44,12,13,17,21,23,10,12,13,26,26,20,20,21,12,14,14,23,24,17,17,30,14,18,23,10,11,18,14,15,16,25,31,37,13,15,21,21,28,5,19,24,20,20,25,26,29,14,28,45,20,20,30,5,26,42,5,14,25,10,17,21,29,37,2,4,13,14,32,15,25,27,22,22,26,14,14,19,21,21,21,25,26,29,29,23,29,32,9,9,14,12,22,22,20,21,25,25,25,2,12,17,24,25,14
060770013004,12,22,31,15,16,29,31,32,12,16,22,8,10,18,27,31,1,9,30,17,18,26,2,12,15,19,23,5,15,16,16,22,13,22,23,45,47,3,3,3,11,14,14,19,28,10,10,19,28,31,31,13,22,24,27,28,29,2,23,26,4,13,24,28,30,12,20,24,12,12,12,19,28,5,27,31,7,11,16,7,28,39,11,29,29,13,14,22,31,31,8,16,19,28,32,16,27,27,2,37,37,11,12,14,14,15,16,17,18,21,21,10,21,29,11,14,31,10,10,24,17,17,19,19,25,12,19,24,28,30,11
060770014001,9,9,28,7,8,16,16,20,16,21,24,13,14,26,26,26,9,9,21,13,22,22,9,10,14,16,20,9,9,11,18,19,10,18,27,27,28,9,14,17,10,10,16,19,21,17,17,28,9,19,22,9,23,41,9,20,20,7,10,33,10,10,11,16,32,20,22,22,13,18,20,20,30,17,31,31,22,25,34,8,10,15,14,19,29,11,13,16,17,34,6,6,16,17,28,12,23,26,17,17,18,14,14,15,16,16,16,16,17,18,21,8,18,22,12,19,22,9,11,29,16,19,20,23,23,13,19,20,23,42,16
060770014002,12,16,18,15,18,22,23,48,16,20,21,16,17,18,18,18,8,17,32,16,24,26,9,11,19,33,47,12,19,19,19,21,18,27,28,28,29,20,20,20,11,17,20,22,22,18,18,18,20,34,35,7,7,22,13,21,23,15,28,39,14,15,15,19,32,21,21,23,15,16,31,32,33,19,28,32,14,19,19,7,12,23,12,28,32,11,12,15,17,26,2,7,17,20,32,14,28,32,17,17,19,18,18,18,20,20,24,27,27,27,28,12,25,31,10,10,21,11,14,19,26,28,28,28,29,7,12,14,21,22,15
060770014003,9,12,18,8,12,13,13,23,15,19,22,14,14,15,16,16,6,8,14,19,19,22,7,8,14,27,44,9,9,12,12,19,11,14,15,15,29,10,10,19,8,9,10,14,21,17,17,28,18,23,31,9,19,43,9,18,24,11,19,20,11,12,12,15,20,22,23,27,12,13,18,18,23,16,29,29,12,18,32,5,8,16,14,17,19,9,10,11,14,17,4,14,16,31,33,12,25,28,16,17,17,14,16,16,16,17,17,18,18,21,21,16,22,25,8,9,22,9,12,17,17,19,20,25,25,11,13,15,17,23,15
060770014004,9,16,19,11,12,13,23,24,13,17,20,14,14,15,15,16,4,5,20,19,20,22,5,9,10,17,43,9,9,9,10,17,5,17,18,28,28,10,10,19,9,10,11,12,21,17,17,28,23,29,30,10,18,42,10,10,24,10,10,12,12,12,12,14,18,17,22,24,13,18,20,22,27,14,23,27,18,25,31,4,7,16,10,14,27,9,9,11,12,19,14,23,28,32,36,14,24,26,17,17,17,14,15,15,15,16,16,16,16,21,21,11,29,30,9,9,22,9,17,19,17,23,24,24,24,11,13,16,23,27,17
060770015001,19,24,31,9,22,23,23,25,18,25,28,9,10,10,24,42,14,24,34,24,25,28,10,14,19,21,27,18,18,18,21,27,7,13,23,24,37,20,23,23,20,21,23,28,31,18,23,24,17,18,20,21,26,47,17,18,21,11,18,37,21,21,24,31,32,11,22,37,25,26,27,28,31,9,34,34,24,25,29,21,23,50,24,28,31,13,14,18,18,20,8,16,22,27,38,12,13,18,18,19,25,16,23,23,25,25,25,26,27,27,28,23,27,33,16,17,18,12,27,29,19,25,27,27,28,13,14,16,23,28,15
060770015002,9,18,23,14,22,22,22,22,15,19,27,11,11,13,20,29,17,19,25,22,26,27,12,12,21,22,22,5,20,22,22,29,6,10,12,38,39,26,26,29,13,20,20,26,30,27,32,35,20,22,35,10,21,27,21,24,25,16,22,36,17,25,26,27,30,10,30,30,13,13,14,15,16,12,31,37,14,27,40,14,21,26,6,11,14,12,16,20,31,36,17,19,20,25,27,4,8,13,12,21,27,19,22,24,24,25,26,26,28,28,31,12,30,38,12,16,36,6,12,34,19,22,23,23,27,17,24,27,28,36,15
060770015003,8,15,29,4,21,27,27,36,10,15,27,7,7,9,11,17,16,17,36,17,18,21,12,14,20,27,40,4,10,24,27,28,12,12,12,14,19,10,10,10,9,13,19,21,23,11,11,26,10,30,30,14,28,29,3,13,22,12,29,35,4,9,9,12,27,15,40,NA,11,11,12,13,13,9,37,50,19,24,36,14,22,25,14,18,20,9,9,10,16,22,9,23,23,24,41,6,7,9,10,44,45,16,19,19,21,21,21,22,23,24,24,13,14,18,8,8,30,15,17,17,15,19,19,19,21,14,23,27,28,36,11
060770015004,15,17,20,12,13,17,20,21,13,25,36,23,23,23,25,28,9,17,31,22,23,26,15,16,19,21,21,15,15,16,16,21,13,15,19,20,28,17,17,20,14,17,18,19,19,15,19,27,14,17,34,4,4,44,9,14,17,24,36,36,18,18,19,19,30,18,22,24,21,21,22,24,25,25,31,31,15,21,33,8,20,46,21,22,28,8,13,14,23,34,7,11,19,20,35,12,13,26,14,15,15,15,16,17,17,18,18,18,18,21,21,18,30,31,13,13,14,16,17,18,23,24,25,25,26,9,11,11,16,21,14
060770016001,5,13,31,10,12,14,21,31,11,12,33,4,5,7,7,10,14,15,38,14,16,19,12,12,25,31,36,5,11,17,23,35,17,17,17,36,36,10,10,10,7,11,23,24,26,9,9,12,11,14,16,14,31,31,3,16,30,8,12,34,10,11,12,12,13,12,13,14,8,9,10,11,25,9,42,42,10,12,12,10,22,25,3,5,14,5,5,12,14,42,10,13,15,19,19,4,5,7,11,11,42,8,13,17,17,18,18,20,21,22,22,8,12,20,5,5,23,12,14,14,11,16,17,17,19,2,13,18,20,34,9
060770016002,9,11,28,3,13,13,13,23,7,7,16,1,1,3,4,4,12,16,21,8,11,16,8,12,21,29,37,2,4,9,9,36,2,2,2,7,12,11,11,11,4,7,20,28,31,6,6,9,7,8,14,7,11,15,1,8,9,3,15,16,4,4,8,13,14,5,12,15,3,6,6,7,21,6,11,39,1,4,27,7,10,19,4,4,12,1,2,14,15,33,8,8,9,10,17,2,4,9,10,12,38,13,15,15,15,15,15,16,16,18,19,5,9,17,1,2,20,9,11,11,8,10,13,13,16,4,4,10,14,14,6
060770017001,12,12,28,21,28,28,37,37,6,28,35,7,11,13,16,21,7,26,35,21,25,26,6,19,28,40,47,4,22,25,29,47,16,32,37,37,38,14,14,31,14,17,20,22,22,16,27,35,8,22,26,17,28,29,4,12,22,16,28,35,4,13,15,30,35,7,40,NA,12,12,14,17,30,13,33,55,4,17,38,14,14,22,8,12,18,6,11,20,23,33,4,18,24,25,27,2,8,14,14,28,28,21,23,25,25,25,26,26,27,28,29,8,18,19,17,24,35,7,11,35,18,23,23,26,26,18,18,27,28,37,16
060770017002,10,11,34,16,22,31,31,36,19,19,34,7,9,12,12,15,19,29,34,17,20,21,7,18,21,46,49,10,15,18,27,33,2,2,17,18,36,15,15,15,12,16,24,24,33,15,15,15,18,32,33,21,31,31,10,16,22,12,28,30,5,14,16,18,18,10,32,NA,10,13,14,15,15,16,25,54,6,7,29,13,24,27,6,16,19,6,7,22,23,30,8,11,20,20,27,3,9,12,7,16,48,20,22,22,23,24,24,25,25,25,28,14,17,36,10,11,23,10,20,20,17,21,21,23,24,13,24,30,34,40,15
060770017003,11,18,35,9,15,17,23,33,12,14,21,5,11,13,16,19,15,33,41,18,18,22,8,9,21,26,41,3,13,27,32,41,5,11,12,13,14,11,11,11,11,15,23,26,34,13,13,16,12,12,21,18,32,32,5,20,34,10,26,36,1,12,13,13,13,14,32,NA,10,11,11,14,15,9,46,53,12,13,15,12,12,20,4,8,12,9,15,26,40,46,9,18,22,22,27,3,4,11,12,46,46,19,21,22,22,22,23,24,25,26,26,16,24,35,9,9,21,9,19,19,15,21,21,23,23,14,24,31,32,35,13
060770018001,7,12,22,8,9,11,18,34,7,13,22,6,8,9,10,11,21,30,42,16,16,21,4,14,14,18,20,7,7,19,25,38,2,3,10,13,38,16,17,17,9,12,19,25,28,11,11,11,11,12,29,23,24,35,10,13,38,4,8,26,10,14,16,17,19,8,21,28,10,12,21,21,25,11,17,17,12,17,32,9,15,20,2,9,11,2,7,14,21,38,16,17,21,24,30,5,7,9,7,18,44,16,18,19,20,20,20,20,21,21,22,10,13,16,6,6,8,15,17,17,13,16,17,18,19,10,10,10,21,24,11
060770018002,11,12,28,12,17,18,26,32,11,17,20,5,5,7,7,9,19,29,41,12,15,16,16,17,25,30,44,2,5,6,6,13,2,11,12,20,36,14,15,15,7,11,19,26,28,9,9,10,7,16,19,14,20,34,2,6,13,8,8,10,5,6,14,17,18,17,27,31,5,10,10,10,11,9,16,16,14,32,36,7,8,14,10,14,23,2,6,13,19,37,10,12,21,24,30,2,6,7,6,17,42,16,17,17,18,18,20,20,21,22,23,8,13,31,5,6,19,13,15,15,12,16,16,18,19,5,6,9,21,21,10
060770019001,1,11,14,7,11,13,14,21,8,8,21,6,8,10,10,11,18,21,24,6,10,10,11,12,12,13,14,8,14,19,20,23,10,14,16,17,21,7,9,9,7,10,14,32,34,10,10,11,14,14,26,12,16,17,8,8,13,6,12,15,8,11,16,29,30,7,10,26,2,3,6,10,13,8,10,14,2,8,12,1,2,15,5,13,17,8,8,8,14,29,2,9,11,21,25,7,8,12,11,11,17,11,12,13,14,15,16,16,16,17,17,9,16,17,1,8,12,8,12,15,7,11,11,11,14,5,10,11,14,15,9
060770019002,9,9,11,6,8,12,13,18,9,13,22,6,6,8,10,11,19,26,27,7,15,15,9,11,13,14,37,7,8,9,9,22,12,14,17,21,22,13,16,16,6,9,16,29,32,9,9,9,6,11,17,11,12,19,6,8,11,5,13,19,5,5,9,13,15,7,13,NA,1,4,9,16,18,7,9,17,6,8,13,2,4,10,11,14,20,6,6,7,16,31,9,11,13,14,18,5,6,9,8,17,18,13,13,14,14,14,15,16,18,19,19,10,17,22,2,6,7,10,14,14,7,11,12,12,14,6,6,8,9,14,8
060770019003,3,7,15,5,8,10,12,19,9,11,19,4,8,9,10,18,15,19,22,5,11,12,7,8,9,10,35,7,7,17,20,27,3,13,14,15,15,8,14,27,6,7,17,33,36,8,8,8,11,14,27,10,14,16,4,5,7,5,9,14,8,8,10,12,28,5,11,24,2,4,4,13,18,7,12,14,6,13,14,0,15,16,3,9,14,7,8,10,17,27,4,11,12,13,16,6,8,13,11,12,16,10,10,10,10,11,12,13,14,15,15,6,17,19,2,7,7,8,9,12,4,9,10,10,12,4,8,9,10,11,7
060770019004,3,8,14,8,10,11,14,14,6,13,14,10,11,12,12,13,22,25,27,6,7,13,6,9,14,14,24,14,15,15,16,21,8,8,8,14,15,14,15,15,8,12,14,40,42,9,14,14,15,18,19,10,13,16,9,12,12,12,15,16,12,13,15,19,27,13,16,24,3,9,12,12,12,7,9,16,10,11,15,8,10,13,6,9,16,10,14,14,15,27,10,14,15,15,17,12,18,21,5,15,15,3,8,8,10,11,12,13,14,14,14,7,12,12,12,14,16,15,15,19,7,7,8,9,10,7,11,12,13,17,14
060770020001,13,15,16,13,14,16,17,21,13,16,18,11,11,14,15,15,25,31,31,9,13,14,16,17,18,20,23,11,14,19,23,26,6,8,11,11,17,11,20,21,10,12,13,31,33,13,13,13,13,22,22,14,19,23,12,12,16,12,18,23,6,11,16,17,23,11,30,32,4,12,15,21,25,12,13,20,11,13,14,5,6,14,3,16,23,6,12,13,19,34,14,16,20,21,39,9,10,11,11,22,24,9,10,15,16,17,18,18,21,21,22,14,21,22,6,11,14,15,17,17,11,12,12,16,19,3,13,14,18,20,12
060770020002,4,14,25,7,11,12,16,18,10,13,17,2,11,11,12,14,23,31,31,8,8,13,14,15,16,23,31,7,9,22,25,34,8,10,11,17,24,9,11,11,10,12,13,32,34,13,13,13,11,13,23,14,15,20,10,14,16,14,17,20,13,14,16,17,34,13,13,15,5,6,8,12,20,11,16,21,15,17,18,4,6,13,4,16,17,11,11,19,34,34,9,17,18,18,24,9,11,12,13,20,22,13,18,18,19,20,21,21,21,22,22,10,11,14,5,11,14,15,17,17,11,13,16,18,18,2,13,14,17,20,12
060770020003,15,17,18,4,14,15,18,18,8,15,16,6,6,11,11,14,20,25,29,7,12,12,11,12,16,17,25,8,13,13,24,25,9,10,17,18,19,11,13,13,8,12,15,34,37,9,15,15,13,24,26,17,17,21,3,17,20,4,16,22,4,10,15,16,31,15,15,29,10,14,15,16,18,12,13,23,14,17,20,6,8,12,6,11,15,12,13,13,15,30,9,17,19,20,21,11,13,14,10,20,21,7,12,13,14,14,15,16,17,17,18,13,13,17,13,15,16,13,17,19,10,11,11,13,16,10,12,15,16,16,14
060770021001,9,10,12,4,12,12,15,15,6,9,9,11,12,13,14,16,27,28,29,4,9,15,3,12,13,18,19,15,16,17,17,20,3,4,11,13,17,17,17,18,5,15,17,42,45,11,11,15,10,17,22,12,13,16,13,15,19,14,14,16,14,14,16,17,17,13,15,16,12,12,13,14,15,2,12,18,6,16,17,13,14,15,8,13,19,12,13,16,17,17,8,12,14,15,20,15,19,22,2,16,16,3,11,11,11,12,13,15,16,16,16,4,6,8,16,17,17,17,18,21,9,10,10,12,12,8,10,10,13,16,14
060770021002,12,13,17,3,13,13,16,17,7,10,15,14,16,17,18,18,28,29,29,7,10,11,1,13,16,19,26,2,14,17,18,21,3,8,17,17,17,20,20,20,2,16,18,43,46,12,12,16,8,16,21,13,14,16,13,15,17,15,19,20,12,15,17,18,19,15,15,28,12,14,15,15,15,5,13,19,4,18,18,14,15,16,14,17,19,16,17,18,20,30,15,16,18,20,21,16,20,23,4,16,23,4,12,12,13,14,14,16,17,17,18,7,14,15,17,18,18,18,19,22,8,12,12,13,13,3,11,11,14,17,17
