spatial_id,bicycling.atm.1,bicycling.atm.2,bicycling.atm.3,bicycling.bakery.1,bicycling.bakery.2,bicycling.bakery.3,bicycling.bakery.4,bicycling.bakery.5,bicycling.bank.1,bicycling.bank.2,bicycling.bank.3,bicycling.beauty_salon.1,bicycling.beauty_salon.2,bicycling.beauty_salon.3,bicycling.beauty_salon.4,bicycling.beauty_salon.5,bicycling.book_store.1,bicycling.book_store.2,bicycling.book_store.3,bicycling.bus_station.1,bicycling.bus_station.2,bicycling.bus_station.3,bicycling.cafe.1,bicycling.cafe.2,bicycling.cafe.3,bicycling.cafe.4,bicycling.cafe.5,bicycling.clothing_store.1,bicycling.clothing_store.2,bicycling.clothing_store.3,bicycling.clothing_store.4,bicycling.clothing_store.5,bicycling.convenience_store.1,bicycling.convenience_store.2,bicycling.convenience_store.3,bicycling.convenience_store.4,bicycling.convenience_store.5,bicycling.dentist.1,bicycling.dentist.2,bicycling.dentist.3,bicycling.department_store.1,bicycling.department_store.2,bicycling.department_store.3,bicycling.department_store.4,bicycling.department_store.5,bicycling.doctor.1,bicycling.doctor.2,bicycling.doctor.3,bicycling.electronics_store.1,bicycling.electronics_store.2,bicycling.electronics_store.3,bicycling.florist.1,bicycling.florist.2,bicycling.florist.3,bicycling.furniture_store.1,bicycling.furniture_store.2,bicycling.furniture_store.3,bicycling.gym.1,bicycling.gym.2,bicycling.gym.3,bicycling.hair_care.1,bicycling.hair_care.2,bicycling.hair_care.3,bicycling.hair_care.4,bicycling.hair_care.5,bicycling.hardware_store.1,bicycling.hardware_store.2,bicycling.hardware_store.3,bicycling.home_goods_store.1,bicycling.home_goods_store.2,bicycling.home_goods_store.3,bicycling.home_goods_store.4,bicycling.home_goods_store.5,bicycling.hospital.1,bicycling.hospital.2,bicycling.hospital.3,bicycling.laundry.1,bicycling.laundry.2,bicycling.laundry.3,bicycling.library.1,bicycling.library.2,bicycling.library.3,bicycling.liquor_store.1,bicycling.liquor_store.2,bicycling.liquor_store.3,bicycling.meal_takeaway.1,bicycling.meal_takeaway.2,bicycling.meal_takeaway.3,bicycling.meal_takeaway.4,bicycling.meal_takeaway.5,bicycling.park.1,bicycling.park.2,bicycling.park.3,bicycling.park.4,bicycling.park.5,bicycling.pet_store.1,bicycling.pet_store.2,bicycling.pet_store.3,bicycling.pharmacy.1,bicycling.pharmacy.2,bicycling.pharmacy.3,bicycling.restaurant.1,bicycling.restaurant.2,bicycling.restaurant.3,bicycling.restaurant.4,bicycling.restaurant.5,bicycling.restaurant.6,bicycling.restaurant.7,bicycling.restaurant.8,bicycling.restaurant.9,bicycling.restaurant.10,bicycling.school.1,bicycling.school.2,bicycling.school.3,bicycling.shoe_store.1,bicycling.shoe_store.2,bicycling.shoe_store.3,bicycling.shopping_mall.1,bicycling.shopping_mall.2,bicycling.shopping_mall.3,bicycling.store.1,bicycling.store.2,bicycling.store.3,bicycling.store.4,bicycling.store.5,bicycling.supermarket.1,bicycling.supermarket.2,bicycling.supermarket.3,bicycling.supermarket.4,bicycling.supermarket.5,bicycling.train_station.1
060770021003,6,7,8,3,16,16,19,21,10,12,20,14,16,16,17,19,31,32,33,5,13,14,16,21,21,22,22,19,20,21,21,24,3,4,15,16,19,19,19,21,3,19,20,46,49,19,19,20,3,21,23,16,17,20,16,19,23,18,18,21,17,17,18,19,21,13,17,19,15,16,17,19,24,2,16,22,6,17,21,17,18,18,15,20,23,16,17,20,20,31,11,15,16,19,23,19,23,27,2,2,23,15,15,15,16,16,17,17,19,20,20,4,4,18,20,21,22,21,22,25,12,12,12,12,14,9,11,14,17,20,18
060770022011,5,6,8,9,10,11,14,14,6,7,10,3,8,8,8,10,21,24,25,2,3,6,9,12,12,14,15,2,9,11,15,19,6,8,8,13,14,10,12,12,11,12,14,40,42,12,13,15,10,11,11,9,10,13,9,9,10,12,12,13,8,9,10,13,14,4,8,12,4,9,9,10,10,9,10,15,9,10,14,9,12,14,10,13,16,9,10,12,15,16,1,3,9,12,12,12,18,25,8,11,14,8,9,9,9,9,9,10,10,12,13,3,4,13,11,14,15,14,15,18,1,2,4,7,8,2,2,11,12,13,11
060770022012,4,4,5,7,8,9,10,12,4,4,8,4,5,5,5,8,19,22,23,2,2,2,7,10,11,12,13,4,6,10,10,15,4,5,5,6,6,8,10,10,10,10,12,38,40,6,9,12,8,10,10,7,8,11,7,7,7,10,10,11,5,7,8,11,12,6,6,10,5,6,7,8,8,7,9,12,5,7,10,8,10,12,5,6,7,7,8,10,12,12,2,4,6,8,12,10,16,23,6,9,12,4,4,4,6,6,6,6,7,7,7,0,4,4,10,11,13,12,13,14,3,3,4,4,5,3,4,10,10,10,9
060770022021,2,7,7,8,8,9,11,14,4,5,6,7,7,7,9,9,21,24,24,2,2,7,8,8,9,12,14,7,9,11,11,15,3,6,11,12,13,10,11,11,8,11,13,39,41,7,7,11,8,14,15,8,9,12,6,8,8,11,11,13,7,9,10,11,12,5,10,11,6,9,9,9,16,6,8,13,6,10,12,6,9,12,5,6,13,8,9,11,13,16,6,8,8,11,13,11,15,22,4,6,15,2,2,3,4,7,7,8,8,9,10,5,6,6,8,10,13,14,15,18,5,5,6,8,8,6,7,8,10,12,11
060770022022,5,11,14,7,13,15,17,17,5,5,7,5,11,11,13,13,25,28,28,10,10,16,8,12,14,18,19,5,7,14,16,17,2,11,15,17,18,14,16,16,7,15,17,43,45,17,17,18,15,15,18,12,13,16,12,13,16,16,16,18,11,13,13,16,17,9,11,16,12,13,14,16,20,7,12,17,7,14,17,5,13,17,9,12,16,13,14,15,16,17,6,12,13,15,15,15,20,25,7,7,7,2,5,10,12,12,12,12,13,13,14,2,15,21,17,18,18,18,19,21,8,8,9,10,11,5,6,7,13,16,15
060770022023,8,9,9,9,11,13,15,15,6,7,9,3,9,9,9,11,23,26,26,9,9,13,10,11,13,14,16,3,10,13,13,16,8,9,13,14,15,12,13,13,10,14,15,41,44,12,13,16,13,14,15,10,11,14,10,10,14,13,14,16,9,11,11,14,15,3,10,13,3,8,10,14,20,9,10,15,11,12,15,8,13,15,8,11,15,10,11,13,16,17,3,4,6,11,15,13,19,26,9,9,11,8,9,10,10,10,11,12,14,14,15,5,14,20,10,16,17,16,17,18,3,3,8,10,10,3,4,10,13,14,13
060770023001,8,8,10,2,4,7,9,13,4,8,13,1,2,2,5,9,16,17,20,7,8,9,3,7,11,11,13,3,5,5,8,9,2,2,3,3,8,4,4,6,9,10,16,38,40,2,3,4,2,6,6,1,4,4,1,1,5,4,7,9,1,2,3,3,5,3,6,6,1,4,5,7,8,3,9,12,2,4,4,10,12,14,4,5,6,2,3,6,9,11,3,4,9,9,10,10,16,23,5,6,7,2,2,3,3,3,4,4,4,7,7,3,7,10,9,12,16,9,11,14,1,2,2,9,9,3,8,9,10,12,6
060770023002,3,10,20,9,10,14,18,20,9,13,20,7,7,7,7,14,15,20,23,12,13,15,8,11,12,17,19,2,7,11,15,15,5,6,7,10,16,7,7,15,16,17,21,45,48,1,4,6,6,16,17,5,6,14,8,10,12,7,10,14,5,6,6,7,7,6,12,14,7,10,12,14,17,8,14,15,6,7,9,15,19,19,6,11,14,7,7,12,13,18,5,10,11,14,15,16,21,30,5,10,12,2,4,6,7,7,7,8,8,8,9,10,13,18,14,17,21,14,20,24,11,11,12,13,15,6,13,15,15,17,11
060770023003,5,7,15,2,3,5,17,20,5,9,10,2,2,3,3,11,14,15,18,8,11,12,2,5,8,13,13,4,6,6,11,13,2,3,3,12,17,2,2,4,10,13,17,39,41,3,5,11,3,5,5,2,3,3,2,5,8,2,5,13,2,2,3,3,4,8,8,11,4,8,9,10,14,4,11,17,1,3,3,8,13,15,1,4,5,2,3,5,14,16,4,10,11,12,15,13,18,25,3,4,8,1,1,2,2,2,3,3,5,6,6,1,3,15,10,14,17,7,9,20,1,3,8,10,11,1,9,11,12,13,4
060770024011,2,13,14,4,6,7,19,30,9,13,18,2,4,4,8,17,12,17,20,12,15,15,2,6,16,20,21,2,7,9,14,18,4,16,16,17,19,4,4,5,14,17,21,42,45,3,3,13,4,4,6,3,6,6,4,7,13,2,4,18,2,3,6,7,8,11,11,11,5,7,8,16,19,8,15,22,4,5,17,13,19,25,3,5,18,4,6,11,13,19,8,10,11,11,13,17,22,27,3,12,13,3,4,4,4,4,5,8,9,14,17,16,17,18,13,14,17,10,21,25,4,7,11,12,14,3,13,14,16,22,8
060770024012,3,12,21,6,7,8,12,21,10,14,21,5,5,6,9,17,10,19,22,5,12,13,7,9,10,17,21,5,8,11,15,17,5,10,17,17,18,5,5,5,15,19,22,44,46,2,6,15,5,6,7,3,7,8,5,6,8,3,5,19,3,6,7,8,9,12,17,18,5,5,6,6,19,8,16,20,4,6,10,17,17,19,3,5,19,5,7,12,22,25,6,8,11,12,15,18,24,28,2,13,18,5,5,5,5,6,6,9,10,15,17,4,11,18,15,18,22,11,23,26,8,8,8,9,12,3,14,15,16,17,9
060770024013,5,5,21,8,9,10,15,23,12,16,16,7,10,12,18,20,11,21,24,14,14,18,2,9,12,24,24,3,10,17,19,19,5,12,13,19,20,7,9,17,17,21,24,46,48,5,5,17,7,20,21,5,10,19,8,8,16,5,8,21,9,9,10,12,21,6,14,14,3,7,7,8,8,11,18,26,4,7,12,19,20,22,18,21,21,8,15,23,24,27,5,15,17,18,21,20,26,30,5,7,14,7,8,8,8,8,9,12,16,18,18,4,20,21,17,20,23,14,25,28,9,10,12,14,17,6,15,17,19,19,11
060770024021,13,22,26,12,14,18,25,28,16,17,20,11,14,14,15,21,14,24,27,14,20,21,13,16,18,22,25,4,14,23,24,25,10,10,16,23,24,11,13,19,20,23,28,49,52,10,11,21,12,23,24,9,14,22,6,12,15,10,11,24,9,10,13,15,23,10,18,19,6,12,12,13,24,15,25,25,8,17,22,19,26,26,11,15,22,6,25,25,27,30,8,16,17,17,19,23,28,34,9,19,20,5,5,11,11,11,11,12,13,21,22,11,24,24,18,20,20,18,27,31,17,19,19,19,20,9,19,20,23,24,15
060770024022,18,21,23,8,9,13,20,24,12,15,15,7,9,9,11,17,13,20,23,14,16,16,9,12,14,19,22,5,10,12,17,18,7,7,12,18,20,6,6,15,16,19,24,45,47,6,6,17,9,19,20,5,9,17,2,8,15,7,7,19,9,9,10,11,19,5,14,17,2,8,9,10,10,10,12,17,4,6,21,18,20,21,9,9,21,9,10,14,21,21,4,14,14,16,18,19,24,29,4,9,14,1,2,4,6,7,7,8,9,12,17,6,20,21,13,16,21,13,23,27,10,10,13,16,17,5,15,17,18,19,11
060770025031,22,26,28,13,14,14,32,38,17,20,20,12,14,16,22,25,7,25,28,19,19,23,12,17,24,29,29,8,10,17,25,26,10,11,17,23,25,12,13,20,22,25,29,46,50,10,22,22,19,21,25,10,14,23,12,13,22,10,12,24,9,10,14,24,25,19,19,22,8,10,11,13,13,25,26,30,15,17,26,23,23,33,8,22,26,7,8,27,27,27,19,19,23,28,29,25,35,37,9,19,25,11,12,12,12,13,13,16,17,22,25,9,25,26,21,22,25,17,17,33,14,14,14,16,22,10,20,22,24,26,16
060770025032,10,10,19,13,14,14,26,38,16,20,20,12,14,16,22,25,7,25,28,19,22,23,11,16,16,24,29,8,10,15,23,24,10,17,23,24,27,12,13,20,21,25,28,46,50,9,9,22,19,21,24,9,14,23,12,13,28,10,12,30,9,10,14,24,25,19,19,22,10,11,12,13,27,14,25,30,15,17,26,23,25,32,8,22,26,7,27,27,27,31,6,9,19,19,29,25,35,37,9,19,25,11,12,12,12,13,13,16,17,21,25,9,17,26,21,25,27,16,17,33,14,14,16,19,22,10,20,22,24,26,15
060770025041,6,10,21,14,15,16,29,38,22,29,29,13,15,25,26,26,5,26,29,21,24,24,8,13,25,30,44,11,17,23,25,25,11,11,24,26,28,13,14,21,23,26,30,48,51,11,11,23,20,22,25,15,15,24,13,14,31,11,13,31,10,11,15,23,25,20,20,20,11,13,16,25,25,26,29,29,18,27,29,24,26,34,19,25,28,7,20,28,29,30,14,19,20,23,24,26,36,38,10,20,21,11,13,13,13,14,14,17,23,26,26,13,25,28,23,26,26,18,18,34,16,16,17,20,23,11,21,23,25,31,17
060770025042,9,22,31,16,17,29,31,46,24,25,33,25,28,29,29,32,5,29,32,22,23,26,15,20,27,34,43,12,21,22,27,29,13,20,20,32,33,15,17,23,25,29,32,46,46,13,13,25,22,24,26,18,18,27,26,29,33,13,15,33,13,13,17,28,29,22,23,29,13,17,24,27,28,26,30,65,24,30,34,27,29,36,24,30,36,9,22,31,31,45,14,21,23,27,29,34,40,63,13,23,26,14,14,15,16,16,16,20,21,29,29,12,23,25,25,28,32,20,20,36,15,18,20,22,23,13,24,25,27,35,19
060770027014,16,20,22,11,18,19,25,26,19,20,22,5,16,17,17,30,22,27,35,16,18,18,17,18,26,28,35,13,14,16,16,28,11,11,12,14,20,13,14,15,11,13,16,36,38,16,16,16,25,25,37,16,18,22,14,15,18,16,17,24,5,11,16,17,23,8,9,NA,11,12,14,25,25,15,20,24,14,19,21,7,9,14,7,19,20,11,14,22,37,37,18,20,21,21,21,13,14,16,13,19,25,11,16,17,20,20,21,21,21,22,22,16,20,22,14,16,18,18,21,21,15,19,19,19,21,12,17,17,20,20,15
060770028001,9,19,25,9,21,23,25,25,8,15,25,19,19,20,21,21,32,34,37,18,18,23,10,24,24,25,25,9,22,23,24,26,9,9,19,24,24,23,24,24,9,23,25,51,53,20,22,25,9,19,24,20,24,24,21,21,24,24,24,26,19,21,22,22,26,17,19,21,13,21,21,21,23,8,20,28,7,26,27,21,21,23,18,20,22,22,23,25,25,26,8,20,21,23,25,23,27,29,8,8,9,11,19,19,19,20,22,22,24,25,26,6,7,23,25,25,26,25,27,29,11,16,17,18,19,12,13,17,22,25,23
060770028002,8,10,12,17,18,19,23,24,6,8,25,8,17,17,18,19,24,29,32,14,14,17,16,18,20,23,24,11,17,19,21,22,16,16,17,18,21,16,18,20,18,21,22,49,51,12,15,16,18,21,24,14,19,22,18,19,20,16,19,21,14,16,18,20,21,17,18,19,11,17,17,18,19,23,26,28,17,21,23,21,22,24,14,18,24,14,22,23,25,28,10,14,18,20,24,21,26,33,17,17,24,14,14,14,15,16,17,18,18,18,19,9,17,18,18,23,24,23,25,29,8,10,11,16,17,8,11,15,18,21,20
060770031061,21,21,21,26,34,37,41,43,15,17,40,17,17,17,17,18,23,31,34,17,26,26,15,19,40,40,41,19,20,21,21,31,7,9,18,18,25,16,27,28,21,21,41,41,42,24,28,28,15,15,23,38,38,39,14,38,39,19,19,19,20,20,21,21,31,22,36,39,25,27,28,28,28,31,39,39,21,28,29,18,27,27,16,22,31,14,14,26,36,38,5,19,37,40,43,22,23,29,17,29,29,17,17,17,17,18,18,18,24,24,25,14,18,24,33,36,41,19,19,30,20,21,21,22,22,19,28,31,38,46,44
060770031062,15,15,16,21,28,35,36,37,10,11,36,13,13,19,19,19,10,17,29,12,20,21,26,33,35,36,40,12,13,15,15,26,13,13,20,24,26,11,15,22,17,36,37,37,58,22,22,22,11,17,29,32,32,34,32,32,33,6,13,14,11,11,13,14,16,8,12,34,14,22,23,24,24,26,34,34,16,23,23,20,21,22,13,25,26,9,10,14,25,32,13,30,31,36,38,16,17,23,11,24,24,12,12,12,13,13,13,13,19,19,20,8,20,26,17,30,36,3,13,25,15,16,16,16,17,13,22,26,33,41,39
060770031063,15,16,16,7,19,27,35,38,7,9,38,14,15,15,15,15,18,28,29,15,22,23,7,12,23,37,38,14,15,16,24,25,5,6,6,12,24,11,15,23,15,25,39,39,39,22,23,23,10,13,17,30,30,37,7,32,33,10,12,12,13,14,15,15,25,14,30,37,16,23,24,25,25,26,36,36,15,23,23,20,20,22,6,16,26,7,12,12,19,32,3,11,33,38,38,18,19,23,24,24,24,14,15,15,15,15,16,22,22,22,22,8,12,29,15,27,38,7,15,25,18,18,18,20,20,12,23,26,33,41,37
060770031081,20,21,21,14,33,38,39,42,15,16,39,16,17,22,22,22,13,18,32,16,23,24,18,30,31,38,39,16,17,18,20,21,18,19,24,29,31,16,20,28,20,40,40,40,63,23,28,28,22,22,24,37,37,38,36,37,37,3,18,19,16,16,18,20,21,13,15,38,17,26,27,27,27,31,37,37,19,22,28,17,26,27,16,28,29,15,30,34,36,36,34,36,39,42,44,22,22,28,16,29,29,16,16,16,16,16,16,22,23,23,23,13,23,29,22,34,39,3,19,30,19,19,19,20,20,19,20,31,37,45,44
060770031082,19,19,25,12,32,38,41,43,14,15,38,15,17,20,21,21,11,16,31,14,14,22,29,35,37,38,43,14,17,19,19,28,17,23,28,30,30,14,19,26,19,38,38,39,62,26,26,26,13,21,21,36,36,36,34,35,35,4,17,17,15,15,16,18,27,3,12,36,22,24,24,25,26,18,36,36,18,19,27,22,25,25,3,15,27,13,18,21,34,35,33,35,38,40,43,20,21,27,15,27,28,14,14,14,15,15,15,15,21,21,21,12,21,28,20,32,38,2,17,28,17,18,18,18,19,17,18,29,37,43,42
060770031083,19,19,25,12,32,38,40,43,14,14,37,15,17,20,20,21,11,15,31,13,14,22,35,37,37,38,43,14,19,19,19,27,17,23,27,29,29,14,18,26,38,38,38,42,62,26,26,26,13,21,21,35,35,36,34,34,35,6,16,17,15,15,16,16,27,12,32,36,18,21,24,25,25,18,35,36,18,19,26,21,25,25,2,15,27,13,17,17,34,34,32,33,37,40,43,20,20,26,15,27,27,14,14,14,14,14,15,15,21,21,21,11,21,28,20,32,38,2,17,28,17,17,18,18,19,17,18,29,37,43,42
060770031091,16,17,24,13,29,30,38,40,14,15,29,12,14,14,14,14,13,18,31,12,13,20,12,13,29,30,40,13,15,16,16,16,15,19,25,27,27,12,16,23,30,30,30,40,45,23,23,23,18,18,19,28,33,33,32,32,33,9,15,17,12,14,14,16,24,12,28,32,6,9,18,23,23,26,27,28,16,22,24,19,21,23,7,12,25,13,14,15,30,32,24,28,31,32,33,17,18,24,12,24,25,11,12,12,12,12,12,12,12,18,19,9,13,25,16,30,30,6,15,25,15,15,16,16,16,16,26,29,32,40,40
060770031092,11,17,19,16,21,28,29,30,17,18,28,6,8,11,11,12,10,13,25,6,14,15,25,28,28,28,29,11,11,11,18,19,11,13,14,19,21,6,10,18,29,29,30,34,37,18,18,18,13,13,13,27,27,27,26,26,26,11,12,13,6,6,8,10,18,15,25,27,8,9,16,16,16,21,26,27,10,11,21,13,16,17,16,18,18,12,15,15,16,25,23,25,27,31,34,12,12,18,6,18,19,5,5,5,5,5,6,6,7,12,13,13,13,14,11,23,29,9,11,20,8,9,9,9,10,10,21,26,28,34,34
060770031093,8,16,17,18,21,27,28,29,16,16,28,4,6,11,11,12,9,14,23,6,13,15,25,28,28,28,29,8,8,8,18,18,8,10,11,16,17,3,8,15,9,9,29,29,29,15,15,15,10,10,10,25,25,27,25,26,26,10,12,14,4,6,8,12,18,14,25,27,7,11,15,16,16,18,26,27,7,8,21,12,13,14,7,13,19,12,14,16,16,25,22,23,27,30,34,9,10,16,4,16,17,4,4,5,5,5,5,6,6,12,12,10,10,15,9,23,29,8,11,17,8,8,9,9,10,7,18,25,28,33,32
060770031094,12,21,21,12,30,32,33,37,12,12,31,8,11,14,14,15,8,9,25,8,16,17,21,29,31,32,37,9,11,12,12,12,10,14,16,20,22,7,11,19,10,13,32,32,32,19,19,19,14,14,14,28,28,30,28,29,29,10,11,12,7,8,9,9,22,10,26,30,10,16,18,19,20,22,29,30,12,19,20,16,17,18,8,14,22,10,11,11,12,28,26,27,30,33,37,13,13,19,8,20,20,8,8,8,9,9,9,9,15,15,16,4,15,22,11,26,32,8,10,21,11,12,12,12,13,10,19,22,31,37,35
060770031101,6,7,15,20,26,26,27,30,20,20,27,2,4,10,10,11,12,14,24,3,10,12,17,20,27,27,30,7,7,7,7,15,10,12,13,15,17,4,7,13,28,28,28,33,33,13,13,13,9,9,9,25,26,26,22,23,23,13,14,14,6,6,7,7,12,22,22,26,6,13,13,13,14,14,25,25,9,10,19,8,15,16,9,10,17,14,17,18,18,22,22,25,26,27,32,11,11,14,6,15,15,1,1,1,2,2,2,2,2,11,11,9,9,14,13,21,27,10,11,14,7,7,7,8,8,9,17,22,26,30,33
060770031102,4,17,19,11,17,20,23,31,17,21,31,6,14,14,14,15,9,16,21,7,9,16,10,26,30,31,31,4,4,4,18,18,9,11,12,13,21,4,8,15,3,17,25,26,32,15,15,15,6,6,6,23,23,29,16,25,26,11,18,27,1,2,2,3,16,16,26,30,14,17,17,17,18,6,29,29,6,7,12,12,13,15,6,13,18,7,11,14,15,15,18,21,30,31,36,6,8,12,3,17,17,7,8,8,8,8,8,8,8,15,15,6,6,18,7,23,25,6,7,12,11,11,11,12,12,8,17,26,30,34,30
060770031103,5,13,14,17,20,24,30,30,17,18,30,3,4,13,13,14,9,17,22,5,6,15,12,29,29,29,30,4,4,4,14,14,7,10,11,13,20,0,4,11,4,13,21,22,31,11,11,11,6,6,6,24,24,28,21,22,22,11,12,16,3,4,5,5,15,21,22,28,13,13,13,14,16,13,28,28,6,8,22,11,12,13,7,9,14,11,12,15,15,21,12,19,28,30,35,8,9,12,3,12,13,3,3,4,4,4,4,5,5,13,14,6,6,16,8,19,30,7,7,13,9,10,10,11,11,7,14,22,29,30,31
060770031111,7,20,20,20,27,29,33,36,13,17,33,8,11,16,16,16,5,21,23,17,18,19,24,28,32,33,35,4,6,7,7,7,5,11,17,17,19,6,10,17,8,19,27,28,34,17,17,17,9,9,9,23,23,32,27,27,28,8,16,30,4,4,4,7,20,12,27,32,6,13,19,19,19,8,31,31,6,7,15,12,13,17,4,17,21,7,8,10,11,27,12,26,32,33,38,8,8,18,3,19,19,9,10,10,10,10,10,12,17,17,17,5,9,19,7,22,33,5,6,15,13,13,14,14,14,17,21,28,32,36,30
060770031112,5,19,20,6,7,12,16,22,11,15,33,8,11,16,16,16,15,18,23,11,18,19,4,7,28,32,33,6,6,6,6,21,13,14,16,23,24,6,10,17,6,7,27,28,34,17,17,17,7,7,7,15,19,32,6,10,25,6,6,10,4,4,4,6,20,12,25,32,5,16,19,19,20,3,18,31,2,11,13,8,9,17,20,21,21,3,12,12,16,27,19,24,30,31,38,3,3,15,4,19,19,9,10,10,10,10,10,10,17,17,17,5,8,8,2,22,27,2,3,15,13,13,13,14,14,2,9,28,32,36,26
060770031121,10,10,10,8,13,22,30,39,7,13,35,11,12,12,12,14,18,26,27,12,13,20,7,9,19,35,36,9,10,10,23,23,11,11,20,23,25,9,13,20,11,11,22,36,36,20,20,20,12,12,27,25,26,34,9,9,31,6,17,34,6,7,9,9,23,12,28,34,20,22,22,22,22,27,34,34,21,21,28,15,15,20,7,14,18,5,8,9,11,30,12,32,34,36,37,11,11,21,22,22,22,12,12,13,13,13,13,19,19,20,20,6,20,27,10,14,36,7,9,18,16,16,16,17,17,3,9,20,31,39,32
060770031122,12,13,13,8,14,31,37,37,12,13,38,14,15,15,15,16,23,29,29,15,23,25,4,10,37,37,38,11,12,13,26,26,13,14,25,30,30,11,16,23,13,13,24,37,39,23,23,23,14,16,30,26,26,36,3,6,8,4,6,36,9,9,12,12,26,15,30,37,22,25,25,25,25,12,36,36,18,20,23,14,15,23,9,16,21,3,6,8,9,23,6,15,28,28,37,12,12,23,8,24,24,15,15,15,15,16,16,16,22,22,22,8,22,29,11,14,35,8,9,22,18,19,19,19,20,3,9,18,37,45,32
060770031131,6,21,21,4,8,10,11,12,11,11,16,12,14,20,20,20,15,19,26,15,22,23,2,12,13,26,36,7,7,7,8,22,3,18,19,25,25,9,14,20,4,7,7,7,24,20,20,20,6,6,25,13,17,35,5,11,27,13,33,33,7,7,8,8,21,13,25,27,20,21,23,24,24,8,16,21,13,15,25,3,4,21,8,17,21,4,6,11,13,17,19,19,22,26,30,3,4,13,8,20,20,13,13,13,14,14,14,14,20,21,21,9,11,11,6,6,25,4,4,19,17,17,18,18,18,10,13,16,23,36,22
060770031132,8,22,23,3,13,14,15,28,4,8,8,12,12,13,14,19,17,24,26,13,14,22,2,9,14,27,36,8,8,10,10,23,4,14,14,16,27,9,13,20,3,6,8,9,37,20,20,20,21,22,27,13,17,35,2,13,14,17,24,33,7,7,7,10,10,12,17,35,21,22,23,23,23,10,17,35,12,15,22,6,7,20,7,14,23,3,6,17,23,28,6,11,17,24,31,5,5,14,7,21,21,12,13,13,13,13,14,20,20,20,20,10,23,26,7,7,26,4,4,16,16,16,16,17,18,4,7,15,22,35,24
060770031133,11,12,12,5,17,22,26,33,2,5,5,15,16,16,16,17,9,11,18,16,25,25,1,1,15,32,40,11,12,13,13,27,9,22,22,24,25,12,24,24,2,12,20,25,41,24,24,25,11,12,12,19,20,38,8,9,19,7,36,36,12,13,13,13,27,14,27,38,24,24,26,26,26,8,22,38,14,16,19,10,10,24,15,17,22,4,6,19,20,27,11,23,27,28,38,8,9,19,10,25,25,16,16,16,16,17,17,23,23,23,24,10,11,24,10,10,31,5,7,10,19,20,20,21,21,4,6,20,26,40,27
060770031134,10,11,11,4,8,9,17,26,1,5,7,14,15,15,15,16,9,23,29,15,23,24,1,1,6,6,39,10,11,11,12,26,15,15,20,30,30,11,23,24,1,8,11,24,40,23,23,24,21,22,26,19,21,37,6,7,33,12,14,35,11,12,12,12,26,15,33,37,23,25,25,25,25,7,21,37,14,19,29,10,10,23,9,21,23,0,2,8,9,23,13,24,29,33,44,7,8,18,9,24,24,15,15,15,15,16,16,22,22,22,23,10,10,24,9,9,32,4,5,6,18,19,19,20,20,3,19,22,25,41,28
