spatial_id,bicycling.atm.1,bicycling.atm.2,bicycling.atm.3,bicycling.bakery.1,bicycling.bakery.2,bicycling.bakery.3,bicycling.bakery.4,bicycling.bakery.5,bicycling.bank.1,bicycling.bank.2,bicycling.bank.3,bicycling.beauty_salon.1,bicycling.beauty_salon.2,bicycling.beauty_salon.3,bicycling.beauty_salon.4,bicycling.beauty_salon.5,bicycling.book_store.1,bicycling.book_store.2,bicycling.book_store.3,bicycling.bus_station.1,bicycling.bus_station.2,bicycling.bus_station.3,bicycling.cafe.1,bicycling.cafe.2,bicycling.cafe.3,bicycling.cafe.4,bicycling.cafe.5,bicycling.clothing_store.1,bicycling.clothing_store.2,bicycling.clothing_store.3,bicycling.clothing_store.4,bicycling.clothing_store.5,bicycling.convenience_store.1,bicycling.convenience_store.2,bicycling.convenience_store.3,bicycling.convenience_store.4,bicycling.convenience_store.5,bicycling.dentist.1,bicycling.dentist.2,bicycling.dentist.3,bicycling.department_store.1,bicycling.department_store.2,bicycling.department_store.3,bicycling.department_store.4,bicycling.department_store.5,bicycling.doctor.1,bicycling.doctor.2,bicycling.doctor.3,bicycling.electronics_store.1,bicycling.electronics_store.2,bicycling.electronics_store.3,bicycling.florist.1,bicycling.florist.2,bicycling.florist.3,bicycling.furniture_store.1,bicycling.furniture_store.2,bicycling.furniture_store.3,bicycling.gym.1,bicycling.gym.2,bicycling.gym.3,bicycling.hair_care.1,bicycling.hair_care.2,bicycling.hair_care.3,bicycling.hair_care.4,bicycling.hair_care.5,bicycling.hardware_store.1,bicycling.hardware_store.2,bicycling.hardware_store.3,bicycling.home_goods_store.1,bicycling.home_goods_store.2,bicycling.home_goods_store.3,bicycling.home_goods_store.4,bicycling.home_goods_store.5,bicycling.hospital.1,bicycling.hospital.2,bicycling.hospital.3,bicycling.laundry.1,bicycling.laundry.2,bicycling.laundry.3,bicycling.library.1,bicycling.library.2,bicycling.library.3,bicycling.liquor_store.1,bicycling.liquor_store.2,bicycling.liquor_store.3,bicycling.meal_takeaway.1,bicycling.meal_takeaway.2,bicycling.meal_takeaway.3,bicycling.meal_takeaway.4,bicycling.meal_takeaway.5,bicycling.park.1,bicycling.park.2,bicycling.park.3,bicycling.park.4,bicycling.park.5,bicycling.pet_store.1,bicycling.pet_store.2,bicycling.pet_store.3,bicycling.pharmacy.1,bicycling.pharmacy.2,bicycling.pharmacy.3,bicycling.restaurant.1,bicycling.restaurant.2,bicycling.restaurant.3,bicycling.restaurant.4,bicycling.restaurant.5,bicycling.restaurant.6,bicycling.restaurant.7,bicycling.restaurant.8,bicycling.restaurant.9,bicycling.restaurant.10,bicycling.school.1,bicycling.school.2,bicycling.school.3,bicycling.shoe_store.1,bicycling.shoe_store.2,bicycling.shoe_store.3,bicycling.shopping_mall.1,bicycling.shopping_mall.2,bicycling.shopping_mall.3,bicycling.store.1,bicycling.store.2,bicycling.store.3,bicycling.store.4,bicycling.store.5,bicycling.supermarket.1,bicycling.supermarket.2,bicycling.supermarket.3,bicycling.supermarket.4,bicycling.supermarket.5,bicycling.train_station.1
060770031141,22,22,23,12,21,36,43,51,6,9,46,21,22,22,23,23,15,20,36,24,31,31,8,17,24,25,27,22,22,23,24,32,14,23,30,37,37,31,31,31,22,31,45,45,47,29,30,30,27,34,35,31,31,44,13,14,42,13,13,21,21,22,22,24,33,21,27,44,22,30,32,32,32,34,44,44,16,29,31,21,21,24,28,30,34,7,8,13,16,22,33,40,44,45,48,19,20,31,19,30,31,21,22,23,23,23,23,23,29,30,30,16,30,36,18,21,46,12,16,16,25,26,26,27,27,16,31,34,43,51,38
060770031142,19,19,19,9,18,33,40,47,5,6,42,18,19,19,19,19,16,27,33,20,27,27,5,14,21,42,43,18,19,19,20,29,10,11,20,27,34,15,27,27,16,19,28,37,43,26,27,27,24,30,34,28,28,41,4,4,39,9,10,39,18,18,20,20,29,18,34,41,27,29,29,29,29,30,40,41,13,26,28,17,17,20,16,20,25,4,13,16,27,38,20,37,42,45,48,16,16,28,15,28,28,18,18,19,20,20,20,20,26,26,27,12,16,26,17,17,43,12,13,27,22,22,23,24,24,13,28,30,39,47,35
060770031143,17,19,37,8,25,30,36,39,7,7,8,22,24,24,24,24,18,32,39,25,32,32,8,9,10,20,47,20,20,20,20,43,23,27,32,34,35,22,32,32,9,19,27,35,48,30,31,31,18,19,22,25,27,45,13,16,27,17,37,40,18,20,20,20,22,25,37,59,18,24,30,31,34,22,45,45,25,27,40,16,17,25,22,36,37,10,13,16,17,20,10,13,21,40,44,16,16,27,32,35,35,23,23,23,24,24,30,30,30,31,31,24,30,40,17,17,36,15,16,18,26,26,27,27,27,9,23,27,30,46,38
060770031144,16,35,35,13,18,29,31,38,6,7,8,21,23,23,23,23,14,21,23,24,31,31,13,18,26,38,46,19,19,20,21,36,26,26,31,33,35,21,21,23,8,16,18,34,47,29,30,30,22,30,36,24,24,44,15,34,36,11,15,32,19,19,19,21,29,32,36,36,18,18,30,32,33,29,34,44,19,26,39,15,16,24,29,35,36,12,19,26,29,34,12,24,28,28,41,15,15,26,28,34,34,22,22,22,23,23,29,29,29,30,30,15,18,39,16,17,39,18,25,26,25,26,26,27,27,8,12,22,32,45,37
060770032031,9,13,13,22,22,24,29,30,22,22,23,7,7,7,8,8,14,14,27,2,8,8,23,23,23,24,28,10,12,12,12,13,12,12,15,16,19,8,12,12,24,24,24,35,37,12,12,12,14,14,14,22,29,29,20,21,21,16,17,17,8,8,10,10,14,20,21,22,10,11,11,11,11,17,21,22,11,13,16,8,17,18,12,12,13,20,20,20,20,21,18,22,23,24,29,13,14,18,8,13,13,5,5,5,5,5,6,7,7,7,7,10,14,15,15,20,24,12,14,20,3,3,4,4,4,12,21,21,23,29,36
060770032032,17,18,18,23,26,29,34,38,20,21,23,8,9,9,11,12,13,19,31,10,13,14,22,23,23,25,27,16,16,17,18,18,8,14,19,24,26,12,16,17,24,24,24,39,44,17,17,17,18,18,19,21,32,33,25,26,26,14,15,16,3,12,13,16,18,21,25,26,2,11,15,16,16,21,21,26,15,15,16,13,21,22,15,18,20,15,18,18,19,25,18,21,26,30,31,17,18,23,12,18,18,4,8,9,9,9,9,10,10,11,12,7,9,19,16,23,23,12,14,25,6,7,7,8,10,15,22,26,26,34,40
060770032051,12,15,15,20,21,25,30,32,21,24,25,4,4,5,10,11,16,17,30,4,7,10,20,21,21,25,26,13,15,15,15,15,11,15,18,21,21,10,14,15,21,22,22,38,38,14,14,14,17,17,17,19,32,32,22,22,22,18,18,19,11,11,12,13,16,19,21,22,8,12,13,13,14,19,19,20,14,15,16,9,20,21,9,14,22,21,21,23,23,24,16,19,20,25,27,16,17,20,11,14,15,7,7,7,8,8,8,8,9,9,10,7,17,17,17,21,22,15,15,21,3,3,4,5,6,14,20,22,22,30,39
060770032052,14,17,18,21,22,28,33,34,22,24,24,5,5,6,12,14,16,20,32,7,9,12,21,22,22,28,32,15,17,18,18,18,10,18,18,20,23,13,16,17,23,23,23,41,41,16,16,16,20,20,20,20,34,34,24,25,25,19,19,20,13,15,15,17,18,21,24,25,12,15,15,15,16,20,20,20,14,16,18,12,23,24,9,14,17,21,22,22,24,24,17,21,24,27,28,19,19,22,14,17,17,8,8,10,10,10,10,11,11,12,12,6,20,20,17,22,24,16,18,24,5,6,6,8,9,17,21,25,25,33,41
060770032053,13,14,14,20,21,28,29,30,21,27,27,4,4,5,10,10,16,19,31,6,6,8,20,21,21,27,27,13,13,13,14,14,14,17,19,19,20,12,12,12,21,21,22,37,39,12,12,12,15,15,16,19,33,36,20,21,21,20,21,21,12,12,14,14,14,19,20,21,7,11,11,11,12,19,19,21,13,17,17,8,22,23,12,16,24,20,20,24,25,25,15,19,24,26,31,18,18,18,12,12,13,6,7,7,8,8,8,8,8,9,9,7,13,14,20,20,21,17,18,20,2,4,4,4,4,16,20,20,20,28,39
060770032081,25,27,29,12,32,39,41,44,13,39,39,12,12,13,24,25,31,31,44,16,22,22,13,13,14,39,40,26,27,29,29,29,21,29,31,33,34,24,26,29,14,14,14,25,27,26,26,26,31,31,31,12,45,45,35,35,35,32,33,33,26,26,26,28,28,12,34,35,10,25,25,25,28,11,12,34,4,29,29,22,34,35,18,28,38,34,34,36,37,38,10,12,27,33,45,30,31,32,25,26,27,16,16,21,21,22,22,22,23,23,23,11,31,31,14,34,34,29,30,34,16,17,17,19,19,13,28,32,32,35,52
060770032082,25,25,25,16,26,35,37,39,17,35,35,9,9,9,9,20,23,27,40,18,18,19,16,17,18,35,36,20,20,21,25,25,22,25,28,28,28,20,22,25,18,18,18,45,48,22,22,22,27,27,27,16,41,42,16,28,29,28,29,31,18,21,21,21,23,16,28,29,6,21,21,22,24,15,16,30,25,25,32,18,30,31,20,27,32,26,28,28,33,33,16,21,27,31,40,26,27,27,21,21,22,12,12,15,17,17,17,17,18,19,19,9,14,27,17,28,29,24,25,29,12,13,13,15,15,16,24,26,27,28,48
060770032083,18,20,22,15,16,28,34,37,16,32,32,5,5,5,17,18,24,24,37,10,11,15,15,16,16,32,33,19,20,22,22,22,15,22,24,26,27,17,19,22,16,16,17,44,45,19,19,19,24,24,24,14,38,38,27,28,28,25,26,26,18,19,19,20,21,14,27,28,3,18,18,18,21,14,14,27,8,22,22,15,27,28,13,21,31,27,27,30,30,31,10,14,24,30,38,23,24,25,18,20,20,9,10,14,14,15,15,15,16,16,16,3,24,24,16,27,28,22,23,27,9,10,10,12,12,15,21,25,28,28,45
060770032084,16,18,20,15,16,27,32,35,16,29,30,3,3,3,14,16,21,22,34,7,9,13,15,16,16,30,30,17,18,19,19,20,14,19,22,24,24,15,17,19,17,17,17,41,43,17,17,17,21,21,22,14,36,36,25,25,26,23,23,24,15,17,17,17,19,15,25,25,2,16,16,16,18,14,14,24,8,20,20,12,25,26,12,19,28,24,24,27,27,28,11,15,23,30,36,20,21,23,15,17,18,6,6,12,12,12,12,12,13,14,14,3,22,22,16,24,25,19,21,24,6,8,8,9,9,15,19,23,25,27,43
060770032091,22,22,22,19,26,32,34,37,19,32,32,6,6,6,6,17,24,24,37,15,15,16,19,19,20,32,33,20,20,20,22,22,19,22,25,26,27,17,19,22,20,20,20,44,45,19,19,19,24,24,26,18,38,39,27,28,28,25,26,28,15,18,18,20,21,18,27,28,3,18,18,19,21,17,18,27,10,22,23,15,27,28,20,25,31,27,27,27,30,30,18,19,21,30,39,23,24,25,18,20,20,12,14,14,14,14,15,15,15,16,16,6,15,24,20,27,28,21,22,23,9,10,10,12,12,19,21,25,26,28,46
060770032092,21,21,22,20,25,31,34,34,21,31,31,5,5,5,5,16,23,23,36,10,12,16,21,21,22,32,32,17,17,17,21,21,18,21,23,24,24,16,17,21,22,22,22,41,44,16,16,16,23,23,23,20,38,38,24,25,25,25,25,27,14,17,17,17,18,20,24,25,4,15,15,15,20,19,20,26,12,22,22,12,26,27,17,24,28,24,24,24,29,29,20,20,20,27,36,22,22,23,17,17,17,9,11,11,14,14,14,14,14,15,16,6,14,23,22,24,25,20,21,22,8,8,9,10,10,21,21,24,25,25,45
060770032093,16,16,16,19,29,31,31,32,20,29,29,4,4,4,5,12,18,21,34,8,10,11,20,20,21,29,30,15,16,16,16,16,16,19,21,21,22,14,14,15,21,21,21,39,41,15,15,15,18,18,18,19,35,38,23,23,23,22,23,25,15,15,16,16,16,19,22,23,5,13,13,14,15,18,19,24,14,19,20,10,24,25,16,18,26,22,22,22,27,27,24,25,26,28,34,20,20,21,15,15,16,2,9,10,10,10,10,11,11,11,11,7,16,16,21,22,23,19,20,22,6,7,7,7,7,18,20,22,23,31,41
060770032101,22,24,25,21,35,35,39,40,20,30,30,8,8,8,8,20,22,27,40,15,18,20,20,20,21,28,36,23,23,25,25,25,10,24,28,29,31,20,22,25,14,21,21,22,47,22,22,22,27,27,27,19,41,42,30,31,31,25,25,26,10,21,22,22,25,19,30,31,9,9,21,21,24,19,19,31,13,24,25,18,30,32,10,20,24,24,28,28,28,30,15,19,24,25,35,26,27,28,21,23,24,13,13,18,18,18,18,18,18,19,19,5,27,27,21,28,30,22,24,30,12,13,13,15,15,20,24,31,31,35,49
060770032102,16,18,20,17,18,30,33,35,17,27,27,2,2,3,14,16,19,22,34,8,9,13,17,17,18,30,30,17,18,19,19,20,11,19,22,24,24,15,17,19,18,18,19,41,43,17,17,17,21,21,21,16,36,36,25,26,26,22,22,23,15,15,17,17,19,16,25,25,5,16,16,16,18,16,16,23,10,18,20,12,25,26,9,11,19,24,25,25,25,25,12,16,17,26,30,21,21,23,15,17,18,7,7,12,12,12,12,12,13,14,14,4,22,22,18,20,24,19,19,24,6,7,8,8,9,17,19,25,25,33,43
060770032131,28,28,30,19,39,40,42,45,19,25,26,13,13,13,24,25,26,32,44,19,22,23,18,19,19,24,40,27,28,30,30,30,11,28,32,34,36,25,27,29,20,20,20,26,28,27,27,27,32,32,32,17,46,46,35,36,36,21,29,30,10,26,27,27,29,18,35,36,13,26,26,26,28,17,17,35,11,29,29,23,35,35,10,29,30,24,24,25,28,35,14,18,18,22,40,31,31,33,26,27,28,17,18,21,22,22,22,22,23,24,24,9,22,32,19,29,33,18,28,35,17,18,18,19,20,18,29,35,36,39,53
060770032132,20,22,24,14,15,33,34,39,15,29,30,6,6,7,18,20,22,26,38,12,17,18,14,15,15,34,34,21,22,23,23,24,14,23,23,26,28,19,21,23,16,16,16,20,22,21,21,21,25,25,25,14,40,40,29,30,30,24,24,25,19,21,21,23,23,14,29,29,6,18,20,20,22,13,14,25,7,22,24,16,29,30,13,20,23,27,28,28,28,29,10,18,23,28,34,25,25,27,19,21,22,11,11,16,16,16,16,16,17,18,18,4,26,26,15,23,28,21,23,28,10,12,12,13,13,14,23,29,29,33,47
060770032133,19,21,24,16,17,32,33,38,16,27,28,5,5,6,18,19,20,25,38,11,12,17,16,16,17,33,34,20,21,23,23,24,11,21,21,26,27,19,20,23,17,17,18,44,46,20,20,20,25,25,25,15,39,40,28,28,28,22,22,23,18,19,20,20,22,15,28,28,6,15,19,19,22,15,15,23,9,22,23,15,28,29,11,18,22,25,25,26,27,27,11,19,23,28,33,24,25,26,19,20,21,10,10,15,16,16,16,16,17,17,17,2,26,26,17,21,27,19,21,27,9,10,11,11,12,16,22,28,28,32,47
060770032134,22,23,26,18,34,35,38,40,18,30,30,7,8,8,8,20,22,28,40,14,18,19,17,18,18,34,36,22,23,26,26,26,11,24,28,29,31,21,22,25,19,19,19,21,24,22,22,22,28,28,28,16,42,42,30,31,31,24,25,26,10,21,23,23,25,17,30,31,8,21,21,21,24,16,16,25,10,24,25,18,30,31,10,20,24,27,28,28,30,30,13,17,21,25,35,26,27,28,21,22,23,12,13,17,18,18,18,18,18,19,19,23,28,28,18,23,30,21,23,30,12,13,13,14,15,17,24,30,31,34,49
060770032141,23,25,26,14,15,35,36,41,15,26,27,9,9,9,21,22,27,28,41,14,19,20,15,15,15,35,36,24,24,26,26,26,11,28,29,30,32,21,24,26,16,16,16,22,25,24,24,24,28,28,28,14,42,43,32,32,32,22,29,30,11,22,23,24,26,14,31,32,9,22,22,22,25,13,14,30,8,25,27,19,31,32,11,17,25,25,25,25,31,31,10,14,18,26,36,27,28,29,22,24,25,14,14,18,18,18,19,19,19,20,20,25,28,28,16,28,31,19,26,31,13,14,14,16,16,15,25,32,32,35,50
060770032142,22,24,26,14,15,34,35,41,15,30,35,8,8,8,20,21,27,27,40,14,19,20,14,14,15,36,36,23,24,25,25,26,14,25,28,29,30,21,23,25,15,15,16,22,24,23,23,23,27,27,27,13,42,42,31,31,31,24,29,30,21,23,23,25,25,13,30,31,20,22,22,22,24,13,13,30,7,24,26,18,30,31,14,20,25,30,30,33,34,34,9,13,18,25,30,26,27,29,21,23,24,13,13,18,18,18,18,18,18,20,20,24,27,28,15,28,30,21,25,30,12,14,14,15,15,14,25,31,31,34,49
060770032151,32,32,34,26,33,34,47,49,28,29,34,21,22,22,26,27,28,34,35,24,26,27,26,34,34,42,42,31,31,32,32,32,30,34,38,39,39,27,31,32,29,30,35,35,35,31,31,31,34,34,34,33,48,48,38,39,39,23,30,32,27,27,29,29,31,26,33,36,20,25,29,30,31,32,32,33,26,32,37,26,36,38,19,27,32,27,28,30,31,38,29,33,39,43,44,32,33,36,27,31,32,24,24,24,25,25,25,25,25,25,25,19,24,32,31,34,36,20,30,38,20,20,21,22,23,31,33,39,39,47,55
060770032152,25,26,26,20,27,28,41,42,22,23,28,15,16,16,20,21,22,28,29,18,20,21,20,27,27,28,41,22,25,26,26,26,24,28,32,33,33,21,25,25,29,29,29,49,49,25,25,25,28,28,28,27,42,42,32,33,33,17,23,26,21,23,23,25,25,20,27,30,14,17,19,23,23,26,26,33,20,25,31,20,30,31,13,21,26,21,22,24,31,32,23,31,33,37,38,26,27,30,21,25,26,18,18,18,18,19,19,19,19,19,19,13,18,26,25,28,30,14,24,32,14,14,15,16,17,25,27,33,33,41,49
060770032153,25,26,27,21,28,29,36,43,22,23,29,16,16,16,20,22,23,28,40,19,20,21,20,28,29,36,37,25,26,26,26,26,24,28,32,34,34,22,25,26,24,25,29,29,30,25,25,25,28,28,29,27,42,43,33,34,34,18,24,26,22,23,23,25,26,20,27,33,8,18,24,24,24,27,27,33,21,25,26,21,31,32,22,28,37,21,21,25,31,33,23,32,34,38,39,27,27,31,22,25,26,13,18,19,19,19,19,19,19,20,20,13,19,28,26,29,31,15,24,33,15,15,16,16,17,25,28,33,34,41,49
060770032161,20,20,21,22,30,33,35,37,22,24,25,7,7,7,15,16,17,23,35,13,14,15,21,22,22,27,31,19,20,20,21,21,6,18,23,26,28,16,19,20,22,23,23,43,43,19,19,19,22,22,23,20,36,37,27,28,28,15,20,20,2,16,17,19,20,20,27,27,3,10,18,18,19,20,20,27,14,19,20,14,25,26,19,20,22,22,22,23,26,27,17,20,25,32,32,21,22,25,16,19,20,7,11,12,13,13,13,13,13,14,14,6,13,23,20,22,25,12,18,27,9,9,10,10,11,19,21,27,27,35,44
060770032162,23,24,24,23,33,37,39,40,22,22,23,8,8,8,18,19,20,26,38,15,18,18,22,23,23,30,34,23,23,24,24,24,7,22,26,29,31,19,22,24,14,14,23,23,24,22,22,22,26,26,26,21,40,40,30,31,31,17,23,24,19,19,21,23,23,21,30,31,6,21,21,21,23,21,21,31,15,22,23,18,28,30,23,23,25,20,20,21,22,30,17,21,26,26,35,24,25,28,19,23,23,10,13,13,16,16,16,16,17,17,17,6,16,26,23,23,28,14,22,30,12,12,12,13,15,22,23,31,31,39,47
060770032171,21,22,24,18,23,33,38,40,20,20,23,9,9,9,17,19,20,25,37,15,16,17,23,23,29,33,34,22,23,23,23,23,5,21,21,25,30,18,22,23,24,24,24,46,46,22,22,22,25,25,26,22,39,39,30,30,30,15,21,23,18,19,20,22,23,18,22,30,20,20,20,20,22,21,22,30,15,21,23,17,28,29,22,24,34,18,18,19,22,29,18,22,26,28,34,24,24,27,18,22,23,9,13,13,15,15,15,15,16,16,17,7,16,25,23,23,27,12,21,29,11,11,12,12,14,22,22,30,30,38,46
060770032172,20,20,20,16,25,30,37,38,17,18,26,11,11,11,14,16,17,22,34,9,13,14,15,25,26,30,30,19,20,20,20,21,18,22,27,29,29,15,20,20,26,27,27,43,45,20,20,20,22,22,22,24,36,36,28,29,29,12,18,20,15,17,17,20,21,15,24,28,3,10,12,19,19,24,24,29,18,18,20,16,25,26,5,15,23,16,16,19,26,28,21,24,29,30,33,21,21,26,15,21,21,12,12,12,12,12,13,13,14,15,15,10,13,22,20,26,26,9,18,28,10,10,11,11,12,19,25,29,29,37,43
060770033051,6,7,9,17,18,23,25,35,22,22,35,6,8,18,18,19,16,20,28,6,8,8,17,22,23,35,36,6,6,6,8,10,14,14,16,17,17,3,7,8,7,8,16,17,36,7,7,7,8,8,8,11,24,33,15,21,21,16,19,24,7,8,10,10,20,17,23,34,6,7,9,11,22,7,10,33,15,15,27,7,13,17,10,14,23,15,16,16,19,23,20,22,23,28,34,7,10,12,8,8,10,7,8,9,9,9,9,10,11,14,15,2,4,13,14,16,18,6,11,14,9,13,13,14,14,7,17,18,25,34,27
060770033052,5,5,11,15,16,19,26,38,18,18,38,8,9,21,21,22,23,24,26,8,9,9,13,18,18,19,19,5,5,5,6,12,15,15,15,18,18,5,8,9,5,6,18,18,39,8,8,8,6,6,6,9,26,36,11,20,20,12,24,29,5,8,8,9,10,17,19,36,5,9,10,12,25,5,8,36,10,11,30,9,11,13,5,12,26,7,17,18,18,19,11,11,24,26,32,5,8,9,9,10,10,9,10,11,11,11,11,12,13,16,16,3,3,15,15,16,17,4,9,12,11,15,15,16,16,5,8,17,26,37,25
060770033053,2,2,14,12,16,18,31,34,15,15,35,6,6,18,18,19,10,16,22,10,11,12,12,15,16,34,35,1,2,2,3,14,15,15,17,22,25,5,6,11,1,12,23,23,36,11,11,11,3,3,3,11,19,33,11,13,17,12,21,27,3,3,5,6,12,16,22,33,2,13,13,13,21,10,13,33,8,10,27,8,11,11,7,7,15,11,11,15,22,22,18,28,28,28,29,5,6,10,5,12,13,7,7,7,7,8,8,8,8,12,14,3,17,21,8,12,22,7,9,9,10,11,12,15,15,3,7,23,31,34,22
060770033061,11,11,12,21,22,24,28,28,28,28,29,6,8,12,12,13,12,18,32,2,3,3,20,23,28,29,29,8,8,11,11,11,15,15,15,17,21,7,7,11,5,29,30,30,47,7,7,7,13,13,13,27,28,34,16,27,27,20,22,22,8,9,13,14,16,15,16,27,6,11,11,12,15,22,27,27,18,18,18,2,21,21,8,18,20,15,22,25,26,26,18,21,22,23,26,10,15,20,8,8,14,4,5,5,6,6,6,6,6,7,7,5,8,9,15,16,29,18,18,22,5,8,8,9,9,16,17,22,24,28,31
060770033062,8,8,8,18,20,23,25,31,25,25,32,6,7,16,16,17,14,20,29,4,6,6,18,24,26,32,33,8,8,8,9,11,14,14,16,17,22,3,7,8,7,8,17,18,33,7,7,7,9,9,10,26,31,31,18,22,31,16,19,21,8,9,10,10,18,17,18,31,8,8,9,11,19,9,30,31,15,15,15,5,15,16,11,14,20,15,19,22,23,23,11,15,21,27,38,8,12,13,9,9,10,5,5,6,6,6,7,7,8,9,12,2,5,11,15,17,18,8,15,18,7,10,10,11,11,7,18,18,26,32,29
060770033071,9,9,12,22,25,26,26,27,25,25,27,4,6,10,10,11,14,17,30,3,3,5,20,25,26,27,28,9,9,10,11,12,13,15,15,16,18,7,8,11,28,28,28,30,33,11,11,11,11,11,12,25,27,31,19,19,24,18,19,21,10,10,11,11,13,18,19,26,9,9,10,10,14,20,25,25,15,16,19,5,20,21,12,14,14,18,18,23,23,24,21,22,24,28,32,13,14,17,11,11,12,3,4,4,4,4,4,5,5,5,5,9,12,14,18,19,27,14,15,17,2,3,5,6,6,14,19,19,26,27,30
060770033072,8,8,12,20,24,24,28,28,24,24,29,4,12,12,12,13,16,16,28,2,3,5,18,18,28,29,29,8,8,8,12,12,11,13,14,19,19,5,7,11,27,29,30,30,30,11,11,11,10,10,11,24,27,30,19,20,20,17,18,20,7,8,8,12,12,19,20,27,7,10,10,10,16,18,27,27,14,14,21,6,19,20,11,12,13,18,19,22,22,22,18,23,25,27,34,12,15,15,9,12,13,2,4,4,4,4,4,6,6,9,9,7,13,15,19,20,29,14,14,15,5,5,7,9,9,13,17,20,28,28,28
060770033073,6,6,13,18,22,28,30,31,22,22,31,1,3,14,14,15,14,18,26,4,8,9,16,20,20,31,31,5,5,5,6,13,9,11,12,19,20,2,5,10,7,7,19,20,32,10,10,10,8,8,8,22,28,29,19,20,20,15,16,19,6,6,7,10,11,19,20,29,5,11,11,11,17,11,29,29,12,12,23,6,12,16,10,11,13,18,19,19,20,21,15,17,29,30,36,9,10,13,7,11,11,3,3,3,4,4,5,5,5,7,7,5,13,17,15,17,31,11,12,12,7,7,9,11,11,11,15,20,28,30,26
060770033081,5,17,18,11,11,13,22,39,16,18,20,10,10,24,24,25,5,18,22,16,19,21,10,11,11,13,21,5,5,5,17,18,7,21,21,22,22,9,9,16,3,9,9,20,22,16,16,16,4,4,28,9,20,39,12,14,17,6,11,14,6,8,8,11,26,21,22,23,6,18,19,24,27,11,12,25,8,9,28,5,7,15,8,11,18,17,21,23,25,28,13,16,23,25,28,4,5,8,11,16,16,10,10,11,11,11,11,11,11,18,18,7,21,27,6,18,21,6,8,8,14,15,16,20,20,6,9,13,22,40,22
