spatial_id,bicycling.atm.1,bicycling.atm.2,bicycling.atm.3,bicycling.bakery.1,bicycling.bakery.2,bicycling.bakery.3,bicycling.bakery.4,bicycling.bakery.5,bicycling.bank.1,bicycling.bank.2,bicycling.bank.3,bicycling.beauty_salon.1,bicycling.beauty_salon.2,bicycling.beauty_salon.3,bicycling.beauty_salon.4,bicycling.beauty_salon.5,bicycling.book_store.1,bicycling.book_store.2,bicycling.book_store.3,bicycling.bus_station.1,bicycling.bus_station.2,bicycling.bus_station.3,bicycling.cafe.1,bicycling.cafe.2,bicycling.cafe.3,bicycling.cafe.4,bicycling.cafe.5,bicycling.clothing_store.1,bicycling.clothing_store.2,bicycling.clothing_store.3,bicycling.clothing_store.4,bicycling.clothing_store.5,bicycling.convenience_store.1,bicycling.convenience_store.2,bicycling.convenience_store.3,bicycling.convenience_store.4,bicycling.convenience_store.5,bicycling.dentist.1,bicycling.dentist.2,bicycling.dentist.3,bicycling.department_store.1,bicycling.department_store.2,bicycling.department_store.3,bicycling.department_store.4,bicycling.department_store.5,bicycling.doctor.1,bicycling.doctor.2,bicycling.doctor.3,bicycling.electronics_store.1,bicycling.electronics_store.2,bicycling.electronics_store.3,bicycling.florist.1,bicycling.florist.2,bicycling.florist.3,bicycling.furniture_store.1,bicycling.furniture_store.2,bicycling.furniture_store.3,bicycling.gym.1,bicycling.gym.2,bicycling.gym.3,bicycling.hair_care.1,bicycling.hair_care.2,bicycling.hair_care.3,bicycling.hair_care.4,bicycling.hair_care.5,bicycling.hardware_store.1,bicycling.hardware_store.2,bicycling.hardware_store.3,bicycling.home_goods_store.1,bicycling.home_goods_store.2,bicycling.home_goods_store.3,bicycling.home_goods_store.4,bicycling.home_goods_store.5,bicycling.hospital.1,bicycling.hospital.2,bicycling.hospital.3,bicycling.laundry.1,bicycling.laundry.2,bicycling.laundry.3,bicycling.library.1,bicycling.library.2,bicycling.library.3,bicycling.liquor_store.1,bicycling.liquor_store.2,bicycling.liquor_store.3,bicycling.meal_takeaway.1,bicycling.meal_takeaway.2,bicycling.meal_takeaway.3,bicycling.meal_takeaway.4,bicycling.meal_takeaway.5,bicycling.park.1,bicycling.park.2,bicycling.park.3,bicycling.park.4,bicycling.park.5,bicycling.pet_store.1,bicycling.pet_store.2,bicycling.pet_store.3,bicycling.pharmacy.1,bicycling.pharmacy.2,bicycling.pharmacy.3,bicycling.restaurant.1,bicycling.restaurant.2,bicycling.restaurant.3,bicycling.restaurant.4,bicycling.restaurant.5,bicycling.restaurant.6,bicycling.restaurant.7,bicycling.restaurant.8,bicycling.restaurant.9,bicycling.restaurant.10,bicycling.school.1,bicycling.school.2,bicycling.school.3,bicycling.shoe_store.1,bicycling.shoe_store.2,bicycling.shoe_store.3,bicycling.shopping_mall.1,bicycling.shopping_mall.2,bicycling.shopping_mall.3,bicycling.store.1,bicycling.store.2,bicycling.store.3,bicycling.store.4,bicycling.store.5,bicycling.supermarket.1,bicycling.supermarket.2,bicycling.supermarket.3,bicycling.supermarket.4,bicycling.supermarket.5,bicycling.train_station.1
060770033101,14,14,14,23,26,27,28,32,24,28,29,7,7,8,8,10,14,20,33,5,8,8,22,23,24,25,29,10,10,10,14,14,16,16,17,18,21,9,9,14,25,25,25,34,36,9,9,9,15,15,16,23,33,35,17,18,18,22,23,24,10,11,13,14,14,17,18,23,8,8,8,10,13,22,22,23,19,19,19,5,24,24,10,18,21,17,17,17,26,26,20,20,23,28,29,15,19,20,10,10,14,3,3,3,3,8,8,8,8,9,9,11,11,11,17,18,24,18,18,20,3,5,5,6,6,18,18,22,23,26,36
060770033102,14,14,15,23,25,25,30,33,26,31,31,10,10,10,11,11,11,17,38,1,1,4,26,26,27,28,29,8,14,14,14,18,18,18,19,19,26,7,10,14,27,27,27,31,34,7,7,7,13,16,16,25,30,40,15,25,30,25,25,27,7,9,15,16,16,14,15,25,6,12,14,14,15,24,25,25,18,21,21,2,27,27,8,13,19,14,15,28,29,29,18,20,21,24,26,13,22,24,7,8,16,2,2,2,8,9,9,9,9,9,10,8,8,11,14,15,27,20,21,24,5,7,8,8,8,15,20,23,24,26,34
060770033111,14,16,17,24,26,30,32,35,25,32,32,9,9,9,9,14,17,17,37,7,7,8,25,25,26,32,33,14,17,17,17,19,19,20,20,20,27,13,13,18,26,26,26,37,40,13,13,13,18,19,19,23,36,39,21,24,31,27,27,28,13,14,16,18,18,20,21,24,7,11,16,17,18,23,23,27,23,23,24,8,27,28,14,19,22,20,20,30,30,31,16,21,26,27,32,18,23,24,13,14,18,6,6,6,11,12,12,12,13,13,13,14,14,14,20,21,25,21,22,26,8,9,9,10,10,21,22,24,26,26,39
060770033112,16,16,16,22,28,30,30,32,22,30,30,6,6,6,7,12,15,16,34,7,7,7,22,22,23,30,30,13,13,13,16,16,19,19,20,20,22,12,12,15,23,23,24,37,39,12,12,12,17,18,18,21,36,36,20,21,21,23,24,26,12,13,14,15,16,20,21,21,8,10,11,14,14,21,21,24,17,20,20,8,25,26,13,22,24,20,20,27,28,28,17,23,24,26,31,18,21,21,12,13,16,1,2,5,5,10,10,10,10,11,11,9,13,14,20,20,23,19,20,21,6,6,6,7,7,19,20,22,23,28,39
060770033121,7,7,12,14,14,16,26,42,18,18,21,10,12,25,25,25,16,21,22,12,16,16,14,14,16,18,18,7,7,10,13,13,16,17,17,21,28,7,12,12,5,6,15,18,18,12,12,12,6,6,6,9,23,41,10,20,20,10,13,17,8,10,11,11,12,17,20,41,9,12,15,15,29,7,14,25,5,5,34,10,10,12,1,13,29,5,5,17,17,19,5,11,23,23,26,8,8,10,11,12,12,12,13,13,13,14,14,16,18,18,23,5,7,16,16,16,16,8,11,23,14,21,22,22,23,2,8,16,18,41,24
060770033122,6,6,15,14,14,17,28,39,16,16,19,11,11,23,23,24,10,19,27,11,16,18,12,13,14,16,20,6,6,15,15,15,4,19,19,25,32,8,11,14,4,7,18,20,21,14,14,14,5,5,32,7,21,38,8,18,18,13,15,26,9,9,10,12,13,18,19,20,7,11,14,17,27,9,15,28,4,5,6,8,8,14,9,10,11,5,6,18,18,20,8,13,26,33,33,6,7,9,11,13,14,12,14,14,14,14,14,16,16,19,20,6,9,18,17,17,19,5,8,8,15,23,23,24,24,9,16,17,20,39,23
060770033123,6,6,13,10,12,16,26,40,16,16,18,9,10,23,23,24,16,21,23,10,15,16,11,13,16,18,39,6,6,13,13,13,15,17,17,20,27,6,10,12,4,5,18,18,39,12,12,12,5,5,5,9,23,38,9,17,17,9,12,15,9,9,10,11,12,17,17,38,7,12,13,15,26,5,8,38,4,5,9,10,10,12,9,14,22,5,5,17,17,17,6,11,23,26,34,5,6,7,11,11,12,11,12,12,12,12,12,14,18,18,18,4,9,16,15,16,17,7,9,10,13,22,22,23,23,1,8,15,18,39,20
060770033131,8,11,12,14,17,19,25,41,18,18,21,13,24,24,25,26,10,22,30,11,15,19,15,15,17,18,20,8,8,8,11,12,16,16,17,22,30,8,11,13,4,6,14,17,17,11,11,11,7,7,8,8,24,40,11,20,20,11,12,18,10,11,13,14,28,16,20,40,11,14,16,23,28,7,15,27,4,11,34,11,11,11,4,12,30,8,8,16,16,19,7,9,24,26,32,9,9,11,10,11,13,12,13,15,15,17,17,17,21,21,22,6,15,27,15,16,17,9,12,24,19,21,21,22,22,4,7,17,17,40,24
060770033132,9,13,28,7,16,18,26,43,18,20,23,14,26,26,26,27,12,21,29,13,17,21,4,8,14,16,18,9,9,9,12,14,11,12,19,33,33,10,12,14,6,15,15,18,18,12,12,12,8,8,34,4,22,41,14,14,20,16,28,33,9,11,12,12,17,16,17,19,13,15,20,29,30,9,17,30,6,6,13,9,10,13,14,17,28,14,19,19,20,28,11,12,19,23,28,6,9,23,12,12,12,14,15,17,18,18,18,18,23,23,23,8,17,28,17,19,19,6,8,10,20,22,22,23,23,9,15,18,19,42,20
060770034031,12,25,29,26,27,31,36,40,26,26,41,14,14,14,15,25,16,25,45,13,15,20,18,26,26,27,40,13,25,25,25,25,27,28,28,29,29,12,21,25,16,17,27,27,28,12,12,12,28,28,28,25,37,47,22,25,41,33,34,36,13,15,23,28,28,21,21,25,10,11,15,22,24,25,25,36,24,32,32,13,34,34,27,30,31,19,39,39,40,40,13,18,19,24,32,19,30,30,13,14,28,14,14,14,17,18,18,18,18,19,20,7,23,28,20,21,27,31,31,35,16,17,17,18,18,18,19,26,31,36,40
060770034032,7,17,18,26,29,30,31,34,30,30,36,17,17,17,17,18,10,22,39,11,12,16,17,29,29,30,34,8,17,17,17,18,25,25,25,26,31,8,13,17,12,12,30,30,31,8,8,8,22,23,23,28,31,41,16,16,35,28,30,31,8,10,20,20,21,15,16,28,6,7,20,21,21,28,28,31,19,24,27,8,28,28,23,24,25,15,15,34,34,35,13,18,19,21,27,13,24,25,8,9,20,9,9,9,13,13,14,14,14,15,16,3,15,20,15,16,30,23,29,30,11,13,13,14,14,16,18,24,28,29,34
060770034033,6,18,22,24,29,29,30,33,30,30,35,15,16,16,16,18,9,22,38,11,13,16,16,29,30,31,33,6,7,19,19,19,13,24,24,26,30,7,14,18,6,12,31,31,31,7,7,7,21,21,22,28,30,40,15,29,34,27,29,31,7,8,20,21,21,14,15,29,6,6,19,20,21,28,28,29,18,25,25,8,27,27,18,24,27,14,32,33,33,34,12,17,17,22,26,21,23,23,7,7,21,9,9,12,12,13,13,13,13,14,15,3,16,21,14,15,30,24,27,28,11,12,13,13,14,15,16,25,29,29,33
060770034041,9,22,22,11,28,33,36,37,37,37,39,21,22,23,23,23,25,31,41,13,13,16,9,33,36,37,37,7,22,22,22,24,11,17,25,30,30,13,17,22,8,10,21,37,38,13,13,13,24,25,25,33,35,43,13,13,37,30,32,37,8,10,24,24,26,11,13,35,10,11,22,26,27,13,35,35,16,29,34,14,30,31,21,28,30,11,29,36,36,37,11,22,25,34,36,24,26,27,8,24,27,15,15,18,19,19,19,19,20,21,22,9,19,24,12,12,37,17,28,30,17,18,18,19,19,9,10,28,32,36,36
060770034042,10,20,21,26,31,31,35,36,36,36,37,20,21,21,21,21,24,30,40,12,12,15,9,32,35,36,36,7,20,21,21,22,9,15,24,29,29,11,16,20,7,20,36,37,37,11,11,11,23,23,24,32,34,42,10,11,11,29,31,36,7,9,23,23,25,10,10,34,9,20,24,25,26,12,34,34,13,27,33,12,29,29,20,27,29,9,30,34,35,35,5,11,22,31,35,23,25,25,8,23,26,13,14,17,18,18,18,18,18,20,20,8,18,23,9,10,36,16,26,29,17,17,17,18,18,10,11,27,31,35,35
060770034043,6,19,20,25,30,33,34,34,33,33,36,19,19,20,20,20,23,29,39,11,11,13,11,33,33,34,34,7,7,19,19,19,14,23,27,28,30,10,15,19,9,18,34,34,35,10,10,10,22,22,22,31,32,41,12,12,35,27,30,35,7,9,22,22,24,11,12,32,9,9,22,23,24,13,32,32,14,26,31,11,28,28,19,27,31,12,33,33,34,35,6,12,19,26,30,22,24,24,7,22,25,12,12,12,15,16,17,17,17,18,19,6,17,21,11,11,34,15,25,29,14,16,16,17,17,11,12,25,30,33,34
060770034044,5,18,19,24,29,33,33,34,33,33,35,18,18,18,19,19,21,27,38,9,12,14,15,33,33,33,34,5,6,18,18,18,13,22,26,26,29,9,14,18,7,18,34,34,35,9,9,9,21,21,21,30,32,39,14,15,33,26,29,34,6,8,20,21,23,14,14,32,7,8,21,22,23,14,32,32,17,25,30,10,26,27,17,26,29,14,28,32,32,33,16,19,21,22,25,21,22,23,6,21,23,11,11,14,14,15,15,16,16,17,18,6,16,20,13,14,34,13,23,28,13,15,15,16,16,14,15,24,29,33,33
060770034051,3,18,18,24,29,32,34,35,35,35,35,17,18,18,18,19,21,27,37,9,12,13,14,33,34,35,36,4,5,18,18,18,13,21,26,26,29,9,13,18,4,9,17,34,36,9,9,9,20,21,21,29,33,39,9,9,33,26,28,33,4,6,20,20,22,8,9,34,6,7,21,22,23,10,33,33,12,25,30,10,26,26,17,26,29,9,27,32,32,33,7,14,22,25,30,20,22,22,5,20,23,11,14,14,15,15,15,15,15,17,17,8,15,20,9,28,35,13,23,28,13,14,15,15,15,9,14,24,28,34,32
060770034052,7,17,18,4,24,29,33,36,34,36,36,17,18,18,18,19,25,26,38,10,10,13,15,22,34,36,36,5,17,17,17,19,6,13,22,24,27,9,13,17,5,6,7,17,37,9,9,9,21,21,22,30,34,40,6,7,7,27,29,33,5,6,19,20,23,6,7,34,8,17,22,23,24,23,34,34,10,25,31,10,27,27,18,25,27,5,22,32,33,33,9,12,27,27,35,20,23,23,6,20,24,12,12,15,16,16,16,16,16,17,18,13,15,18,4,6,27,14,23,23,15,15,15,16,16,7,12,15,28,35,33
060770034053,2,15,16,21,26,26,30,33,33,33,33,15,16,16,16,16,19,25,35,7,10,11,16,23,30,33,34,3,3,15,16,16,10,19,24,24,27,6,11,15,2,7,8,15,34,6,6,6,18,19,19,27,31,37,9,9,31,24,26,31,2,4,18,18,20,8,8,32,5,6,19,20,21,20,31,31,11,22,28,8,24,24,15,24,27,25,27,30,30,30,7,11,13,23,23,18,20,20,3,18,21,9,12,12,13,13,13,13,13,15,15,9,13,18,6,7,26,20,22,24,11,12,13,13,13,8,9,16,26,32,30
060770034061,5,8,15,23,28,30,31,32,31,32,33,13,14,14,15,15,9,20,37,5,8,9,18,30,31,32,32,4,5,15,15,15,22,22,22,24,28,5,10,15,10,10,32,32,32,5,5,5,20,20,20,29,30,38,14,14,32,25,27,29,5,7,17,18,18,13,13,30,4,13,17,18,18,28,29,29,16,22,24,6,25,26,4,22,26,12,13,31,31,32,13,16,18,24,24,11,21,22,5,6,17,7,7,7,11,11,11,11,12,12,13,3,12,17,12,13,31,21,26,27,9,10,11,11,12,13,18,21,25,30,32
060770034062,2,15,19,21,26,30,30,31,30,30,32,13,14,14,14,15,6,19,35,9,10,13,17,30,30,30,31,4,16,16,16,16,21,22,22,23,27,4,11,15,3,14,31,31,32,4,4,4,18,19,19,27,29,37,12,29,31,24,26,28,4,5,18,18,18,11,12,29,3,3,16,17,18,27,29,29,15,22,22,5,24,24,15,21,24,11,25,29,30,30,12,17,22,23,26,18,20,20,4,4,18,6,6,9,10,10,10,11,11,12,12,3,13,18,11,12,31,11,20,26,8,10,10,11,11,12,17,22,26,30,30
060770034071,3,4,11,18,23,27,28,31,28,29,31,10,11,14,14,15,20,20,32,8,10,14,20,28,28,31,32,3,5,11,11,12,20,21,22,22,24,1,7,11,3,4,11,12,32,1,1,1,15,16,16,24,30,34,12,12,28,21,23,27,2,3,14,14,19,11,12,30,2,3,17,18,19,7,29,30,15,18,20,6,21,21,5,12,22,22,23,27,27,28,17,20,24,25,26,6,17,17,3,3,14,7,7,7,10,11,11,11,11,11,12,6,9,14,9,12,22,8,18,24,9,11,11,12,12,6,12,20,22,31,27
060770034072,6,9,10,21,22,23,38,39,20,20,22,11,12,22,22,22,22,27,28,10,15,17,15,16,17,20,22,7,7,7,8,10,14,14,19,21,21,8,9,12,1,10,13,15,15,9,9,9,8,9,9,6,28,37,13,21,21,9,15,28,8,8,11,12,26,14,21,38,12,20,25,26,26,5,17,24,13,13,31,11,15,16,5,10,30,14,15,15,21,22,6,7,20,29,44,10,11,23,8,9,12,12,13,14,15,15,15,15,18,19,19,6,13,15,13,14,19,11,14,23,17,18,19,19,20,1,5,15,19,38,22
060770034091,8,14,15,15,18,25,38,39,24,26,26,14,15,15,16,22,14,22,30,13,13,18,16,21,24,25,26,8,9,14,14,14,5,23,24,24,30,9,10,15,7,9,10,10,14,9,9,9,13,13,13,9,32,38,17,20,26,13,18,30,6,9,17,17,27,9,26,38,9,15,22,25,26,2,21,25,8,17,17,14,19,19,10,28,30,4,9,9,25,28,7,8,15,15,45,15,17,20,8,17,27,15,15,15,15,15,17,18,19,19,19,12,16,17,7,9,23,15,15,26,17,19,19,20,20,1,7,10,23,39,25
060770034092,13,13,27,4,20,23,23,42,20,24,27,17,18,18,18,25,16,25,26,15,20,22,3,11,18,20,22,13,13,13,13,13,10,11,23,30,30,12,13,17,6,13,13,15,23,12,12,12,12,12,31,5,5,26,17,24,24,20,30,32,10,11,21,21,21,14,14,16,12,14,15,28,28,4,21,27,6,17,34,13,14,16,17,31,32,13,16,23,24,31,6,7,13,13,26,13,15,22,11,11,21,17,18,18,19,20,20,21,22,22,22,12,16,19,14,16,17,5,13,14,20,21,21,22,22,4,15,23,26,41,21
060770034093,8,9,11,17,21,21,38,39,21,21,23,14,14,15,21,21,14,26,27,12,17,19,10,17,21,21,22,8,8,8,10,11,13,13,20,23,23,8,9,14,3,11,11,13,14,8,8,8,9,10,10,6,28,37,14,17,22,12,15,17,7,8,12,16,26,13,22,37,8,11,21,24,25,3,18,24,14,14,31,13,15,15,6,12,29,1,8,12,13,22,7,8,15,19,44,2,12,19,8,8,13,13,14,14,16,16,17,17,18,18,19,7,11,15,12,12,20,12,12,25,16,18,18,19,19,3,3,13,20,38,22
060770034101,6,11,12,17,20,26,35,36,25,27,36,10,11,12,12,19,10,20,31,9,14,16,22,26,35,36,36,5,7,11,11,11,11,11,20,21,22,6,7,11,4,10,12,13,37,6,6,6,14,14,14,23,32,34,11,18,26,19,22,27,3,5,14,14,23,11,12,34,6,8,19,22,23,15,34,34,18,18,18,10,19,20,10,23,27,11,21,22,25,26,11,17,18,22,41,14,15,16,5,5,14,11,12,12,12,13,14,15,16,16,16,8,13,13,9,11,21,16,17,24,14,15,15,16,16,4,12,20,22,35,26
060770034102,5,13,14,18,19,24,34,35,27,29,35,13,14,14,18,18,22,24,33,9,11,13,20,27,29,35,36,4,5,13,13,14,8,22,23,24,24,6,9,13,6,9,10,15,36,6,6,6,16,16,16,12,25,34,20,29,29,21,24,29,3,4,16,16,22,10,28,34,6,8,21,21,22,7,17,34,13,20,20,10,21,22,12,24,26,7,8,9,10,28,5,15,25,27,41,16,17,18,4,16,23,11,13,14,14,14,15,15,15,15,16,11,12,15,7,9,24,9,18,20,13,14,15,16,16,6,10,18,24,34,28
060770034103,14,15,15,15,19,20,36,37,28,30,36,14,15,15,15,20,23,25,34,11,11,13,18,28,29,30,37,5,6,14,15,15,7,9,24,26,28,7,10,14,6,7,8,17,38,7,7,7,17,17,18,13,26,35,22,24,30,23,25,30,4,5,17,17,24,8,30,35,9,14,22,22,23,6,19,35,10,21,21,11,23,23,14,25,27,5,7,7,26,29,2,13,20,34,35,19,19,20,5,17,25,12,12,15,15,16,17,17,17,17,17,12,14,17,5,6,25,10,20,21,16,16,16,17,17,7,8,15,25,36,29
060770035003,11,23,25,10,22,24,31,39,30,31,36,22,23,24,24,24,22,23,36,17,18,23,4,9,13,31,34,10,10,22,22,23,13,15,15,32,33,14,18,23,1,5,15,15,30,14,14,14,14,15,22,16,16,38,25,29,35,25,31,38,10,11,23,25,27,3,34,39,12,12,21,27,28,11,26,32,14,27,33,15,25,65,10,11,34,4,9,29,34,35,9,10,20,34,41,23,25,27,10,10,28,16,16,16,19,20,20,20,21,22,22,17,25,25,5,25,34,22,23,23,19,19,20,20,20,5,11,13,34,40,32
060770036012,25,28,32,20,20,22,24,38,24,32,32,33,33,33,40,40,25,38,40,36,37,38,21,25,26,44,56,26,26,26,26,29,32,33,37,38,41,29,29,29,22,26,26,32,36,27,27,41,23,45,46,18,29,56,26,26,27,21,25,34,26,28,29,29,30,2,21,45,27,31,33,34,42,43,43,57,27,32,34,25,32,34,20,32,40,9,25,26,27,28,21,24,29,41,47,11,22,31,27,27,27,33,33,33,33,34,35,35,36,37,37,31,32,35,24,24,30,22,26,26,36,36,36,37,37,20,21,24,30,36,25
060770037003,26,35,38,27,30,33,38,41,29,38,38,32,33,34,35,37,48,49,50,23,31,32,34,37,38,39,43,20,31,34,38,40,20,36,37,37,37,37,38,38,20,35,38,57,60,36,36,37,22,35,38,33,36,37,34,36,36,34,34,39,29,34,36,37,38,30,32,37,21,24,29,34,36,20,33,40,28,39,40,29,30,32,26,34,37,32,36,39,41,41,32,36,38,38,40,34,36,37,20,20,35,22,32,32,32,34,35,36,37,39,40,23,23,35,36,36,39,36,40,42,24,28,30,30,32,19,25,27,34,37,36
060770038011,22,24,39,25,27,38,40,51,29,30,34,24,27,28,34,37,23,38,41,35,35,36,8,24,34,36,40,18,20,36,37,38,22,24,29,36,37,24,26,32,34,38,41,55,57,20,34,34,31,33,35,22,27,36,25,25,34,22,24,42,22,22,26,37,37,23,27,31,19,25,26,33,37,39,39,40,30,31,37,36,36,45,39,39,43,10,20,40,41,42,30,31,32,34,36,37,49,72,33,35,37,24,24,25,25,25,26,29,29,34,38,21,37,40,31,37,40,29,29,45,27,27,27,29,34,22,32,33,37,39,28
060770038012,18,18,19,21,23,27,34,40,25,29,36,20,23,24,30,32,18,34,37,31,31,31,14,20,25,32,35,14,26,33,33,34,18,19,25,32,33,20,22,28,30,34,37,55,58,16,30,30,27,29,30,18,23,32,20,21,34,18,20,32,17,18,22,32,33,19,27,33,15,20,21,33,34,35,36,39,26,29,31,31,32,34,26,30,35,6,6,16,36,37,21,23,27,30,31,33,43,45,17,28,31,20,20,20,20,21,22,24,25,30,32,30,32,33,27,33,36,25,25,41,23,23,23,24,30,18,28,29,33,35,24
060770038013,19,20,35,22,24,35,37,48,26,30,30,21,24,25,31,33,19,35,38,32,32,32,15,26,31,33,37,15,27,33,34,35,19,20,26,33,34,21,23,29,31,35,38,56,59,17,31,31,28,30,31,19,24,33,21,22,31,19,21,39,19,19,23,33,34,20,28,35,16,22,22,30,34,36,36,37,24,32,34,32,33,42,36,36,39,7,17,37,37,39,27,28,28,31,32,34,44,46,29,32,34,21,21,21,21,21,22,23,25,26,31,18,33,34,28,34,37,26,26,42,24,24,24,25,31,19,29,30,34,36,25
060770038021,15,16,17,17,18,20,24,31,22,26,26,17,20,20,27,30,15,31,34,16,25,28,22,24,28,29,34,13,23,29,30,31,15,15,22,29,30,17,19,25,27,31,34,56,58,15,17,27,26,28,29,15,20,29,18,18,20,15,17,31,15,15,21,30,30,16,24,25,12,17,17,18,19,31,32,36,14,26,30,29,31,32,14,17,28,3,3,13,33,33,8,20,23,24,25,30,36,40,25,26,30,12,12,17,17,17,18,18,19,27,28,13,23,30,24,27,33,22,22,38,20,20,23,25,26,15,25,26,29,30,21
060770038022,17,17,18,19,20,22,26,32,24,27,35,21,21,23,29,31,17,32,35,26,26,29,12,19,26,30,33,13,15,30,31,33,17,24,24,30,32,19,20,27,29,32,36,53,57,17,18,29,26,28,30,17,21,30,19,20,22,17,19,33,16,17,23,31,32,17,26,26,13,18,19,19,20,33,33,37,24,27,32,30,32,32,16,29,33,4,4,15,34,36,9,12,21,26,30,32,42,44,27,29,32,18,19,19,19,20,20,24,29,29,31,25,28,32,25,29,35,24,24,40,21,23,23,23,26,17,26,27,30,31,23
060770038023,19,31,34,19,21,22,26,33,26,28,29,20,22,22,30,32,18,33,36,18,29,30,15,27,29,31,36,13,16,32,32,34,17,18,25,31,32,19,21,28,29,33,36,58,61,17,19,30,27,29,31,17,22,31,20,20,22,18,20,33,17,18,22,23,33,18,27,27,14,19,20,20,21,34,34,38,26,28,28,31,31,35,19,25,34,4,5,35,35,36,22,23,27,29,31,33,38,43,28,28,32,14,14,19,20,20,20,20,21,29,30,17,22,26,26,29,29,24,25,41,22,25,26,26,28,18,25,28,31,32,23
060770038031,18,24,27,15,21,22,33,33,21,27,28,19,20,22,22,30,27,32,35,18,27,29,23,24,26,26,26,31,31,32,33,33,21,24,25,31,33,19,21,27,28,31,33,57,60,18,19,29,26,28,33,17,22,30,14,22,28,19,22,32,17,18,21,23,32,22,26,30,14,20,22,22,23,33,33,36,25,26,36,27,29,33,23,24,34,15,17,34,35,38,17,24,25,27,31,31,36,42,28,28,33,14,14,19,20,21,21,22,22,25,27,19,28,28,26,33,34,26,35,39,22,23,24,25,25,17,23,25,31,33,23
060770038033,19,29,29,28,29,31,31,37,17,28,36,25,26,29,30,31,36,41,44,23,25,26,30,32,35,35,35,28,29,31,32,33,26,28,29,33,34,28,30,31,29,30,37,57,60,27,28,28,29,31,36,26,31,31,23,29,31,28,30,30,26,27,30,30,32,19,27,28,19,23,27,29,30,35,42,42,34,34,37,29,31,36,26,30,32,26,33,33,34,37,26,27,29,31,36,30,35,42,30,35,35,25,25,25,25,25,26,27,28,28,30,23,28,30,29,33,35,34,35,38,21,25,25,29,31,19,20,26,28,34,32
060770040021,34,34,36,5,43,46,49,51,4,46,46,19,19,19,30,32,38,38,50,25,29,30,3,5,5,44,46,33,34,36,36,36,36,38,39,40,42,31,33,35,5,5,6,32,34,33,33,33,38,38,38,4,52,52,41,42,42,39,40,40,32,32,33,33,35,4,41,42,24,30,32,32,32,5,5,42,14,35,36,29,41,42,34,35,36,40,41,43,44,44,4,7,14,46,47,37,37,39,32,33,34,24,25,28,28,29,29,29,29,30,30,17,32,38,5,36,39,36,37,41,23,23,24,24,25,4,35,41,42,43,59
