spatial_id,driving.atm.1,driving.atm.2,driving.atm.3,driving.bakery.1,driving.bakery.2,driving.bakery.3,driving.bakery.4,driving.bakery.5,driving.bank.1,driving.bank.2,driving.bank.3,driving.beauty_salon.1,driving.beauty_salon.2,driving.beauty_salon.3,driving.beauty_salon.4,driving.beauty_salon.5,driving.book_store.1,driving.book_store.2,driving.book_store.3,driving.bus_station.1,driving.bus_station.2,driving.bus_station.3,driving.cafe.1,driving.cafe.2,driving.cafe.3,driving.cafe.4,driving.cafe.5,driving.clothing_store.1,driving.clothing_store.2,driving.clothing_store.3,driving.clothing_store.4,driving.clothing_store.5,driving.convenience_store.1,driving.convenience_store.2,driving.convenience_store.3,driving.convenience_store.4,driving.convenience_store.5,driving.dentist.1,driving.dentist.2,driving.dentist.3,driving.department_store.1,driving.department_store.2,driving.department_store.3,driving.department_store.4,driving.department_store.5,driving.doctor.1,driving.doctor.2,driving.doctor.3,driving.electronics_store.1,driving.electronics_store.2,driving.electronics_store.3,driving.florist.1,driving.florist.2,driving.florist.3,driving.furniture_store.1,driving.furniture_store.2,driving.furniture_store.3,driving.gym.1,driving.gym.2,driving.gym.3,driving.hair_care.1,driving.hair_care.2,driving.hair_care.3,driving.hair_care.4,driving.hair_care.5,driving.hardware_store.1,driving.hardware_store.2,driving.hardware_store.3,driving.home_goods_store.1,driving.home_goods_store.2,driving.home_goods_store.3,driving.home_goods_store.4,driving.home_goods_store.5,driving.hospital.1,driving.hospital.2,driving.hospital.3,driving.laundry.1,driving.laundry.2,driving.laundry.3,driving.library.1,driving.library.2,driving.library.3,driving.liquor_store.1,driving.liquor_store.2,driving.liquor_store.3,driving.meal_takeaway.1,driving.meal_takeaway.2,driving.meal_takeaway.3,driving.meal_takeaway.4,driving.meal_takeaway.5,driving.park.1,driving.park.2,driving.park.3,driving.park.4,driving.park.5,driving.pet_store.1,driving.pet_store.2,driving.pet_store.3,driving.pharmacy.1,driving.pharmacy.2,driving.pharmacy.3,driving.restaurant.1,driving.restaurant.2,driving.restaurant.3,driving.restaurant.4,driving.restaurant.5,driving.restaurant.6,driving.restaurant.7,driving.restaurant.8,driving.restaurant.9,driving.restaurant.10,driving.school.1,driving.school.2,driving.school.3,driving.shoe_store.1,driving.shoe_store.2,driving.shoe_store.3,driving.shopping_mall.1,driving.shopping_mall.2,driving.shopping_mall.3,driving.store.1,driving.store.2,driving.store.3,driving.store.4,driving.store.5,driving.supermarket.1,driving.supermarket.2,driving.supermarket.3,driving.supermarket.4,driving.supermarket.5,driving.train_station.1
060770011012,11,11,11,8,8,9,9,15,6,6,8,11,11,11,12,12,7,7,10,12,15,15,2,6,7,8,10,11,11,12,12,12,7,8,12,16,16,15,15,15,6,10,11,11,12,12,16,16,9,9,14,6,13,13,9,9,13,8,8,19,9,11,11,12,17,5,13,13,10,16,16,16,16,13,15,16,6,10,12,7,8,15,10,12,14,8,9,10,12,13,9,13,13,16,19,9,9,13,16,16,16,11,11,11,12,12,12,12,14,15,16,9,13,13,10,10,19,7,8,11,11,11,11,12,14,8,12,12,15,16,12
060770011013,10,10,16,7,9,11,15,16,5,5,7,11,11,12,14,15,9,9,13,11,14,14,5,7,8,12,16,10,10,10,11,11,6,9,10,11,11,12,12,12,9,10,13,15,16,9,15,15,10,10,14,5,12,12,11,15,16,9,10,12,9,10,11,12,15,12,13,17,10,10,11,12,12,7,8,13,6,11,11,6,7,11,6,11,16,6,9,11,12,15,8,10,14,18,20,8,8,10,12,15,15,10,10,10,11,11,13,14,14,14,15,7,9,11,5,9,9,8,10,15,10,10,11,13,13,7,10,11,13,18,10
060770011021,10,14,14,7,13,13,14,14,7,9,11,10,13,13,14,14,6,11,12,11,14,14,5,5,8,9,10,8,9,10,13,13,5,6,10,11,12,11,11,13,8,9,12,13,15,9,12,14,9,12,15,5,7,10,7,14,15,7,12,14,10,10,10,13,14,11,14,15,10,12,13,13,14,7,10,12,9,12,13,4,5,13,6,9,15,8,10,12,14,15,2,7,11,12,14,7,12,13,11,13,14,7,8,9,9,9,10,11,12,13,14,9,14,14,7,7,8,9,9,12,11,12,12,14,15,6,12,12,13,16,11
060770011022,12,13,16,8,9,10,12,15,7,8,9,10,10,11,12,13,5,6,12,8,9,10,4,9,9,9,11,10,12,12,13,15,4,7,14,14,18,7,15,15,9,10,10,13,16,9,11,16,2,11,14,8,15,15,10,14,14,10,12,13,11,13,13,14,15,10,11,13,9,11,12,15,16,9,12,12,6,13,14,5,6,14,4,6,13,2,9,12,13,16,4,12,13,15,17,8,13,15,5,15,15,7,8,8,10,10,10,12,13,15,15,12,12,12,9,10,11,11,12,13,10,10,15,15,15,4,8,13,14,16,10
060770011023,12,13,13,2,10,11,12,13,7,7,11,8,10,11,12,13,7,11,12,8,9,15,12,13,14,17,17,11,14,15,16,17,4,7,8,9,11,9,9,11,11,12,15,17,18,8,11,12,7,11,13,13,13,17,12,13,16,11,13,14,7,8,11,12,14,10,11,13,13,14,14,15,15,9,12,12,3,13,18,7,8,13,5,11,13,1,12,13,13,18,6,12,13,13,16,9,12,12,11,12,15,8,8,8,8,10,10,10,12,12,14,13,14,14,10,11,12,11,13,17,9,10,12,12,13,7,7,12,14,15,9
060770011024,13,16,16,9,11,12,15,16,7,7,8,12,12,14,15,16,6,10,12,13,14,16,6,8,9,11,13,10,11,11,12,14,7,7,8,8,12,12,12,13,9,11,13,15,16,12,14,14,8,11,12,7,12,13,10,13,17,10,12,13,10,11,11,12,12,12,13,17,11,12,13,14,15,9,9,12,9,12,14,6,6,15,10,14,14,11,11,12,16,17,7,8,8,12,12,8,12,12,9,14,16,7,8,9,9,11,12,14,14,15,16,10,12,16,5,9,9,9,11,11,12,12,12,13,14,7,11,13,15,18,10
060770011025,10,14,16,3,11,12,15,16,5,6,7,11,11,11,11,11,7,9,11,13,13,14,7,8,8,10,13,10,10,11,11,12,8,8,8,9,12,10,10,12,9,11,13,15,16,10,13,13,8,13,13,8,13,13,10,10,15,10,16,16,9,9,9,10,11,10,12,17,8,11,11,13,14,7,8,11,10,11,14,7,7,11,10,12,13,9,9,11,11,16,8,9,12,13,20,9,10,12,8,13,16,6,7,8,8,10,10,10,12,12,13,9,12,12,6,9,9,8,11,16,10,10,10,11,11,8,10,13,13,16,9
060770012001,9,12,14,6,9,12,13,15,6,9,10,10,12,12,14,14,3,5,15,13,13,13,5,6,7,9,10,8,8,9,14,15,11,12,13,14,15,10,10,10,7,7,8,11,14,10,11,13,9,12,16,8,9,15,8,13,13,7,7,10,8,8,9,9,14,9,15,15,9,9,10,14,17,8,13,14,14,15,15,4,4,12,9,10,13,8,9,11,12,14,6,9,13,16,17,7,12,14,7,12,14,11,11,11,12,12,12,12,13,13,14,11,13,15,4,7,7,9,12,13,12,12,12,13,13,6,11,12,15,16,12
060770012002,10,11,12,6,8,8,12,15,8,9,9,9,9,9,11,13,2,3,13,10,11,12,5,5,7,8,12,7,8,9,12,13,4,8,8,12,15,8,9,9,6,6,7,8,13,9,10,11,7,12,13,8,9,16,7,7,13,13,15,15,7,8,9,9,12,7,13,14,7,11,11,12,12,8,13,14,10,12,16,3,3,11,5,8,9,8,8,8,12,13,4,5,8,9,14,8,12,14,11,12,13,8,9,9,9,9,9,11,11,12,14,8,13,14,6,6,6,7,12,12,11,12,13,13,13,2,7,9,13,14,10
060770012003,12,12,12,9,10,10,16,16,8,8,13,8,8,9,11,13,1,4,13,11,11,11,2,9,10,12,14,2,8,9,10,15,6,7,13,16,16,4,4,4,8,9,9,14,16,8,8,16,10,13,14,8,9,13,12,13,14,11,12,15,4,5,13,13,13,9,11,12,9,9,9,13,13,6,13,16,6,9,15,5,12,13,8,12,14,2,7,10,12,14,5,10,10,11,11,3,14,16,3,13,13,9,9,9,10,11,11,12,12,12,13,13,14,15,7,10,13,7,11,15,10,10,11,11,13,8,12,13,14,15,9
060770012004,10,14,15,9,10,11,15,15,6,9,11,8,9,11,12,12,3,4,12,8,10,11,9,10,10,11,14,9,10,11,12,12,5,7,10,14,14,5,5,5,8,9,9,12,15,8,9,12,4,14,15,5,10,14,10,15,16,10,11,12,3,11,12,14,15,9,10,16,9,10,10,14,15,12,12,14,4,7,12,4,11,14,7,13,13,3,6,9,9,14,0,11,12,12,13,1,8,12,3,15,15,7,8,9,9,10,10,11,11,13,14,11,13,13,7,8,12,9,11,14,9,9,11,11,12,2,4,10,13,14,9
060770013001,7,10,16,9,11,13,14,16,11,11,13,9,11,13,14,15,5,13,13,12,12,14,6,7,11,16,17,5,10,11,11,11,10,10,11,16,17,4,14,14,7,8,12,14,14,6,11,15,12,14,14,6,11,14,11,11,14,5,11,12,12,14,15,15,15,6,6,13,7,7,8,8,11,16,16,16,9,9,13,7,12,14,8,12,13,12,13,14,14,17,10,13,14,16,16,7,8,9,2,8,12,9,10,10,11,12,12,12,12,12,13,11,14,15,8,9,9,9,9,9,10,10,10,10,11,8,10,13,13,14,7
060770013002,10,12,12,10,11,11,13,15,9,12,15,10,11,11,11,14,2,11,15,10,10,14,7,7,9,12,14,5,10,10,10,12,3,11,16,16,17,4,10,10,7,11,12,12,12,6,14,14,10,12,13,10,11,19,10,10,14,10,11,11,12,12,12,13,14,8,13,13,6,7,7,14,15,3,15,15,7,12,13,6,10,12,6,12,13,3,10,10,15,16,7,7,8,14,14,9,13,14,11,14,14,8,8,8,10,10,10,11,11,12,13,10,11,13,7,8,8,9,11,12,10,10,10,11,13,6,7,9,12,13,7
060770013003,10,10,14,3,5,6,8,8,9,13,14,10,10,10,10,13,11,13,14,10,12,12,5,8,10,12,17,7,8,8,11,11,4,6,8,12,14,9,9,10,6,6,9,11,12,8,8,14,7,8,13,7,7,10,7,7,8,11,15,15,7,7,9,9,13,3,9,12,10,10,12,12,13,7,12,14,9,9,14,4,10,12,3,9,12,6,7,11,11,15,2,4,7,7,15,8,13,14,11,11,13,8,8,9,10,10,10,10,10,11,11,13,13,13,6,6,6,8,11,11,10,11,12,13,13,1,7,9,12,13,9
060770013004,6,10,13,8,11,15,15,15,8,8,11,4,5,10,11,13,1,5,15,9,9,13,2,7,9,9,11,4,8,8,9,11,9,11,11,14,15,2,2,2,6,7,7,12,14,6,6,9,11,11,13,9,11,12,11,13,13,1,12,15,3,8,12,12,14,7,11,13,7,7,7,11,13,4,14,15,4,7,7,5,11,11,6,13,13,7,9,10,11,12,5,8,9,14,15,9,14,14,1,12,12,7,7,7,7,8,8,8,9,10,10,6,10,14,7,8,12,5,5,10,9,9,9,9,12,7,10,11,13,16,7
060770014001,7,7,13,5,6,9,10,12,11,12,13,8,9,12,12,12,6,7,12,7,9,9,6,7,8,9,12,7,7,8,10,10,6,9,13,13,13,5,8,9,6,7,9,10,11,9,9,13,6,10,13,7,13,19,5,11,12,5,6,17,6,7,7,9,14,11,11,12,8,9,11,11,15,9,13,13,12,13,16,5,6,9,9,10,15,8,8,9,10,16,6,6,9,9,13,9,12,13,9,9,9,8,9,9,9,9,10,10,10,11,12,4,9,11,7,11,11,7,7,15,9,11,11,12,12,8,11,11,12,18,11
060770014002,8,11,11,9,11,12,13,20,9,11,13,10,11,12,12,12,8,10,14,8,12,13,7,7,10,14,20,9,10,10,11,12,9,13,13,13,14,10,10,10,7,9,11,12,13,10,10,11,11,16,16,5,5,13,8,12,12,8,14,18,9,9,9,11,15,11,12,14,9,10,14,14,15,11,13,14,10,10,11,6,6,10,8,14,14,6,6,9,10,11,2,5,9,11,14,10,13,14,9,9,10,10,11,11,12,12,12,12,13,13,13,7,14,15,6,6,12,8,10,10,11,12,12,13,13,5,8,9,12,12,9
060770014003,6,8,10,5,7,7,7,12,8,11,13,8,9,9,10,10,4,6,8,9,9,9,5,5,9,13,18,6,7,7,8,9,6,8,9,10,12,5,5,9,4,5,6,8,10,8,8,12,10,11,15,6,11,18,4,11,11,7,9,10,6,7,8,9,10,10,11,14,6,7,8,9,13,9,12,13,8,9,15,4,4,8,9,9,10,5,5,8,8,9,4,7,8,13,15,8,11,12,8,8,8,8,9,9,9,9,9,10,10,11,11,8,12,13,4,4,10,6,8,8,9,10,11,11,11,7,7,10,10,11,10
060770014004,5,8,11,6,7,8,12,12,9,10,11,8,8,9,9,9,4,5,11,9,10,10,5,5,7,10,18,6,6,6,6,9,4,9,10,13,13,6,6,9,5,5,8,8,10,9,9,13,12,13,14,7,11,18,6,7,12,6,6,6,6,7,8,8,10,10,11,12,7,9,11,13,14,8,12,13,10,12,14,3,3,9,6,8,13,4,6,7,7,10,7,12,12,16,17,7,12,13,9,9,9,8,9,9,9,10,10,10,10,11,12,6,13,14,4,5,11,6,9,10,10,11,11,12,12,8,8,9,12,14,11
060770015001,10,14,16,5,10,11,11,13,9,13,14,5,5,5,14,15,10,12,14,12,12,15,5,7,10,10,15,10,11,11,11,15,4,8,13,15,16,10,13,13,9,10,11,12,14,10,12,14,10,10,11,12,12,22,10,10,13,8,10,17,13,13,14,15,16,4,9,17,12,13,13,14,14,5,16,17,14,15,16,12,13,16,13,15,17,8,8,9,10,11,5,9,12,13,19,6,6,10,9,10,14,9,12,12,13,13,13,13,13,13,14,13,14,15,9,10,11,8,14,15,10,13,13,13,14,8,9,9,11,14,9
060770015002,5,11,13,8,10,12,14,14,9,12,15,5,6,7,12,14,10,12,13,10,14,14,6,6,10,11,12,3,12,13,14,16,3,6,8,12,12,14,14,16,7,9,9,15,16,16,17,19,10,13,18,6,11,16,13,13,13,9,13,18,9,13,14,15,17,6,16,17,7,8,8,9,9,7,17,19,8,12,16,8,9,11,4,6,7,6,9,13,16,18,9,10,12,12,13,3,4,7,7,12,16,10,10,12,13,13,13,13,14,14,15,7,13,16,7,8,13,3,7,14,10,12,12,12,13,9,10,13,17,19,9
060770015003,6,10,16,3,13,15,16,18,7,9,15,5,5,6,7,11,9,11,18,10,11,13,6,10,12,14,16,4,7,14,15,16,7,7,8,9,11,7,7,7,7,8,10,11,11,7,7,14,6,16,18,8,14,16,4,8,13,8,16,18,3,6,6,8,14,6,8,18,7,8,9,9,9,6,16,18,11,13,18,9,10,12,9,10,11,5,6,7,9,12,6,12,13,13,15,4,4,6,7,15,17,11,11,12,13,13,13,13,13,14,14,9,9,11,6,7,14,10,11,11,9,12,12,12,13,8,14,16,17,19,8
060770015004,9,10,11,6,7,10,10,13,6,14,16,11,11,11,13,14,7,10,14,11,12,13,7,9,11,12,13,8,8,8,9,12,7,10,11,11,15,8,8,10,8,9,10,10,11,8,9,14,8,9,17,3,3,19,6,7,8,13,16,18,9,9,10,10,15,10,13,13,12,12,12,13,13,13,15,15,8,11,17,5,10,15,12,13,15,5,7,8,11,15,4,7,10,11,18,6,8,14,8,9,9,9,9,10,10,10,10,10,10,12,12,9,14,15,6,7,7,8,10,10,11,12,13,13,14,6,7,7,9,12,8
060770016001,4,9,11,6,8,8,13,18,6,9,12,3,4,5,5,7,9,10,17,9,9,11,7,9,12,13,18,3,7,10,14,18,10,11,11,12,13,7,7,7,5,7,10,11,12,6,6,9,8,9,11,9,18,19,3,10,13,5,8,18,7,8,9,9,9,6,7,8,7,7,7,8,10,6,13,15,7,8,9,8,12,12,2,4,10,5,5,8,9,13,7,9,9,10,12,3,3,5,7,7,15,6,8,10,10,11,12,12,12,12,12,6,10,12,4,5,10,9,10,10,8,10,10,10,11,2,9,10,13,19,7
060770016002,6,7,8,4,7,9,9,10,5,5,10,2,2,3,3,3,8,10,12,5,7,9,7,9,9,11,14,1,4,5,5,10,2,2,2,6,8,7,8,8,2,5,9,12,12,3,4,7,4,6,10,4,8,10,2,6,6,2,6,10,2,3,4,10,10,4,6,9,2,4,4,5,9,4,8,10,2,3,11,5,7,9,2,3,8,2,2,9,10,10,5,6,6,7,8,1,3,5,7,8,12,8,8,8,9,9,9,10,10,10,10,4,6,9,1,3,9,6,8,8,5,6,8,8,9,3,4,6,8,10,5
060770017001,6,7,18,8,17,18,18,19,3,9,18,3,6,8,9,9,4,11,13,9,10,10,3,8,13,14,18,2,12,13,14,19,10,10,10,10,12,8,8,17,8,9,9,9,14,8,16,16,3,15,15,10,16,18,2,7,10,10,16,17,2,8,10,17,18,3,3,15,7,8,8,8,11,8,14,17,2,10,11,8,9,12,5,7,11,3,6,10,11,16,3,8,12,14,15,1,5,7,9,18,18,8,10,10,11,11,11,11,11,11,11,5,8,10,7,9,11,5,7,11,8,10,10,10,14,10,11,11,18,19,10
060770017002,8,8,9,11,13,14,15,19,9,10,14,4,5,7,8,9,12,12,14,9,9,10,4,9,13,13,14,7,9,12,13,17,2,3,10,10,11,10,10,10,8,9,10,10,16,8,8,9,11,12,15,13,17,18,7,10,10,7,13,17,4,9,11,12,12,5,6,17,7,8,8,8,9,9,11,14,3,4,11,8,10,10,3,10,13,3,5,11,12,12,5,7,14,14,16,3,5,8,5,10,13,9,10,11,11,11,11,11,12,12,12,9,9,11,6,8,8,7,10,10,8,10,10,10,11,8,8,18,18,19,9
060770017003,6,9,10,5,8,10,12,14,8,8,12,3,6,7,9,9,10,11,20,9,9,11,5,5,11,11,17,2,9,12,12,20,3,8,8,9,10,8,8,8,7,9,10,11,17,8,8,9,7,9,13,11,16,18,4,10,11,6,13,18,2,9,9,10,10,5,9,16,6,6,7,7,7,7,14,14,8,10,10,7,8,13,2,5,8,6,10,10,12,12,6,9,12,12,14,2,3,7,8,13,14,10,10,10,11,11,11,11,11,11,11,8,10,11,5,6,9,6,9,9,8,10,10,11,12,10,11,18,19,20,9
060770018001,4,5,8,4,5,6,10,10,6,6,11,5,6,6,7,8,9,11,14,6,7,8,2,6,6,11,11,4,4,9,9,11,1,2,6,7,9,8,9,9,5,6,8,9,9,6,6,6,7,7,8,9,13,16,5,8,10,3,5,11,5,8,9,11,11,4,9,11,6,6,8,8,9,6,10,11,8,8,10,6,7,8,2,6,8,1,5,5,10,11,6,9,9,10,12,3,4,6,6,11,12,7,8,8,9,9,9,9,9,9,10,6,7,8,4,5,6,6,7,7,6,8,8,8,8,5,6,6,7,12,7
060770018002,7,8,8,7,10,10,10,11,7,10,11,4,4,5,6,7,10,11,15,7,8,9,10,10,10,11,12,2,4,4,4,8,1,7,8,9,10,9,9,9,5,7,8,11,11,6,6,6,6,9,11,10,12,16,2,5,7,5,5,6,4,5,8,11,11,10,10,12,4,6,6,7,7,6,9,9,9,10,11,5,7,9,8,8,10,1,5,6,11,11,6,8,10,11,12,2,4,5,4,10,13,9,9,9,10,10,10,10,10,10,11,6,6,10,4,5,8,7,8,8,7,9,9,9,12,5,6,6,10,12,8
060770019001,1,7,9,5,8,8,8,10,5,6,10,4,6,6,7,9,7,10,13,4,6,6,6,6,7,7,10,7,7,11,11,12,7,8,8,8,11,5,7,8,5,7,8,12,12,7,7,9,8,9,11,8,10,10,6,7,8,4,8,10,7,9,10,11,11,6,7,12,2,2,4,5,8,6,8,9,2,6,8,1,2,7,4,6,11,6,6,6,10,11,2,7,8,10,12,5,5,8,6,8,10,7,8,9,10,10,10,10,10,10,10,5,8,11,2,7,7,7,7,8,5,6,8,8,8,3,7,8,8,10,7
060770019002,5,6,7,5,6,7,7,8,5,8,11,5,5,5,6,7,9,11,12,6,8,8,6,7,7,8,10,5,5,6,6,10,6,7,7,7,8,8,8,8,4,7,8,11,12,5,6,6,5,7,8,7,7,9,4,6,6,3,5,7,3,3,6,7,9,5,7,7,1,4,4,7,9,5,6,7,4,5,8,2,4,6,7,8,9,4,5,5,8,10,5,6,7,8,10,3,4,6,5,9,11,6,7,8,8,8,9,9,9,9,9,6,9,10,2,4,5,6,7,7,6,7,8,8,9,4,4,6,7,9,6
060770019003,3,4,7,4,6,7,7,9,5,7,9,3,5,6,6,8,8,8,9,4,6,6,6,6,6,7,11,5,7,9,9,10,3,6,7,9,9,6,8,10,4,7,8,12,12,5,6,6,7,7,8,7,8,9,3,4,6,4,6,7,6,7,7,8,9,4,8,11,2,3,3,7,9,5,7,7,4,7,9,1,7,8,3,6,9,5,6,7,8,10,4,8,8,9,9,4,6,9,8,8,9,6,6,7,7,7,8,8,9,9,9,4,9,9,2,5,6,5,6,7,3,6,7,7,8,3,5,6,7,7,6
060770019004,2,5,9,5,5,7,7,9,4,6,9,6,7,7,8,8,10,11,13,3,4,7,3,6,9,9,14,7,9,10,10,11,4,5,5,8,9,9,9,10,5,7,9,14,15,5,8,8,8,9,11,6,8,9,5,7,7,7,9,10,7,8,8,10,13,8,9,11,2,5,7,7,8,4,6,10,6,6,9,4,6,7,4,5,9,7,9,9,9,13,6,7,7,8,15,7,9,10,3,9,9,2,4,5,6,7,8,8,8,9,9,4,8,8,7,8,9,9,10,10,4,4,5,5,7,3,6,6,7,10,8
060770020001,5,7,7,5,6,7,8,9,5,7,9,7,7,8,8,8,9,11,12,5,7,7,6,7,8,9,10,7,8,8,11,11,4,5,7,7,8,8,8,9,6,6,7,11,11,6,6,6,7,9,10,7,9,9,6,7,8,6,7,8,4,7,8,9,10,7,7,9,3,5,7,9,10,7,7,7,6,7,8,3,4,7,3,5,11,4,7,8,9,10,7,8,9,10,10,6,6,7,8,8,12,5,5,8,9,9,9,9,9,9,10,7,10,10,4,7,7,6,7,7,7,7,7,8,9,3,8,9,9,10,7
060770020002,2,8,8,5,6,7,8,9,6,6,8,1,7,7,7,8,10,12,13,4,4,6,6,7,7,9,11,5,6,8,10,11,5,6,6,8,10,5,7,8,5,6,8,11,11,6,6,6,6,8,9,8,9,9,7,8,8,6,8,9,8,8,8,9,11,5,6,7,2,3,4,5,10,6,8,8,7,9,10,2,3,6,2,7,9,6,7,10,10,11,5,8,8,9,9,6,6,7,5,10,10,6,7,8,10,10,10,10,10,10,10,5,6,7,3,8,8,6,8,8,5,7,7,8,9,1,8,8,8,10,7
060770020003,6,8,10,2,8,8,8,9,3,6,8,3,3,5,6,7,6,12,13,2,4,6,5,6,8,8,12,3,9,9,11,11,3,4,8,9,9,6,9,9,3,6,8,11,11,5,7,7,8,9,11,8,9,11,1,8,9,3,7,9,2,6,7,8,11,6,8,10,5,7,7,7,8,6,7,8,6,9,10,3,4,4,3,5,8,7,8,8,8,10,5,7,8,9,10,7,7,7,4,10,12,2,4,6,6,7,8,8,9,9,9,5,5,9,8,8,9,7,8,9,4,5,5,5,6,3,6,7,9,9,9
060770021001,4,6,6,3,5,6,7,8,3,4,5,5,6,8,8,8,13,15,15,3,4,8,2,6,7,9,11,7,9,9,9,10,2,2,5,6,9,9,9,10,3,7,10,14,14,5,5,8,4,10,10,6,7,9,7,8,9,7,7,8,7,7,9,10,10,7,8,9,6,6,7,8,9,2,6,11,3,9,9,6,7,7,4,7,9,7,7,9,9,10,6,6,8,8,11,7,10,10,2,9,9,2,5,6,6,6,7,9,9,9,9,3,3,4,9,10,11,9,10,11,4,5,6,6,6,5,5,6,7,9,9
060770021002,6,6,9,2,5,7,8,10,3,4,8,7,7,7,8,9,8,13,15,4,4,5,1,6,9,10,14,2,7,9,10,11,2,4,9,9,10,9,9,9,2,7,10,13,13,5,5,8,4,9,10,6,7,8,6,8,9,7,9,11,5,6,8,9,11,7,8,11,6,7,8,8,9,3,7,11,3,9,11,6,7,7,7,8,9,9,9,9,12,13,8,8,9,11,16,7,9,10,3,9,11,2,5,6,6,7,7,9,9,9,9,4,7,8,9,10,11,9,10,11,4,6,6,6,7,1,5,6,7,9,9
060770021003,4,4,5,3,8,10,11,11,6,7,9,8,9,9,9,11,14,15,15,4,7,8,9,10,11,12,14,10,10,11,11,11,3,3,8,9,11,11,11,11,3,10,11,14,14,11,11,11,3,11,13,9,9,11,9,11,11,10,10,10,9,9,10,10,12,6,10,11,9,9,10,11,11,3,9,11,4,8,10,8,10,10,8,12,12,10,10,11,12,16,6,9,9,10,13,10,10,11,3,3,10,8,8,8,9,9,10,10,11,12,12,3,3,10,10,12,12,10,11,13,6,6,6,7,8,6,7,7,9,12,11
060770022011,4,5,5,7,8,8,9,10,4,4,6,2,5,5,5,6,13,13,15,2,3,5,6,7,9,9,11,2,6,7,8,10,5,5,5,9,9,7,9,9,7,8,10,17,17,7,8,9,7,8,8,6,7,9,5,5,7,8,8,9,5,6,6,8,9,2,5,9,2,5,6,6,7,6,7,10,7,7,9,6,8,9,7,8,9,7,7,9,9,11,1,3,6,7,8,7,11,13,5,8,9,5,6,6,6,6,6,7,7,9,9,3,4,9,8,10,10,9,10,11,1,2,3,4,5,2,2,7,7,9,8
