spatial_id,driving.atm.1,driving.atm.2,driving.atm.3,driving.bakery.1,driving.bakery.2,driving.bakery.3,driving.bakery.4,driving.bakery.5,driving.bank.1,driving.bank.2,driving.bank.3,driving.beauty_salon.1,driving.beauty_salon.2,driving.beauty_salon.3,driving.beauty_salon.4,driving.beauty_salon.5,driving.book_store.1,driving.book_store.2,driving.book_store.3,driving.bus_station.1,driving.bus_station.2,driving.bus_station.3,driving.cafe.1,driving.cafe.2,driving.cafe.3,driving.cafe.4,driving.cafe.5,driving.clothing_store.1,driving.clothing_store.2,driving.clothing_store.3,driving.clothing_store.4,driving.clothing_store.5,driving.convenience_store.1,driving.convenience_store.2,driving.convenience_store.3,driving.convenience_store.4,driving.convenience_store.5,driving.dentist.1,driving.dentist.2,driving.dentist.3,driving.department_store.1,driving.department_store.2,driving.department_store.3,driving.department_store.4,driving.department_store.5,driving.doctor.1,driving.doctor.2,driving.doctor.3,driving.electronics_store.1,driving.electronics_store.2,driving.electronics_store.3,driving.florist.1,driving.florist.2,driving.florist.3,driving.furniture_store.1,driving.furniture_store.2,driving.furniture_store.3,driving.gym.1,driving.gym.2,driving.gym.3,driving.hair_care.1,driving.hair_care.2,driving.hair_care.3,driving.hair_care.4,driving.hair_care.5,driving.hardware_store.1,driving.hardware_store.2,driving.hardware_store.3,driving.home_goods_store.1,driving.home_goods_store.2,driving.home_goods_store.3,driving.home_goods_store.4,driving.home_goods_store.5,driving.hospital.1,driving.hospital.2,driving.hospital.3,driving.laundry.1,driving.laundry.2,driving.laundry.3,driving.library.1,driving.library.2,driving.library.3,driving.liquor_store.1,driving.liquor_store.2,driving.liquor_store.3,driving.meal_takeaway.1,driving.meal_takeaway.2,driving.meal_takeaway.3,driving.meal_takeaway.4,driving.meal_takeaway.5,driving.park.1,driving.park.2,driving.park.3,driving.park.4,driving.park.5,driving.pet_store.1,driving.pet_store.2,driving.pet_store.3,driving.pharmacy.1,driving.pharmacy.2,driving.pharmacy.3,driving.restaurant.1,driving.restaurant.2,driving.restaurant.3,driving.restaurant.4,driving.restaurant.5,driving.restaurant.6,driving.restaurant.7,driving.restaurant.8,driving.restaurant.9,driving.restaurant.10,driving.school.1,driving.school.2,driving.school.3,driving.shoe_store.1,driving.shoe_store.2,driving.shoe_store.3,driving.shopping_mall.1,driving.shopping_mall.2,driving.shopping_mall.3,driving.store.1,driving.store.2,driving.store.3,driving.store.4,driving.store.5,driving.supermarket.1,driving.supermarket.2,driving.supermarket.3,driving.supermarket.4,driving.supermarket.5,driving.train_station.1
060770022012,3,3,3,5,6,6,6,7,2,2,4,3,3,3,3,5,11,11,13,1,2,3,4,5,5,7,9,3,4,5,5,7,3,3,3,3,3,5,7,7,5,7,8,15,15,4,5,6,5,5,6,4,5,7,3,3,3,6,6,6,3,4,4,6,7,3,3,7,3,3,4,5,5,4,6,7,4,5,6,5,6,7,2,4,4,5,5,7,7,8,3,3,4,4,6,5,8,11,3,5,7,3,3,3,3,3,3,3,4,4,5,0,2,3,7,7,8,7,8,9,2,2,2,3,3,2,3,5,5,7,6
060770022021,2,6,6,6,8,8,8,10,3,4,4,5,6,6,7,8,12,14,15,2,2,6,5,6,7,10,10,5,7,8,9,10,3,5,9,9,10,8,9,9,6,8,10,16,16,5,5,9,5,9,10,7,7,9,4,6,6,7,7,8,6,7,7,7,9,4,8,9,5,5,7,7,10,5,7,9,6,7,9,4,7,8,4,5,10,8,8,9,9,13,6,6,7,8,9,7,10,13,4,5,9,2,2,3,4,6,6,6,6,7,7,4,5,5,6,8,9,9,10,11,4,4,5,6,6,5,5,5,7,9,9
060770022022,4,6,8,4,8,9,10,11,3,3,3,4,6,6,7,7,12,14,15,5,5,8,4,7,7,11,12,3,4,7,9,9,1,6,9,9,10,8,9,9,5,8,10,16,16,8,9,9,7,7,10,7,7,9,6,7,9,9,9,10,6,7,7,9,9,4,5,9,6,8,8,8,9,4,7,9,4,8,9,3,8,8,5,6,10,8,8,9,10,10,5,7,7,8,9,8,10,12,4,4,4,1,4,5,6,6,6,7,7,7,8,2,8,8,10,10,10,9,10,11,4,4,4,5,6,3,4,4,6,10,9
060770022023,5,5,5,7,8,8,9,10,4,4,6,2,5,5,5,6,13,13,14,5,5,7,6,7,7,9,10,2,6,7,7,9,5,5,8,8,9,7,9,9,7,7,9,17,17,6,7,8,8,8,8,6,6,8,5,5,8,8,8,9,5,6,6,8,8,2,5,8,2,5,6,7,8,6,7,8,7,7,9,6,8,9,4,6,9,7,7,8,9,9,3,3,4,6,8,7,10,13,5,7,7,5,5,5,6,6,7,7,8,9,9,4,8,9,7,9,10,9,10,11,2,3,4,5,6,2,2,7,7,9,8
060770023001,5,5,7,3,5,6,7,8,3,5,8,2,2,2,4,6,9,10,12,5,6,6,3,6,6,8,9,3,4,4,6,6,2,2,2,4,6,4,4,4,7,7,8,15,15,2,2,4,2,5,5,2,3,4,2,2,4,5,5,7,2,2,3,4,4,4,4,5,2,4,5,5,6,3,7,7,2,4,4,8,9,9,4,4,4,3,4,5,6,9,3,3,6,6,7,6,10,12,4,4,5,2,2,2,2,2,5,5,5,7,7,3,4,7,7,8,8,6,7,8,2,2,2,5,6,4,6,6,7,7,5
060770023002,2,7,10,5,5,10,10,11,5,7,10,4,4,4,4,8,8,9,12,6,7,8,4,6,6,8,12,1,4,6,8,9,3,3,4,6,9,4,4,7,9,9,10,17,17,1,2,3,4,9,9,3,4,9,4,5,7,4,6,8,2,3,3,4,4,3,6,8,4,6,7,8,9,5,8,8,3,4,5,9,10,11,3,6,8,4,5,8,8,11,4,6,7,8,8,8,9,12,2,5,7,1,2,3,3,4,4,4,4,4,5,5,7,10,8,9,10,7,11,12,6,6,7,7,8,3,8,8,8,9,6
060770023003,4,4,8,2,3,3,7,8,4,5,7,2,2,2,3,6,8,8,10,6,7,7,3,4,6,6,7,3,3,4,6,7,2,2,2,7,8,2,2,2,7,7,8,14,15,2,3,6,2,3,3,2,2,2,2,3,5,2,3,7,2,2,2,2,3,4,6,6,3,5,6,6,9,3,7,9,2,2,2,6,7,8,2,2,4,1,2,4,10,10,3,7,7,7,8,7,9,10,2,3,5,1,1,2,2,2,2,2,4,4,4,2,3,8,7,8,8,5,5,8,2,2,5,5,7,2,6,6,7,7,3
060770024011,2,7,8,4,4,4,10,10,6,7,10,2,3,3,6,8,6,7,10,8,9,9,2,6,7,10,12,2,5,6,8,9,3,7,9,9,9,3,3,4,9,9,10,11,15,2,2,8,3,3,4,3,5,5,3,4,7,2,3,7,2,3,4,5,6,7,7,8,3,4,6,9,10,5,7,12,3,4,10,7,8,9,3,3,9,3,4,7,8,10,6,6,7,7,8,8,9,10,3,6,7,3,3,3,4,4,4,6,6,8,8,9,10,11,8,9,11,6,9,11,4,5,7,7,8,3,8,8,9,12,6
060770024012,3,8,11,5,5,5,8,9,7,9,9,4,4,4,7,7,6,7,10,3,7,8,5,6,6,6,9,3,5,7,9,10,4,6,6,10,10,3,3,4,7,7,10,12,15,3,3,6,4,4,5,2,5,6,3,4,6,3,4,7,3,5,5,6,7,8,9,9,3,4,4,4,7,6,7,8,3,5,7,8,8,11,2,4,8,5,5,6,8,10,5,5,7,7,10,7,8,10,2,8,11,4,4,4,4,5,5,6,7,9,10,3,6,11,7,9,12,7,9,11,6,6,6,6,8,3,6,9,9,10,7
060770024013,4,4,8,5,6,6,9,11,7,8,9,5,6,6,7,7,6,7,10,7,8,10,2,6,6,10,10,3,6,6,10,10,4,6,6,6,10,4,5,6,7,7,10,10,15,3,4,7,5,6,10,3,6,7,5,5,6,4,4,7,5,6,6,7,8,4,6,7,3,4,5,5,5,6,7,10,3,4,6,8,8,8,6,8,8,6,6,8,9,10,3,7,10,10,11,7,8,10,3,4,8,5,5,5,5,5,6,6,6,6,9,4,12,12,7,9,9,6,9,11,6,6,6,7,9,4,6,9,10,10,7
060770024021,3,8,11,6,6,7,8,8,8,10,11,6,6,6,7,8,7,7,10,7,10,11,6,7,7,8,9,3,6,7,8,11,4,5,6,6,10,5,6,6,7,8,11,15,15,5,5,7,5,6,10,5,7,7,3,6,6,5,6,7,4,5,7,7,8,5,6,11,3,6,6,6,9,7,8,10,5,6,12,8,8,12,6,6,6,4,9,9,9,10,4,7,7,10,11,7,8,10,4,6,9,3,3,6,6,6,6,6,6,7,10,6,12,13,7,8,8,6,9,11,8,8,9,10,11,5,6,11,11,11,8
060770024022,9,10,10,4,4,9,10,10,6,8,8,3,5,5,6,7,7,9,12,7,8,8,5,6,7,9,11,5,5,6,8,8,6,6,6,8,9,3,3,8,9,9,11,16,16,3,3,8,5,8,9,2,5,9,1,4,8,3,5,8,4,5,5,6,9,3,7,8,1,4,5,6,6,5,7,8,2,3,11,10,10,10,5,6,10,8,8,8,10,11,2,8,8,9,9,9,9,11,2,5,7,1,1,2,3,4,4,4,6,6,8,4,10,11,7,9,11,7,10,12,5,5,6,8,8,3,8,8,8,9,7
060770025031,8,9,11,7,7,8,10,10,9,10,11,7,7,8,9,10,4,8,11,9,12,13,7,7,11,12,13,6,6,7,10,12,5,6,7,7,13,7,8,8,9,9,11,11,12,6,8,8,8,8,12,6,8,9,6,7,8,5,7,10,6,6,7,8,9,7,7,8,5,6,6,7,7,6,9,14,6,7,15,8,10,10,6,7,10,4,6,10,11,11,8,9,9,9,13,8,9,12,6,11,14,6,7,7,7,7,8,8,8,9,12,7,9,15,9,9,10,9,9,10,8,8,8,9,13,6,10,12,12,13,10
060770025032,5,6,9,7,7,8,8,10,9,10,11,7,7,8,9,10,5,8,11,12,13,13,7,7,8,12,13,5,6,8,8,12,6,7,7,10,13,7,8,8,9,9,10,11,12,6,6,8,8,8,12,6,8,9,6,7,12,5,7,10,6,6,7,8,9,7,7,8,6,6,6,7,10,8,13,14,6,7,15,8,10,10,5,7,9,6,10,11,11,13,4,5,8,9,9,8,9,12,6,11,14,6,7,7,7,7,7,8,8,9,12,7,7,15,9,10,10,9,9,10,8,8,9,9,13,6,10,12,12,13,10
060770025041,5,6,8,8,8,8,10,11,12,12,13,7,8,9,9,10,4,8,11,8,13,13,5,7,10,12,13,6,7,8,12,13,6,6,8,10,13,7,8,8,9,9,11,11,12,7,7,8,8,8,9,9,9,9,7,7,10,6,7,10,6,7,8,9,9,7,8,9,6,7,9,9,14,8,10,14,8,9,15,8,10,11,7,10,11,5,8,11,11,11,8,8,9,9,10,9,9,12,6,7,11,6,7,8,8,8,8,8,9,10,12,7,9,13,9,11,11,9,9,10,9,9,9,9,13,7,12,12,12,13,10
060770025042,7,9,10,8,9,11,11,12,11,11,13,8,10,10,10,13,3,9,12,9,10,14,8,8,13,14,18,7,9,9,9,11,7,8,8,13,14,8,9,9,10,10,13,20,20,8,8,9,9,9,10,10,10,10,9,11,13,7,8,11,7,8,8,10,10,8,10,11,7,8,9,10,15,9,12,15,8,11,16,9,11,12,10,11,11,6,9,11,12,12,8,9,10,11,13,12,13,17,7,9,12,7,7,8,8,9,9,9,9,10,11,8,10,10,10,12,13,9,9,11,9,10,10,10,11,8,9,13,13,13,11
060770027014,8,10,10,6,9,10,10,13,8,9,10,3,8,9,9,10,9,12,14,7,8,8,8,11,13,13,14,8,9,10,10,10,5,7,7,9,12,8,10,10,5,7,10,13,13,8,8,8,12,12,13,10,10,12,8,9,10,9,10,11,3,7,9,9,11,5,6,9,6,6,8,11,11,8,8,10,9,10,11,4,5,6,4,10,11,6,8,10,11,13,8,10,10,11,12,8,8,9,6,11,12,4,6,8,8,11,11,11,11,11,11,7,9,12,10,10,10,8,10,10,6,7,7,7,8,5,9,10,10,11,9
060770028001,5,9,11,5,10,11,12,12,5,7,11,9,9,9,10,10,14,14,17,7,7,10,5,11,12,12,13,5,10,10,10,12,5,5,8,12,13,11,11,11,5,11,12,15,15,8,9,11,5,9,12,9,10,11,9,10,12,11,11,12,9,9,10,11,11,7,8,10,6,9,9,10,12,4,10,14,3,12,14,9,10,10,8,8,10,11,12,12,12,13,4,9,10,10,12,10,11,12,4,4,5,5,9,9,9,9,10,10,10,11,11,3,3,11,12,12,12,11,13,14,5,6,7,8,8,6,6,8,10,10,12
060770028002,3,5,5,7,8,8,10,11,3,3,10,3,7,7,8,8,11,12,16,6,6,6,7,8,9,11,12,4,7,8,9,9,6,7,7,8,8,7,8,9,8,8,11,18,18,5,6,6,8,9,11,6,7,9,7,7,9,7,9,10,6,6,8,8,9,6,7,8,4,7,7,8,9,11,11,12,7,9,11,9,10,10,6,8,10,8,11,11,12,13,4,7,7,8,11,8,12,14,6,7,11,5,5,6,6,6,7,7,8,8,8,4,7,8,8,11,11,10,12,13,3,4,4,6,7,3,3,6,8,8,10
060770031061,14,14,15,13,13,17,17,20,9,9,12,10,10,11,11,11,14,19,19,10,15,15,9,10,13,13,14,12,13,14,14,18,5,6,10,10,12,10,15,17,13,13,13,13,14,12,17,17,9,11,14,10,13,15,9,21,22,10,10,10,12,13,13,13,18,13,14,20,13,16,16,16,17,14,14,18,11,15,16,12,14,15,9,14,18,8,9,12,20,21,4,11,14,19,21,13,13,17,10,18,18,10,11,11,11,12,12,12,15,15,16,8,11,12,13,20,20,9,11,16,12,12,12,14,14,10,16,18,21,21,14
060770031062,10,10,11,10,10,11,14,14,6,6,9,8,9,11,11,11,5,11,16,8,12,12,10,11,12,16,18,7,8,10,10,15,7,8,9,13,15,6,9,13,10,10,10,11,14,13,13,13,6,11,18,7,11,12,18,18,18,3,7,7,7,7,7,9,9,5,7,11,7,13,13,14,14,11,11,15,9,14,14,11,12,13,7,15,15,6,6,9,13,17,8,11,15,16,18,9,10,14,6,14,15,8,8,8,8,8,9,9,12,13,13,4,10,16,9,10,17,3,8,13,9,9,9,10,11,7,13,15,18,18,11
060770031063,11,11,12,5,12,12,15,16,6,6,12,9,9,9,9,9,12,17,17,9,13,14,6,8,8,12,13,10,11,11,15,16,4,5,5,8,15,7,10,14,10,12,12,13,16,12,14,14,8,8,11,10,13,14,5,19,20,6,8,9,8,9,10,10,16,8,13,18,9,14,15,15,16,13,14,16,10,13,14,11,13,14,6,11,16,5,10,10,11,19,2,8,13,17,22,10,11,15,15,15,15,9,9,9,10,10,11,13,13,15,15,5,8,17,10,12,17,6,10,14,10,11,11,12,12,8,14,16,19,22,14
060770031081,13,13,14,7,12,12,16,16,8,8,11,10,10,13,13,13,7,10,18,10,13,14,9,12,13,14,14,9,10,11,13,13,9,10,11,15,17,9,12,16,12,12,12,13,16,11,16,16,13,14,14,9,12,14,20,20,21,2,9,9,10,10,10,11,12,8,8,13,9,15,15,15,16,13,13,17,10,10,15,11,13,14,8,17,18,8,15,19,19,20,13,15,17,18,20,12,12,16,9,17,17,9,9,10,10,10,11,14,14,14,15,7,11,18,11,12,19,4,10,15,11,11,11,12,13,9,12,17,20,20,13
060770031082,12,13,16,7,11,15,15,19,7,8,11,10,12,12,12,12,7,9,18,8,9,13,8,11,12,18,20,9,10,12,13,17,10,11,15,16,16,8,11,15,11,11,12,12,15,15,15,15,8,13,13,9,12,13,19,19,20,3,8,8,9,9,10,11,17,4,8,12,12,14,15,15,15,10,13,13,10,10,15,12,13,14,4,9,16,7,10,11,19,19,14,16,17,18,19,11,11,15,9,17,17,9,9,9,9,10,10,11,13,14,14,7,11,17,10,11,19,3,10,14,10,11,11,11,12,8,11,12,17,19,13
060770031083,12,13,15,7,11,15,15,19,7,8,10,10,11,12,12,12,6,9,17,8,9,13,11,11,12,17,19,8,12,13,13,16,10,10,14,16,16,8,11,15,11,11,12,12,15,15,15,15,7,12,12,8,12,13,19,19,19,4,8,8,9,9,10,10,16,7,12,18,11,12,14,14,15,10,12,12,9,10,15,12,13,13,4,9,16,7,9,9,18,19,12,14,16,17,19,11,11,15,9,16,17,9,9,9,9,9,10,10,13,13,14,6,11,17,10,11,18,2,10,14,10,10,10,11,12,8,11,11,17,19,12
060770031091,12,12,14,7,10,10,15,20,7,8,9,8,8,8,8,10,7,9,12,7,8,11,7,8,10,10,17,8,10,11,12,12,9,10,14,16,16,7,10,13,10,10,10,12,12,13,13,13,12,12,12,8,11,13,16,17,17,6,8,9,8,8,8,11,14,7,11,16,4,6,11,12,12,11,11,16,10,11,14,10,12,14,5,8,14,7,7,9,16,16,11,11,13,15,17,10,11,15,7,14,15,7,7,7,7,7,8,8,9,10,11,5,7,14,10,10,16,6,9,14,7,7,8,8,9,10,10,17,17,20,12
060770031092,8,11,12,7,11,11,11,16,8,9,10,5,6,7,7,7,7,8,9,5,8,9,11,11,11,11,15,8,8,8,12,12,8,8,8,12,14,4,7,10,11,11,11,13,13,10,10,11,8,8,8,9,11,14,14,14,15,7,9,9,4,5,5,7,12,8,11,14,5,6,9,10,10,12,12,13,6,7,12,8,10,11,11,11,11,7,8,8,10,13,11,13,14,14,17,7,8,12,4,12,12,4,4,4,4,4,4,5,5,8,8,8,8,8,8,10,14,6,7,12,5,5,5,6,7,7,11,13,15,18,13
060770031093,6,10,11,9,12,12,12,14,8,8,11,3,5,7,7,7,5,8,9,4,8,8,12,12,12,13,15,6,7,7,11,11,5,6,6,9,10,2,5,9,6,7,12,12,12,9,9,9,6,6,7,10,12,13,14,14,15,7,8,8,3,3,6,7,11,8,13,14,4,6,8,9,10,11,13,13,4,5,12,8,8,9,5,9,11,7,8,9,9,13,12,12,13,15,17,5,6,10,2,10,10,3,3,3,4,4,4,5,5,8,8,7,7,9,6,12,13,5,8,10,5,5,5,6,6,5,11,12,14,17,14
060770031094,9,14,14,9,10,11,17,20,6,6,10,7,8,9,9,9,6,9,15,6,10,11,8,10,11,17,20,6,8,9,9,9,8,8,9,13,14,5,8,12,7,9,11,11,11,12,12,12,7,9,10,9,11,13,16,17,17,6,9,10,6,6,6,6,14,6,11,16,7,12,12,12,12,12,12,14,8,12,13,10,11,12,6,7,14,6,7,9,10,16,11,12,14,16,16,8,9,13,5,13,13,6,6,6,7,7,7,8,10,11,11,3,11,14,9,10,16,6,8,13,7,8,8,8,9,9,10,12,14,20,13
060770031101,5,6,9,11,11,12,14,15,8,10,11,2,4,6,6,7,7,7,9,2,6,6,9,10,11,12,15,4,5,6,6,9,7,7,8,9,10,3,5,8,12,12,12,14,14,8,8,8,6,6,6,10,12,13,12,12,13,8,8,9,4,4,4,5,6,12,12,12,4,7,7,8,8,8,13,13,5,7,11,6,7,9,6,7,8,8,8,8,9,11,11,11,12,13,14,6,6,10,3,10,10,1,1,2,2,2,3,3,3,6,6,6,6,8,8,11,11,7,7,9,4,4,4,4,5,6,11,11,12,15,14
060770031102,5,10,10,7,9,9,12,14,9,11,13,4,8,8,8,9,5,9,11,4,5,9,7,14,14,14,15,4,4,4,11,11,6,6,6,7,12,2,4,9,3,10,13,14,14,9,9,9,4,4,4,11,12,16,10,12,13,8,10,15,1,1,2,3,9,10,14,15,8,10,10,10,11,5,15,17,3,6,8,6,7,9,5,9,11,6,6,9,9,9,10,11,15,17,17,5,5,9,2,10,10,5,5,5,6,6,6,6,7,9,9,4,4,11,5,13,13,5,5,8,6,7,7,7,7,7,10,14,14,17,16
060770031103,4,8,9,9,9,12,13,15,9,9,12,2,3,7,7,8,5,9,10,3,4,7,7,13,13,14,14,4,4,4,9,9,5,6,6,8,11,0,3,7,3,9,11,12,13,7,7,7,4,4,4,11,11,15,12,12,13,7,8,9,3,3,3,3,8,11,12,14,7,8,9,9,9,8,14,16,3,5,13,6,7,7,5,7,9,6,7,9,9,11,6,10,13,14,16,5,5,8,2,8,8,3,3,4,4,4,5,5,5,7,7,4,4,10,6,11,13,5,5,8,5,6,6,6,6,5,9,12,13,15,16
060770031111,7,13,13,11,13,14,15,19,7,9,13,6,7,10,10,10,3,9,14,10,11,11,11,13,14,16,18,3,4,6,6,6,5,8,10,11,11,4,7,11,7,12,14,15,16,11,11,11,6,6,7,10,13,14,14,15,16,6,11,16,3,3,3,5,13,8,14,16,5,9,12,12,12,5,15,15,4,5,9,8,9,11,4,10,13,6,6,6,7,15,9,14,14,16,19,5,6,11,2,12,12,7,7,7,7,7,8,8,11,11,12,4,7,12,5,13,14,5,5,10,8,8,8,9,9,10,12,13,16,19,14
060770031112,5,11,12,5,5,7,9,12,8,8,13,5,7,9,9,9,8,9,13,7,10,11,3,5,13,14,14,3,5,5,5,12,7,7,8,11,14,3,6,10,6,6,14,14,14,10,10,10,5,5,5,9,11,14,5,6,13,4,5,6,2,2,3,5,12,8,13,14,4,9,11,11,12,2,10,15,1,6,7,5,7,10,10,12,12,3,7,7,8,13,11,14,15,16,16,2,3,8,3,11,11,6,6,6,6,6,7,7,10,10,11,3,6,6,4,13,13,3,3,7,7,7,7,8,8,3,7,13,14,17,13
060770031121,6,7,8,5,7,12,15,20,5,6,11,6,7,7,7,8,7,15,15,6,7,11,5,6,11,11,12,5,6,7,13,14,6,8,8,10,12,4,7,11,6,8,11,12,12,11,11,11,7,8,16,7,12,12,5,5,16,4,9,14,4,5,6,6,14,6,12,15,13,13,13,13,13,12,12,12,9,11,13,8,9,11,4,7,9,4,5,5,6,16,9,14,17,17,19,6,7,11,12,12,13,7,7,8,8,8,9,11,12,12,12,5,11,15,7,8,11,5,6,10,8,8,8,9,10,2,6,11,16,20,11
060770031122,8,9,9,5,8,12,15,17,7,7,11,8,9,9,9,10,13,16,16,9,13,14,4,6,12,13,17,7,8,9,15,15,6,8,11,17,17,6,9,13,8,10,12,14,17,13,13,13,8,9,17,8,12,12,4,5,6,4,6,15,6,7,8,8,15,8,13,16,12,15,15,15,15,7,13,13,9,10,11,8,10,13,6,11,13,4,6,6,7,11,3,9,13,13,13,7,7,11,5,14,14,9,9,10,10,10,11,11,14,14,14,7,11,16,8,8,15,6,7,10,10,11,11,11,12,2,7,10,17,20,12
060770031131,5,11,11,4,5,6,6,8,7,8,9,8,8,12,12,12,8,11,15,8,11,11,1,8,8,13,15,5,6,6,7,11,2,9,10,14,14,6,7,10,4,5,5,5,11,10,10,10,4,5,14,8,9,15,5,7,13,7,17,17,5,5,5,6,11,8,12,13,10,11,12,14,14,6,9,11,8,9,11,2,4,10,6,10,11,3,4,7,8,10,10,11,12,13,15,3,3,7,5,10,10,7,8,9,9,10,10,10,11,11,11,6,6,6,4,4,12,4,4,11,10,10,10,10,10,7,8,9,12,14,13
060770031132,6,12,12,3,8,8,8,14,3,6,6,7,8,8,9,11,11,13,15,8,9,12,1,6,9,13,14,6,6,7,7,12,3,7,7,9,15,5,8,11,3,4,6,6,13,11,11,11,9,9,14,9,9,13,1,7,9,9,10,16,5,5,6,7,7,7,9,14,11,12,13,14,14,6,10,14,7,9,9,4,6,11,6,9,12,2,4,9,12,14,5,8,9,13,14,4,4,8,5,11,11,8,8,8,9,9,9,12,12,12,12,6,12,13,5,5,13,4,4,8,9,10,10,10,11,3,5,9,13,17,13
060770031133,7,8,8,5,10,12,13,15,2,5,5,9,10,10,10,11,6,7,10,10,14,14,2,2,8,12,16,7,8,9,9,13,6,7,8,12,13,7,13,13,2,8,11,12,12,11,13,13,7,8,9,8,11,13,6,6,11,5,15,15,8,8,9,9,14,7,13,14,13,13,14,15,15,6,11,13,6,7,10,5,7,13,9,10,13,4,6,9,11,13,8,11,13,15,17,6,7,10,7,12,12,10,10,10,11,11,12,14,14,14,14,7,8,12,7,7,14,5,6,7,11,11,11,13,13,4,6,11,15,19,12
060770031134,7,7,7,5,5,6,10,13,2,5,5,8,9,9,9,10,6,12,14,9,12,13,1,2,5,6,12,6,7,7,8,13,6,8,9,15,15,6,12,12,1,5,8,12,12,11,12,12,8,8,13,8,10,12,5,5,14,6,9,14,8,8,8,8,13,8,12,15,12,13,14,14,15,5,11,13,6,9,15,5,8,12,7,12,13,2,2,5,6,7,8,11,14,15,15,5,5,9,6,12,12,9,9,10,10,10,11,13,13,13,13,7,7,11,6,6,14,4,5,5,10,11,11,12,12,4,10,11,14,18,12
060770031141,12,13,13,8,11,16,20,21,5,5,14,11,11,11,11,12,9,10,19,12,16,16,5,8,10,14,14,10,12,13,13,18,7,11,15,21,21,16,16,16,13,14,14,15,17,14,16,16,13,17,18,9,14,15,8,9,20,8,8,11,11,12,12,12,18,13,14,15,11,15,17,18,18,15,15,16,9,14,15,10,12,12,15,16,18,5,5,9,10,10,15,16,17,17,22,11,11,15,10,17,18,11,12,12,12,12,13,13,15,16,17,7,14,20,11,12,14,7,9,10,12,13,13,15,15,11,16,16,20,20,13
060770031142,11,12,12,6,10,15,18,19,4,4,13,10,10,10,10,10,9,13,18,11,15,15,4,7,9,13,14,10,11,12,12,17,6,6,10,14,20,8,15,15,10,12,13,16,18,13,15,15,11,17,19,8,12,14,3,3,18,5,7,16,9,11,11,11,17,12,14,19,14,16,16,16,17,14,14,15,8,13,14,9,11,11,9,12,15,4,8,9,13,18,11,16,16,18,20,10,10,14,8,16,16,10,10,11,11,11,11,12,14,14,16,6,9,13,10,11,13,7,9,13,11,12,12,13,13,9,15,15,18,19,12
