spatial_id,atm,atm,atm,bakery,bakery,bakery,bakery,bakery,bank,bank,bank,beauty_salon,beauty_salon,beauty_salon,beauty_salon,beauty_salon,book_store,book_store,book_store,bus_station,bus_station,bus_station,cafe,cafe,cafe,cafe,cafe,clothing_store,clothing_store,clothing_store,clothing_store,clothing_store,convenience_store,convenience_store,convenience_store,convenience_store,convenience_store,dentist,dentist,dentist,department_store,department_store,department_store,doctor,doctor,doctor,electronics_store,electronics_store,electronics_store,florist,florist,florist,furniture_store,furniture_store,furniture_store,gym,gym,gym,hair_care,hair_care,hair_care,hair_care,hair_care,hardware_store,hardware_store,hardware_store,home_goods_store,home_goods_store,home_goods_store,home_goods_store,home_goods_store,hospital,hospital,hospital,laundry,laundry,laundry,library,library,library,liquor_store,liquor_store,liquor_store,meal_takeaway,meal_takeaway,meal_takeaway,meal_takeaway,meal_takeaway,park,park,park,park,park,pet_store,pet_store,pet_store,pharmacy,pharmacy,pharmacy,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant,school,school,school,shoe_store,shoe_store,shoe_store,shopping_mall,shopping_mall,shopping_mall,store,store,store,store,store,supermarket,supermarket,supermarket,supermarket,supermarket,train_station
060770014003,6,8,8,3,5,7,10,12,4,12,13,8,9,12,12,13,4,4,6,11,12,15,3,4,13,13,14,5,5,7,8,10,3,4,4,9,9,5,5,5,9,10,15,8,8,9,6,6,17,3,6,6,3,8,10,4,6,6,5,5,5,8,14,6,10,13,9,9,10,12,13,4,4,4,3,14,18,4,4,14,7,11,14,4,9,10,13,17,6,7,7,13,15,6,10,11,4,4,4,9,10,10,10,10,11,11,11,12,12,7,7,9,10,10,11,11,12,13,11,11,12,13,15,3,3,5,8,13,9
060770014004,7,8,8,4,4,7,7,11,3,12,13,8,10,12,13,14,4,4,5,12,12,16,4,13,14,15,18,6,9,14,14,17,3,3,4,9,18,6,6,6,9,10,16,9,9,10,6,7,18,2,7,7,5,6,10,4,7,7,5,6,8,10,15,7,10,13,10,10,10,10,13,4,4,5,4,14,19,3,3,14,5,9,10,3,5,8,10,18,5,6,8,14,18,6,10,11,5,5,5,10,10,11,11,11,11,13,13,13,13,7,10,10,8,12,16,8,13,13,12,12,12,13,16,3,3,6,8,14,10
060770015001,6,7,7,4,5,6,9,15,7,14,15,5,5,7,8,9,9,10,14,10,12,13,7,9,9,10,14,5,5,6,8,15,4,4,5,7,7,7,7,7,7,8,12,7,7,7,2,3,9,5,6,6,3,7,11,7,8,8,6,6,8,8,8,4,8,12,7,9,9,10,14,5,5,6,7,8,16,8,12,15,4,7,10,5,7,8,14,16,7,8,9,13,17,6,6,6,7,7,17,9,11,12,12,13,13,14,14,14,14,6,10,10,7,8,8,8,11,11,9,10,12,12,13,6,6,7,8,12,9
060770015003,4,5,10,6,7,11,11,12,6,7,12,5,5,6,6,11,9,11,12,10,10,13,6,8,8,13,13,3,4,7,9,15,2,3,4,7,12,7,7,7,7,8,11,7,7,7,2,9,9,6,8,8,7,7,10,8,8,10,3,6,6,8,8,8,9,13,7,8,8,9,9,5,6,7,6,7,7,9,10,12,2,5,7,3,6,7,8,15,2,12,12,13,16,4,4,6,7,7,16,11,11,12,13,13,13,13,13,14,14,7,10,11,6,7,7,10,11,11,9,12,12,12,13,3,8,8,8,14,8
060770015004,6,8,12,2,3,7,8,13,5,13,17,6,7,8,11,14,7,11,14,11,11,13,10,11,16,17,18,5,5,7,7,8,1,5,5,5,6,5,5,5,7,8,15,7,7,7,2,5,7,3,3,4,5,9,11,5,5,7,5,5,6,6,7,2,11,11,8,10,10,11,12,3,3,3,4,5,7,5,5,15,5,5,12,5,5,5,8,10,4,7,14,15,15,7,8,9,5,5,5,8,10,11,12,12,12,12,12,12,12,8,8,9,6,8,9,9,9,11,10,10,11,11,11,4,4,6,7,13,8
060770016001,4,9,11,7,8,8,10,11,6,9,12,3,4,5,5,7,9,10,14,9,9,11,7,8,11,13,14,3,7,9,10,14,2,9,10,12,13,7,7,7,5,7,10,6,6,9,8,11,13,8,10,12,3,10,12,8,8,12,7,8,9,9,9,4,8,10,7,7,7,8,10,7,8,10,4,6,11,8,12,12,8,10,12,5,6,7,8,14,4,5,8,11,13,3,3,5,7,7,15,6,8,10,10,11,12,12,12,12,12,5,10,12,4,5,10,9,10,10,8,10,10,10,11,2,9,10,10,13,7
060770016002,5,7,8,2,3,5,7,9,5,5,10,2,2,3,3,3,8,10,12,5,7,9,1,7,8,9,10,1,4,5,5,11,2,2,2,7,9,7,8,8,2,5,9,3,4,7,4,6,10,7,7,9,2,6,6,2,6,10,2,3,4,10,10,2,7,12,2,4,4,5,9,4,7,9,5,10,10,5,7,9,3,5,10,2,2,9,10,11,5,5,6,11,11,1,3,5,7,9,12,8,8,8,8,8,9,9,9,10,10,3,6,9,1,3,9,6,8,8,5,6,8,8,8,3,4,6,8,10,5
060770017003,9,9,10,5,8,8,9,11,5,8,8,3,6,7,9,9,10,11,15,9,9,11,10,10,11,12,13,2,2,9,12,12,3,3,9,9,10,8,8,8,7,9,9,8,8,9,7,8,14,10,11,11,4,10,11,6,11,12,1,9,10,10,10,5,9,9,6,7,7,7,7,7,8,8,9,9,10,7,8,13,11,12,12,6,8,9,12,13,4,7,8,9,12,2,3,7,8,14,14,10,10,10,10,10,11,11,11,11,11,8,10,11,6,6,9,6,9,9,8,10,10,11,13,4,10,11,11,11,9
060770018001,4,5,8,2,5,6,8,10,5,6,11,5,6,6,7,8,9,11,12,6,7,8,6,6,8,10,10,4,4,9,9,11,1,2,6,6,9,8,9,9,5,6,6,6,6,6,7,8,10,4,8,11,5,8,10,3,5,10,5,8,9,10,11,4,6,7,6,6,8,8,9,6,9,10,0,6,8,6,7,8,5,9,9,1,5,5,10,11,6,6,6,8,9,3,4,6,6,11,12,7,8,8,8,8,9,9,9,9,10,6,7,8,4,5,6,6,7,7,6,8,8,8,8,5,6,6,7,12,7
060770018002,7,8,9,2,4,9,9,10,7,9,12,4,4,5,6,7,10,11,13,7,8,9,9,9,10,11,11,1,4,4,4,8,1,5,7,8,10,9,9,9,5,7,8,6,6,6,6,10,12,4,8,12,1,5,7,5,5,7,4,5,8,11,11,4,7,8,4,6,6,6,7,6,8,10,9,9,10,5,6,9,6,8,10,1,5,6,11,12,7,7,8,9,11,2,4,5,5,10,13,9,9,9,9,9,10,10,10,10,11,6,6,10,4,5,8,7,8,8,7,8,9,9,11,5,5,6,10,12,7
060770019001,1,7,9,5,7,8,8,10,5,6,10,4,6,6,7,9,7,10,13,4,6,6,6,7,7,10,12,7,7,11,11,12,7,8,8,9,10,5,7,7,5,7,8,7,7,9,8,9,11,8,9,10,6,7,8,4,8,10,7,9,10,11,11,6,6,9,2,2,4,5,8,6,8,9,2,6,8,1,2,7,4,6,11,5,6,6,10,11,2,7,8,9,10,5,5,8,6,8,10,7,8,9,10,10,10,10,10,10,10,5,8,11,2,7,7,7,7,8,5,6,7,8,8,3,7,8,8,10,7
060770019002,5,6,7,3,5,6,7,8,5,8,11,5,5,5,6,6,9,11,12,6,8,8,6,7,7,8,11,5,5,6,6,10,6,7,7,8,9,8,8,8,4,7,8,5,6,6,5,7,8,7,7,8,4,6,6,3,5,7,3,3,6,7,9,5,6,11,1,4,4,7,9,5,6,7,4,5,8,2,4,6,7,8,9,4,5,5,8,10,3,5,7,9,10,3,4,6,5,9,11,6,7,8,8,8,9,9,9,9,9,6,9,10,3,5,5,6,7,7,6,8,8,8,8,4,4,6,7,9,6
060770019003,3,4,8,4,6,6,7,9,5,7,9,3,5,6,6,8,7,8,9,4,6,6,6,6,7,8,11,5,7,9,9,10,3,6,8,9,9,6,8,10,4,7,8,5,6,6,7,7,8,7,9,9,3,4,6,4,6,7,6,7,7,8,9,4,7,8,2,3,3,7,9,5,7,7,4,7,9,1,7,8,3,6,9,5,6,7,8,10,4,8,8,8,8,4,6,9,8,8,9,6,6,7,7,8,8,8,9,9,9,4,9,10,2,5,6,5,6,7,3,6,7,7,8,3,5,7,7,7,6
060770019004,2,5,9,4,5,7,7,9,4,6,8,6,7,7,8,8,10,11,13,3,3,7,3,5,9,9,14,7,9,9,10,11,4,5,5,8,9,8,8,10,5,7,9,4,8,8,8,9,11,6,8,9,5,7,7,6,8,10,7,7,8,10,13,8,9,11,2,5,7,7,8,4,6,10,6,6,8,4,6,6,4,5,9,7,8,9,9,13,6,7,7,8,16,7,9,10,3,9,9,2,4,5,6,6,8,8,8,8,8,4,7,7,7,8,9,9,10,10,3,4,5,5,7,3,6,6,6,9,8
060770020001,5,7,7,4,6,7,8,8,5,7,9,7,7,8,8,8,9,11,12,5,7,7,5,7,8,8,10,7,8,8,11,11,4,5,7,7,8,8,8,9,6,6,7,6,6,6,7,9,10,8,8,9,6,7,8,6,7,8,4,7,8,9,10,6,6,7,3,5,7,9,10,7,7,7,6,7,8,3,4,7,3,5,8,4,7,8,9,10,6,7,7,9,10,6,6,7,8,8,11,5,5,8,9,9,9,9,9,9,9,7,10,10,4,7,7,6,7,7,7,7,7,8,9,3,8,9,9,10,7
060770020002,2,8,9,5,6,7,7,9,6,6,8,1,7,7,8,8,10,12,13,4,4,6,5,7,7,9,11,5,6,8,10,11,5,6,7,10,10,6,7,8,5,6,7,6,6,6,6,8,9,8,11,12,7,8,8,6,8,9,8,8,8,9,11,7,10,11,2,3,4,6,10,6,8,8,7,9,10,2,3,6,2,7,8,6,7,10,10,11,8,8,9,9,10,6,6,7,5,10,10,6,7,8,10,10,10,10,10,10,10,6,6,7,3,8,8,6,8,8,5,7,7,8,9,1,8,8,8,10,7
060770020003,6,9,9,2,6,8,8,8,3,6,8,3,3,5,6,7,6,11,12,2,4,5,5,6,8,8,12,3,9,9,11,11,3,4,8,9,9,6,9,9,3,6,8,5,7,7,8,9,11,9,10,10,1,8,9,3,7,9,2,6,7,8,11,6,10,10,5,7,7,7,8,6,7,8,6,10,10,3,4,4,3,5,8,7,8,8,8,10,5,8,8,9,10,7,7,7,4,11,11,2,4,6,6,7,8,8,8,8,9,5,5,9,8,9,9,7,8,9,4,5,5,5,6,3,6,7,9,9,8
060770021001,4,5,6,3,5,6,7,8,3,4,5,5,6,7,8,8,14,15,15,3,4,8,2,6,7,9,11,7,9,9,9,10,2,2,5,6,9,9,9,10,3,7,10,5,5,8,4,10,11,6,7,9,7,8,9,7,7,8,7,7,8,10,10,7,8,9,6,6,7,8,9,2,6,10,3,8,9,6,7,7,4,7,9,7,7,9,9,10,6,6,8,8,11,7,10,10,2,8,9,2,5,5,5,6,7,9,9,9,9,3,3,4,9,10,11,9,10,11,4,5,5,6,6,5,5,6,7,9,9
060770021002,6,6,9,2,5,7,8,9,3,4,8,7,7,7,8,9,8,14,15,4,4,5,1,6,9,10,14,2,7,9,10,11,2,4,9,9,9,9,9,9,2,7,10,5,5,8,4,9,10,6,7,8,6,8,9,7,9,10,5,6,8,9,11,7,7,11,6,7,8,8,9,3,6,11,3,9,11,6,7,7,7,8,9,9,9,9,13,13,8,8,8,11,16,7,9,10,3,9,11,2,5,6,6,7,7,9,9,9,9,4,7,8,9,10,11,9,10,11,4,5,5,6,6,1,5,6,7,9,9
060770022011,4,4,5,7,7,7,8,10,4,4,5,2,5,5,5,6,12,13,14,2,3,5,6,6,8,9,10,2,5,6,8,10,4,5,5,8,9,7,8,8,7,8,9,7,8,8,7,7,8,6,6,8,5,5,6,8,8,9,5,6,6,8,8,2,4,8,2,5,5,5,6,6,7,10,6,7,9,6,8,9,6,8,9,7,7,8,8,10,1,3,6,7,7,6,10,12,5,7,8,5,5,5,5,6,6,7,7,8,9,2,3,9,8,9,9,9,9,11,1,2,3,4,5,2,2,7,7,9,8
060770022012,3,3,3,5,6,6,6,7,2,2,4,3,3,3,3,5,11,12,13,1,2,3,4,5,5,7,9,3,4,5,5,7,3,3,3,3,3,5,7,7,5,7,8,4,5,6,5,5,6,4,5,7,3,3,3,6,6,6,3,4,4,6,7,3,3,6,3,3,4,5,5,4,6,6,4,5,6,5,6,7,2,4,4,5,5,6,7,8,3,3,4,4,6,5,8,11,3,5,7,3,3,3,3,3,3,3,4,4,5,0,2,3,7,7,8,7,8,9,2,3,3,3,3,3,3,5,5,7,6
060770022021,2,5,5,5,7,8,8,9,3,4,4,5,5,5,6,7,13,14,14,2,2,5,4,6,7,9,9,5,7,7,8,10,2,5,8,8,9,7,8,8,6,7,9,5,5,8,5,8,10,6,6,9,4,5,5,7,7,8,5,6,7,7,8,4,8,8,4,5,6,7,9,5,6,8,5,7,8,4,7,7,4,4,9,7,7,8,9,12,5,6,6,7,8,7,10,12,3,5,9,2,2,2,3,5,5,5,6,6,7,4,4,5,6,8,9,9,9,10,4,4,4,5,5,4,5,5,6,9,8
060770022022,3,6,8,4,8,8,10,11,3,3,3,4,6,6,7,7,12,14,15,4,4,8,4,7,7,11,12,3,4,7,9,9,1,5,9,9,10,8,9,9,5,8,10,8,9,9,7,7,10,7,7,8,6,6,9,9,9,10,6,7,7,9,9,4,5,9,6,7,8,8,9,4,7,9,4,8,10,3,7,8,5,6,10,8,8,9,10,10,5,7,7,8,9,8,10,12,4,4,4,1,4,6,6,6,6,6,6,7,8,2,8,8,10,10,10,9,10,11,4,4,4,5,5,3,4,4,6,10,9
060770022023,4,5,5,7,8,8,8,9,4,4,5,2,5,5,5,6,13,14,14,5,5,7,6,7,7,9,10,2,5,7,7,8,5,5,8,8,9,7,8,8,7,7,9,6,7,8,8,8,8,6,6,7,5,5,8,8,8,9,5,6,6,8,8,2,5,8,2,5,6,7,8,6,7,8,6,7,9,5,8,9,4,6,9,7,7,8,9,9,3,3,3,6,8,7,10,12,5,7,7,4,5,5,6,6,7,7,8,8,9,4,8,9,7,9,10,9,9,11,2,3,4,5,6,2,2,7,7,9,8
060770023001,5,5,6,2,5,5,7,8,3,4,7,2,2,2,4,5,9,10,12,4,5,5,3,5,6,8,8,2,4,4,5,6,2,2,2,3,5,4,4,4,6,7,8,2,2,4,2,5,5,2,3,4,2,2,4,5,5,7,2,2,3,4,4,4,4,5,2,4,5,5,6,2,7,7,2,4,4,7,8,8,3,4,4,2,3,5,6,9,3,3,6,6,6,6,9,12,4,4,4,2,2,2,2,2,4,4,5,6,6,3,4,6,7,8,8,6,6,8,2,2,2,5,6,4,5,5,6,6,5
060770023002,2,6,10,4,5,9,10,10,5,7,9,4,4,4,4,8,8,9,12,6,7,8,4,6,6,8,11,1,4,5,7,8,3,3,4,6,8,3,3,7,8,9,10,1,2,3,3,8,8,3,4,9,4,5,6,4,5,8,2,3,3,4,4,3,6,7,4,5,6,8,9,4,8,8,3,3,4,9,9,10,3,6,8,4,5,8,8,10,3,5,7,8,8,8,9,12,2,5,6,1,2,3,3,4,4,4,4,4,4,5,7,10,7,9,10,7,11,12,6,6,6,7,7,3,7,7,8,8,6
060770023003,4,4,8,2,3,3,7,8,4,5,7,2,3,3,3,6,8,8,10,6,7,7,3,4,6,6,7,3,3,4,6,7,2,2,2,7,8,2,2,2,7,7,8,3,3,6,2,3,3,2,2,3,2,3,5,2,3,7,2,2,2,2,3,4,6,6,3,5,6,6,9,3,7,9,1,2,2,6,7,8,2,3,4,1,2,3,10,10,3,6,7,7,8,6,9,10,2,3,5,1,1,2,2,2,2,2,3,4,4,2,3,8,7,8,8,5,5,8,2,2,5,5,7,2,6,6,7,7,3
060770024011,2,7,8,3,4,4,7,10,6,7,10,2,3,3,6,8,6,7,10,9,9,9,2,6,7,10,10,2,5,6,8,9,3,7,9,9,10,3,3,4,9,9,10,2,2,8,3,3,4,3,5,5,3,4,7,2,3,8,2,2,4,5,6,7,7,7,3,4,5,9,9,5,6,7,3,4,10,7,8,9,3,3,9,3,4,7,8,10,6,6,7,7,8,8,9,10,2,6,7,3,3,3,3,3,4,5,6,8,8,9,10,11,8,9,11,6,9,11,4,5,7,7,8,3,8,8,9,12,6
060770024012,3,7,11,5,5,5,8,9,7,9,9,4,4,4,7,7,6,7,9,4,7,8,6,6,6,6,9,3,5,7,9,10,4,6,6,10,10,3,3,4,7,7,12,3,4,6,4,4,5,3,6,6,3,4,6,3,4,7,3,5,5,6,7,8,9,9,3,4,4,4,6,6,7,7,4,5,7,8,8,11,2,4,8,5,5,6,8,10,5,5,7,7,10,7,8,10,2,8,11,4,4,4,4,5,5,6,7,9,10,3,6,11,7,9,12,7,9,11,6,6,6,6,8,3,6,9,9,10,7
060770024013,4,4,8,5,6,6,9,11,7,8,9,5,6,6,7,7,6,7,10,7,8,10,2,6,6,10,10,3,6,6,9,10,4,6,6,6,10,4,5,6,7,7,10,3,4,7,5,6,10,4,6,7,5,5,6,4,4,7,5,6,6,7,8,4,6,7,3,4,5,5,5,6,7,10,3,4,6,8,8,8,6,8,8,6,6,8,9,10,3,7,10,10,11,7,8,10,3,4,8,5,5,5,5,5,5,5,5,6,9,4,12,12,7,9,9,6,9,11,6,6,6,7,9,4,6,9,9,10,8
060770024021,3,8,11,6,7,7,8,8,8,10,11,6,6,6,7,8,7,7,10,7,10,10,6,7,7,8,9,3,6,7,8,11,4,5,6,6,10,5,6,6,7,7,11,5,5,7,5,6,10,5,7,7,3,6,6,5,6,7,4,5,7,7,8,5,6,11,3,6,6,6,9,7,8,10,5,6,12,8,8,12,6,6,6,4,9,9,9,10,4,7,7,10,11,7,8,10,4,6,9,3,3,6,6,6,6,6,6,7,10,6,13,13,7,7,8,6,9,11,9,9,10,10,11,5,6,11,11,11,8
060770024022,9,10,10,4,4,9,10,10,6,8,8,3,5,5,6,7,7,8,12,7,8,8,5,6,7,9,11,4,5,6,8,8,6,6,6,8,9,3,3,8,9,9,11,3,3,8,5,8,9,3,5,9,1,4,8,3,5,8,4,4,5,6,8,3,7,7,1,4,5,6,6,5,7,8,3,3,11,10,10,10,5,6,10,8,8,8,10,11,2,8,8,9,9,9,9,11,2,5,7,1,1,2,3,4,4,4,6,6,8,4,10,11,7,9,10,7,10,13,5,5,6,7,8,3,8,8,8,9,7
060770025031,8,9,11,7,7,8,8,11,9,10,11,7,7,8,9,10,4,8,11,9,12,13,7,7,11,12,12,6,6,7,10,12,5,6,7,7,12,7,8,8,9,9,12,6,8,8,8,8,12,6,8,9,6,7,8,5,7,10,6,6,7,8,9,7,7,8,4,6,6,7,7,9,12,13,6,7,14,8,10,10,6,7,9,4,6,10,10,11,8,9,9,9,14,8,9,12,6,11,13,6,7,7,7,7,7,7,8,9,12,7,9,15,9,9,10,9,9,10,8,8,8,9,13,6,10,12,12,13,9
060770025032,5,6,9,7,7,8,8,10,9,10,11,7,7,8,9,10,5,8,11,12,13,13,7,7,12,12,12,6,6,8,8,12,6,7,7,10,12,7,8,8,9,9,12,6,6,8,8,8,12,6,8,9,6,7,12,5,7,10,6,6,7,8,9,7,7,8,6,6,6,7,10,6,8,13,6,7,14,8,10,10,6,7,9,6,10,10,11,13,4,6,8,9,9,8,9,12,6,11,13,6,7,7,7,7,7,7,8,9,12,7,7,15,9,10,10,9,9,10,8,8,9,9,13,6,10,12,12,13,9
060770025041,5,6,8,7,7,8,11,12,11,12,14,7,8,9,9,10,4,8,11,8,13,13,5,7,12,12,13,6,7,8,12,13,6,6,8,10,12,7,8,8,9,9,12,7,7,8,8,8,9,8,9,9,6,7,10,6,7,10,6,7,7,9,9,7,8,9,6,7,8,9,14,10,14,14,8,9,15,8,10,11,7,9,10,5,8,11,11,11,7,8,9,9,10,9,9,12,6,7,11,6,7,7,7,7,8,8,9,10,12,7,9,13,9,11,13,9,9,10,9,9,9,9,13,7,12,12,12,13,9
060770025042,7,9,10,8,9,11,13,15,11,11,13,8,10,10,10,13,3,9,12,9,10,14,8,8,14,14,16,7,9,9,9,11,7,8,8,13,13,8,9,9,10,10,13,8,8,9,9,9,10,9,10,10,9,11,13,6,8,11,7,8,8,9,10,8,10,11,7,8,8,10,15,9,10,10,8,11,16,9,11,12,11,11,11,6,9,11,12,16,8,9,10,11,13,10,12,13,7,9,12,7,7,8,8,8,8,8,9,10,11,8,9,10,10,12,13,9,9,11,9,10,10,10,11,8,9,12,13,13,10
060770028001,4,9,11,5,10,10,12,12,5,6,11,8,8,9,10,10,14,14,17,7,7,10,5,11,12,12,12,5,10,10,10,12,5,5,8,12,13,11,11,11,5,10,12,8,9,11,5,8,12,9,10,11,9,10,12,11,11,11,8,9,10,10,11,7,8,10,6,9,9,10,12,4,10,14,3,12,14,9,10,10,7,8,10,10,12,12,13,13,4,9,10,10,12,10,11,12,4,4,5,5,8,8,9,9,10,10,10,10,10,3,3,11,12,12,12,11,13,14,5,6,7,8,8,6,6,8,10,10,12
060770028002,3,5,5,7,8,8,10,11,3,3,10,3,7,7,7,8,11,12,16,6,6,6,7,7,9,11,12,4,7,8,8,9,6,7,7,8,8,7,8,9,8,8,11,5,6,6,8,9,11,6,7,9,7,7,9,7,9,10,6,6,8,8,9,6,7,7,4,7,7,8,9,11,11,12,7,9,11,9,10,10,6,8,10,8,11,11,12,12,4,7,7,8,11,8,11,14,6,7,11,5,5,6,6,6,6,7,8,8,8,4,7,8,8,11,11,10,12,13,3,4,4,6,7,3,3,6,8,8,9
060770031061,13,13,16,11,14,15,15,16,16,16,19,15,15,15,16,17,15,15,16,14,15,15,15,15,15,15,19,14,15,17,18,18,15,16,16,18,19,15,15,15,14,14,17,13,13,13,15,17,18,13,17,17,10,14,14,14,15,18,15,16,17,18,18,17,17,18,12,13,13,13,15,17,17,17,15,16,20,13,14,15,12,15,17,10,14,15,15,15,14,15,15,19,20,12,16,17,15,15,15,11,12,12,12,12,13,13,14,14,15,13,13,15,13,17,17,14,15,17,13,13,14,15,17,14,14,15,17,17,14
060770031062,10,10,13,9,12,12,13,14,12,13,13,12,12,13,14,15,12,13,14,12,12,12,12,12,13,13,17,11,11,12,14,15,13,13,13,15,17,12,12,12,11,11,14,10,10,11,12,13,16,12,15,15,12,12,17,12,15,15,10,11,12,13,14,6,12,15,10,10,10,10,12,14,14,15,13,13,17,10,11,12,12,13,15,12,12,12,12,17,8,10,12,14,16,9,13,14,12,12,12,9,9,10,10,10,11,11,12,12,12,11,12,12,10,14,14,11,11,12,11,11,12,12,14,11,12,13,14,14,11
060770031063,12,13,15,11,12,15,15,15,15,15,18,14,14,14,15,16,13,14,16,14,14,15,13,13,14,15,15,13,13,14,15,16,10,14,14,17,18,15,15,15,13,13,16,12,12,13,16,17,18,12,16,16,10,14,14,9,13,16,16,16,16,17,18,15,16,17,12,12,13,14,14,16,16,16,15,15,19,11,13,15,15,15,16,10,13,13,14,14,10,13,15,16,18,11,15,16,14,14,14,12,12,12,12,13,13,14,14,14,16,12,13,14,13,16,17,13,13,15,13,13,13,14,16,12,13,15,16,16,13
060770031081,12,12,15,10,13,14,15,15,13,15,15,14,14,15,16,16,14,14,15,14,14,14,14,14,14,14,18,14,15,17,17,17,14,15,15,16,18,14,14,14,13,13,16,12,12,13,11,11,18,12,16,16,9,14,17,14,17,17,11,13,14,15,16,8,14,16,12,12,12,12,14,16,16,16,14,15,19,12,13,14,14,14,16,14,14,14,14,14,10,14,15,18,19,11,15,16,14,14,14,11,11,12,12,12,13,13,13,13,14,12,14,14,12,16,16,13,13,14,12,13,13,13,16,13,13,14,16,16,13
060770031082,12,12,14,12,14,14,15,16,13,14,14,13,13,13,15,16,13,14,15,13,13,14,13,13,14,14,19,12,13,14,15,17,14,14,14,15,18,14,14,14,12,12,15,11,11,12,12,14,17,12,16,16,13,14,17,13,16,16,11,13,14,15,16,7,15,16,11,12,12,13,14,15,16,16,14,14,18,12,12,14,14,16,16,12,13,13,14,18,9,14,15,18,18,11,15,16,13,13,13,10,11,11,11,11,12,13,13,13,14,12,13,13,12,15,16,12,13,14,12,13,13,13,15,12,12,14,15,15,13
060770031083,11,11,14,12,14,14,15,16,13,14,14,13,13,13,15,16,13,14,15,13,13,13,13,13,14,18,18,9,12,13,13,14,14,14,14,15,18,13,13,13,12,12,15,11,11,12,14,17,17,12,16,16,13,13,17,13,16,16,11,12,14,15,15,7,15,16,11,11,11,11,13,15,15,15,14,14,18,12,12,13,13,15,16,12,13,13,14,18,9,13,15,17,18,10,14,15,13,13,13,10,10,11,11,11,11,12,13,13,13,12,13,13,11,15,15,12,12,13,12,12,13,13,15,12,12,13,15,15,12
060770031091,11,13,14,10,13,14,14,16,12,14,14,13,13,13,15,16,12,13,14,13,13,15,13,14,14,18,18,9,12,13,13,16,14,14,14,15,17,13,13,13,12,12,15,11,11,12,12,17,17,12,16,16,8,13,17,15,16,17,11,14,15,15,16,7,9,16,11,11,11,11,13,15,15,15,13,14,18,12,12,13,10,16,16,13,13,14,16,18,9,12,13,15,18,10,14,15,13,13,13,11,11,11,11,11,12,13,13,13,15,12,13,13,11,15,15,12,12,13,11,12,13,13,13,12,12,12,13,15,12
060770031092,13,15,15,10,10,11,14,15,11,15,15,14,14,14,15,16,10,12,12,12,13,16,12,14,14,15,18,10,13,14,14,17,10,12,13,13,18,14,14,14,13,13,16,12,12,13,13,14,17,10,13,13,9,12,15,13,14,16,14,15,15,15,17,8,10,16,12,12,12,12,13,14,14,14,12,14,19,10,11,14,14,14,16,9,13,14,14,18,10,12,14,17,18,10,15,16,14,14,14,10,11,11,11,11,12,13,13,13,13,11,12,14,12,16,16,13,13,14,12,13,13,13,16,10,11,13,14,16,13
060770031093,16,16,17,8,9,11,12,16,9,11,16,15,15,15,17,18,8,10,11,13,15,17,10,15,15,16,19,11,11,12,15,15,10,10,11,11,19,13,13,13,14,14,17,13,13,14,11,12,15,8,11,11,10,10,13,11,12,16,11,12,13,16,17,9,12,19,13,13,13,13,15,12,12,12,10,15,20,8,9,15,12,15,16,10,11,12,15,19,10,10,15,15,19,8,16,18,12,12,12,11,12,12,12,13,13,14,14,15,17,12,14,15,13,17,17,14,14,15,13,14,15,15,17,9,9,11,15,16,14
060770031094,12,14,15,10,11,14,14,15,12,15,15,14,14,14,15,16,13,13,15,14,14,14,13,13,14,14,19,10,13,13,14,17,13,13,13,14,19,14,14,14,13,13,16,12,12,13,15,15,18,11,14,14,13,13,16,12,14,15,11,13,15,15,16,8,16,16,11,12,12,12,14,15,15,15,14,14,19,11,12,14,11,14,17,12,12,14,14,18,10,13,14,15,18,11,15,16,14,14,14,11,11,11,12,12,13,13,13,14,14,12,14,14,12,16,16,13,13,14,12,13,13,13,16,11,12,14,15,15,13
060770031102,13,17,17,6,9,9,13,14,7,13,16,14,15,16,16,16,8,8,8,16,19,19,8,8,16,17,21,9,11,13,17,18,8,9,9,9,11,11,11,11,15,16,18,14,14,15,10,11,13,6,9,9,8,11,12,10,10,14,9,11,11,16,18,10,11,17,15,15,16,16,16,10,10,10,8,17,22,6,7,17,10,13,17,7,10,16,17,21,9,13,13,17,20,8,16,17,10,10,10,13,13,13,14,14,14,14,15,16,16,13,14,15,14,17,18,14,16,17,15,15,16,16,18,6,7,10,14,17,15
060770031103,13,16,17,6,9,9,13,14,7,13,16,14,15,16,17,17,8,8,8,16,18,18,8,16,17,18,21,9,11,13,18,20,8,8,9,9,11,11,11,11,15,15,18,14,14,15,10,11,13,6,9,9,8,11,12,9,9,10,9,11,11,15,18,9,10,16,14,15,16,16,16,10,10,10,8,17,22,6,7,16,10,13,18,7,9,16,17,21,9,13,13,16,18,8,16,17,10,10,10,12,13,13,14,14,14,14,15,16,16,13,14,15,13,16,17,14,15,17,15,15,16,16,18,6,6,10,14,17,15
060770031111,12,14,15,8,9,11,15,16,9,15,15,14,14,14,16,17,9,10,11,13,14,14,11,15,16,19,20,11,11,14,15,17,10,10,11,12,18,14,14,14,13,13,16,12,12,13,12,15,18,9,11,11,10,12,14,10,12,12,12,13,16,16,18,8,10,19,12,13,13,13,15,12,12,12,10,11,19,8,10,15,11,15,17,10,13,14,15,19,10,10,15,15,18,8,15,16,12,12,12,11,12,12,12,12,13,13,14,14,14,13,13,14,13,16,17,13,13,15,13,13,14,14,14,9,9,11,15,16,14
060770031112,13,15,16,5,7,9,14,15,7,16,16,14,14,14,15,17,6,7,8,13,14,16,14,15,15,19,19,8,9,9,14,14,8,8,8,9,18,11,11,11,13,14,16,12,12,13,9,12,18,6,9,9,9,10,11,7,9,9,9,10,15,16,16,7,8,16,12,12,12,13,14,10,10,10,7,15,19,5,7,14,8,13,14,7,10,15,16,19,7,7,13,14,18,6,15,16,10,10,10,10,11,12,12,12,12,12,13,14,14,12,12,13,12,16,17,13,13,14,13,13,14,14,16,6,6,9,14,15,15
