spatial_id,transit.atm.1,transit.atm.2,transit.atm.3,transit.bakery.1,transit.bakery.2,transit.bakery.3,transit.bakery.4,transit.bakery.5,transit.bank.1,transit.bank.2,transit.bank.3,transit.beauty_salon.1,transit.beauty_salon.2,transit.beauty_salon.3,transit.beauty_salon.4,transit.beauty_salon.5,transit.book_store.1,transit.book_store.2,transit.book_store.3,transit.bus_station.1,transit.bus_station.2,transit.bus_station.3,transit.cafe.1,transit.cafe.2,transit.cafe.3,transit.cafe.4,transit.cafe.5,transit.clothing_store.1,transit.clothing_store.2,transit.clothing_store.3,transit.clothing_store.4,transit.clothing_store.5,transit.convenience_store.1,transit.convenience_store.2,transit.convenience_store.3,transit.convenience_store.4,transit.convenience_store.5,transit.dentist.1,transit.dentist.2,transit.dentist.3,transit.department_store.1,transit.department_store.2,transit.department_store.3,transit.department_store.4,transit.department_store.5,transit.doctor.1,transit.doctor.2,transit.doctor.3,transit.electronics_store.1,transit.electronics_store.2,transit.electronics_store.3,transit.florist.1,transit.florist.2,transit.florist.3,transit.furniture_store.1,transit.furniture_store.2,transit.furniture_store.3,transit.gym.1,transit.gym.2,transit.gym.3,transit.hair_care.1,transit.hair_care.2,transit.hair_care.3,transit.hair_care.4,transit.hair_care.5,transit.hardware_store.1,transit.hardware_store.2,transit.hardware_store.3,transit.home_goods_store.1,transit.home_goods_store.2,transit.home_goods_store.3,transit.home_goods_store.4,transit.home_goods_store.5,transit.hospital.1,transit.hospital.2,transit.hospital.3,transit.laundry.1,transit.laundry.2,transit.laundry.3,transit.library.1,transit.library.2,transit.library.3,transit.liquor_store.1,transit.liquor_store.2,transit.liquor_store.3,transit.meal_takeaway.1,transit.meal_takeaway.2,transit.meal_takeaway.3,transit.meal_takeaway.4,transit.meal_takeaway.5,transit.park.1,transit.park.2,transit.park.3,transit.park.4,transit.park.5,transit.pet_store.1,transit.pet_store.2,transit.pet_store.3,transit.pharmacy.1,transit.pharmacy.2,transit.pharmacy.3,transit.restaurant.1,transit.restaurant.2,transit.restaurant.3,transit.restaurant.4,transit.restaurant.5,transit.restaurant.6,transit.restaurant.7,transit.restaurant.8,transit.restaurant.9,transit.restaurant.10,transit.school.1,transit.school.2,transit.school.3,transit.shoe_store.1,transit.shoe_store.2,transit.shoe_store.3,transit.shopping_mall.1,transit.shopping_mall.2,transit.shopping_mall.3,transit.store.1,transit.store.2,transit.store.3,transit.store.4,transit.store.5,transit.supermarket.1,transit.supermarket.2,transit.supermarket.3,transit.supermarket.4,transit.supermarket.5,transit.train_station.1
060770011011,26,41,42,11,37,42,42,79,19,20,23,34,35,37,43,43,47,56,NA,34,43,46,9,14,16,17,37,21,22,26,29,35,36,37,50,61,76,37,44,54,31,34,36,76,78,38,51,51,24,26,32,38,73,NA,58,NA,NA,61,108,NA,22,25,30,54,59,NA,NA,NA,23,28,30,NA,NA,NA,NA,NA,33,57,NA,NA,NA,NA,29,59,NA,56,62,68,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,32,32,32,33,35,36,37,37,47,48,34,40,100,14,34,34,63,85,92,42,42,42,44,44,25,39,44,61,85,44
060770011012,37,38,39,25,34,34,57,67,28,30,37,52,56,60,60,67,34,80,92,53,53,67,11,28,28,30,46,42,43,45,46,50,24,88,90,90,93,NA,NA,NA,107,NA,NA,NA,NA,64,64,NA,41,89,NA,31,98,NA,NA,NA,NA,NA,NA,NA,34,35,36,38,66,26,98,NA,48,67,67,67,69,99,NA,NA,NA,NA,NA,34,39,NA,38,NA,NA,NA,NA,NA,NA,NA,60,91,115,117,120,30,35,114,105,105,105,61,61,61,62,62,62,63,74,75,76,129,NA,NA,51,53,NA,41,57,76,52,52,52,52,54,39,91,NA,NA,NA,NA
060770011013,28,30,58,15,34,56,62,114,23,24,43,38,52,53,58,60,55,55,NA,41,52,52,21,31,39,81,90,40,43,43,44,58,20,51,52,74,91,42,42,49,38,41,81,82,83,55,55,NA,28,43,NA,26,NA,NA,63,63,NA,25,NA,NA,29,37,61,NA,NA,NA,NA,NA,28,32,36,38,39,67,NA,NA,34,NA,NA,31,33,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,55,56,57,58,58,70,70,71,72,73,48,81,112,16,38,38,38,77,NA,43,43,44,46,49,36,57,NA,NA,NA,NA
060770011021,42,42,42,33,41,44,53,99,23,36,42,42,46,48,50,51,27,48,NA,35,42,44,17,20,22,40,50,22,34,36,44,NA,22,24,48,73,73,47,48,68,32,39,76,79,81,25,61,78,53,53,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,55,NA,NA,NA,NA,NA,NA,11,33,80,NA,NA,NA,NA,NA,107,NA,NA,28,29,30,33,34,35,38,38,39,50,43,76,94,22,35,36,31,34,87,50,51,51,51,51,33,NA,NA,NA,NA,NA
060770011022,40,43,55,26,32,41,45,53,15,16,21,43,44,46,49,67,25,26,49,43,NA,NA,15,21,22,27,28,31,37,38,44,65,18,42,95,95,NA,19,60,60,34,37,40,81,82,29,50,64,13,49,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,21,24,48,11,NA,NA,NA,NA,17,82,NA,NA,NA,NA,NA,NA,31,NA,NA,37,39,39,40,47,48,62,66,67,108,47,49,87,34,36,40,47,50,61,51,51,51,61,67,25,56,NA,NA,NA,NA
060770011023,40,48,58,13,35,41,45,58,21,22,33,31,51,59,61,61,42,71,78,55,65,NA,36,76,80,84,86,31,61,64,82,NA,11,24,56,56,74,29,32,33,34,40,78,80,82,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,39,NA,NA,NA,63,73,NA,NA,NA,NA,NA,NA,61,NA,NA,10,NA,NA,23,26,NA,14,85,NA,6,NA,NA,NA,NA,31,41,51,68,82,26,57,72,54,55,NA,47,50,50,52,52,59,64,72,75,80,47,48,51,24,36,38,82,93,NA,41,41,41,NA,NA,42,NA,NA,NA,NA,NA
060770011024,53,55,55,31,35,53,55,110,14,20,40,51,52,53,54,57,29,56,NA,43,51,54,18,25,30,46,81,28,35,35,58,74,21,23,23,23,72,46,52,72,31,37,78,79,79,55,60,84,24,NA,NA,86,NA,NA,26,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,34,35,42,20,NA,NA,68,NA,NA,80,NA,NA,NA,NA,32,46,NA,NA,NA,23,54,70,43,53,96,36,37,41,43,49,49,52,54,54,65,47,84,93,13,34,35,30,34,86,81,82,82,82,84,40,NA,NA,NA,NA,NA
060770011025,44,60,61,14,50,59,62,71,20,23,NA,44,65,65,65,65,22,72,76,74,77,81,21,37,52,85,NA,35,38,52,63,77,25,26,26,27,63,50,52,56,35,41,81,82,83,40,NA,NA,81,96,NA,NA,NA,NA,31,33,64,62,84,NA,41,NA,NA,NA,NA,70,76,NA,NA,NA,NA,NA,NA,62,NA,NA,34,42,70,21,38,55,59,66,67,31,39,58,92,96,25,53,54,56,NA,22,58,87,56,99,NA,32,33,53,54,54,57,58,59,65,65,48,50,98,16,38,38,67,76,NA,75,75,75,75,75,73,79,83,NA,NA,43
060770012001,31,43,48,13,44,46,49,66,17,25,41,25,28,28,39,43,7,18,50,38,40,41,14,15,17,20,48,20,21,23,39,45,29,30,39,52,NA,27,30,30,20,25,25,47,55,25,28,49,24,43,46,41,48,60,19,44,46,24,24,30,27,27,27,30,44,38,54,75,26,28,31,43,51,22,37,65,47,50,52,11,13,50,20,26,30,20,30,35,40,48,20,41,43,48,NA,28,28,46,27,37,NA,23,24,24,29,30,30,31,31,33,36,41,42,72,13,35,35,35,55,61,28,28,29,29,31,23,27,59,65,72,33
060770012002,24,38,43,21,22,44,51,59,24,31,33,28,28,28,29,40,10,15,35,22,35,37,16,24,24,32,34,17,20,23,34,37,13,25,34,NA,NA,25,26,26,21,22,22,38,45,23,24,46,21,48,66,35,37,58,22,24,38,37,47,52,21,21,24,28,42,44,46,72,23,25,26,27,31,29,35,58,22,36,44,9,9,48,25,26,35,18,25,28,34,35,20,23,26,31,47,26,26,44,25,34,35,21,22,26,28,28,34,34,58,60,60,37,50,62,19,22,22,19,54,57,25,25,26,26,26,6,29,52,57,64,31
060770012003,23,26,38,26,33,34,46,51,28,33,44,28,28,31,31,34,5,22,37,30,38,40,6,25,34,35,38,5,24,26,41,43,20,39,52,62,66,14,14,14,24,29,29,40,47,20,20,45,24,66,NA,26,32,35,25,33,36,30,43,56,9,17,25,31,37,35,39,NA,20,23,23,33,37,23,38,41,21,39,49,14,50,60,48,54,NA,8,29,30,43,45,19,30,33,46,NA,17,28,46,11,46,46,27,28,30,35,37,39,47,48,64,78,31,40,41,25,35,43,26,39,39,33,33,39,40,46,32,41,43,50,65,24
060770012004,35,36,49,31,32,32,53,55,23,27,37,28,34,34,39,40,13,20,46,43,44,47,22,30,35,39,73,32,34,36,39,41,30,33,61,74,74,22,22,23,25,31,55,NA,NA,26,26,34,25,48,74,19,58,NA,35,49,51,36,38,53,13,33,34,37,50,44,50,59,36,52,NA,NA,NA,51,53,NA,24,30,33,22,68,NA,30,54,54,16,28,32,33,37,2,44,51,54,NA,8,37,NA,20,36,48,37,37,39,44,48,49,53,54,54,64,38,49,50,22,33,44,44,47,72,42,43,48,50,54,13,21,39,52,59,33
060770013001,25,36,49,26,26,36,63,68,25,36,55,28,39,40,46,49,16,52,63,40,41,54,15,19,59,82,NA,19,24,26,29,39,27,65,78,NA,NA,16,42,46,30,41,41,46,NA,35,54,NA,38,40,55,13,26,38,28,28,50,16,40,42,41,43,45,49,55,NA,NA,NA,36,NA,NA,NA,NA,52,53,53,40,44,44,19,59,NA,46,48,54,41,41,43,44,62,36,50,51,59,NA,29,38,NA,9,NA,NA,34,35,47,52,54,57,73,74,75,NA,40,51,NA,34,36,NA,38,38,NA,34,34,34,NA,NA,28,44,54,54,64,NA
060770013002,29,32,36,30,34,49,52,56,28,51,60,30,37,40,40,41,8,56,64,40,42,44,11,11,15,56,NA,18,20,21,26,32,13,33,65,66,66,8,29,29,21,35,NA,NA,NA,26,48,50,29,32,52,27,38,66,39,49,49,31,49,NA,31,31,34,44,45,36,72,NA,39,NA,NA,NA,NA,7,43,44,45,59,NA,10,60,NA,31,50,53,12,24,39,51,54,22,24,47,NA,NA,35,35,42,27,NA,NA,31,34,36,36,37,38,39,45,68,76,31,33,46,30,38,42,41,44,61,35,35,NA,NA,NA,32,32,37,41,55,NA
060770013003,27,35,NA,10,27,29,30,41,32,48,50,31,31,31,31,43,50,68,76,27,35,36,15,25,32,32,64,17,20,20,26,34,13,21,22,28,34,25,25,26,21,25,33,41,46,27,27,52,24,29,55,28,32,64,25,27,29,32,50,55,24,24,24,28,44,19,35,54,30,32,34,34,54,38,61,NA,28,29,52,13,50,69,16,30,47,17,29,34,37,55,7,13,24,30,57,25,29,47,28,34,34,25,25,27,29,29,30,30,31,63,63,43,47,68,22,24,25,26,57,60,29,29,29,42,43,5,39,57,66,73,34
060770013004,25,33,37,42,44,46,47,48,16,25,35,19,23,28,33,44,2,21,35,27,36,51,5,20,23,28,62,12,18,20,25,48,24,36,60,67,67,7,7,7,17,22,28,35,49,18,18,24,23,24,25,23,32,47,27,31,34,4,21,37,12,22,35,42,46,37,43,46,18,20,20,28,35,18,26,35,18,38,NA,12,47,57,52,52,NA,26,28,38,43,49,29,39,43,44,NA,26,26,34,6,44,44,20,22,24,26,35,45,46,47,67,68,25,38,40,19,32,40,23,24,59,30,31,37,37,44,29,30,35,38,44,22
060770014001,18,19,60,18,19,46,51,55,51,72,74,34,42,52,53,53,24,26,67,30,34,34,25,31,36,52,60,31,32,36,NA,NA,58,62,63,NA,NA,28,35,45,29,48,49,NA,NA,61,NA,NA,26,44,NA,70,74,NA,34,67,NA,25,37,93,21,21,22,50,54,NA,NA,NA,57,58,62,NA,NA,53,53,63,59,60,NA,NA,NA,NA,NA,NA,NA,31,58,NA,NA,NA,21,21,57,NA,NA,38,39,58,38,39,45,32,34,35,35,39,39,49,NA,NA,NA,29,47,89,37,60,76,34,59,NA,39,39,39,39,41,45,60,72,76,82,NA
060770014002,20,37,41,25,52,58,75,NA,46,52,56,34,35,36,36,36,23,49,84,43,48,49,24,29,51,61,73,25,33,41,42,42,38,39,45,46,47,35,35,35,36,47,47,52,NA,31,31,34,42,55,60,20,20,72,20,49,58,21,48,60,27,28,28,41,50,NA,NA,NA,50,52,62,NA,NA,41,53,63,41,42,NA,NA,NA,NA,32,NA,NA,22,33,40,NA,NA,6,29,52,54,NA,33,37,57,34,35,43,33,34,34,35,38,39,42,42,42,46,51,64,NA,33,33,66,34,75,NA,37,37,38,38,40,22,41,46,65,81,NA
060770014003,21,27,44,21,28,47,48,57,51,54,59,25,25,27,27,29,18,19,50,37,41,42,21,23,42,44,65,19,21,22,22,36,22,24,25,28,54,34,35,35,21,23,26,42,NA,30,30,50,36,49,52,62,65,NA,35,41,51,26,44,46,25,28,29,34,42,47,53,NA,30,35,51,56,NA,38,42,NA,35,53,NA,15,20,51,27,36,NA,15,26,27,32,NA,15,44,47,51,NA,27,30,48,31,36,36,25,25,26,27,28,30,30,40,41,NA,38,68,NA,24,27,65,22,26,63,30,30,30,30,32,27,46,57,74,NA,NA
060770014004,16,35,43,29,33,39,51,53,30,41,47,21,21,21,23,25,14,19,49,30,35,38,14,17,40,61,NA,17,17,18,19,34,12,32,34,45,49,22,22,35,17,21,37,NA,NA,46,46,48,53,54,58,44,57,NA,46,NA,NA,22,28,29,24,24,24,29,40,41,43,46,25,33,38,44,52,26,34,45,47,47,48,11,15,47,24,31,43,18,20,30,32,NA,44,52,55,78,NA,25,25,44,31,34,34,19,20,21,21,21,22,22,23,36,37,39,41,46,20,20,60,21,56,59,25,25,26,26,28,35,46,53,63,NA,30
060770015001,34,50,70,35,51,70,71,78,32,59,77,17,18,20,48,49,43,62,72,49,49,50,22,25,44,49,NA,35,51,NA,NA,NA,26,42,45,48,63,35,57,57,35,44,48,53,71,32,50,52,68,NA,NA,47,53,97,37,48,72,40,72,80,49,52,52,67,68,37,70,79,67,69,70,73,114,31,NA,NA,64,78,NA,60,64,NA,67,85,NA,45,NA,NA,NA,NA,31,57,NA,NA,NA,19,28,43,62,NA,NA,27,36,36,36,39,46,52,65,68,68,NA,NA,NA,46,46,47,20,54,66,55,58,58,NA,NA,44,48,61,NA,NA,26
060770015002,27,31,52,48,50,52,60,NA,47,NA,NA,16,19,34,54,NA,32,42,69,42,48,58,22,41,47,54,69,13,47,52,52,68,17,40,42,81,82,48,48,56,18,55,58,NA,NA,52,64,NA,53,NA,NA,33,51,64,50,51,NA,38,52,NA,34,47,52,57,NA,36,54,NA,21,21,26,30,35,43,NA,NA,45,51,NA,46,56,85,22,40,47,20,48,57,64,83,41,56,64,72,NA,13,18,29,42,62,105,32,34,34,37,70,70,71,77,NA,NA,43,72,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
060770015003,11,23,43,13,41,43,45,NA,31,34,45,10,13,28,32,NA,29,31,NA,28,38,49,19,39,39,41,49,9,34,47,48,49,29,37,37,41,43,33,33,33,12,16,45,NA,NA,22,22,43,47,47,NA,43,45,53,9,32,44,27,44,NA,13,28,30,30,NA,72,NA,NA,15,16,21,21,28,27,68,NA,38,53,NA,17,51,79,33,52,78,12,32,33,46,51,31,44,44,63,66,12,19,23,34,74,77,24,31,44,55,63,63,NA,NA,NA,NA,15,17,31,10,12,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
060770015004,27,34,40,25,26,34,62,NA,22,63,81,50,50,50,52,59,28,96,NA,46,52,55,33,35,35,43,NA,24,50,NA,NA,NA,48,49,53,NA,NA,22,22,NA,21,23,35,35,39,19,44,52,23,62,NA,8,8,62,15,19,25,49,51,NA,32,32,32,34,57,NA,NA,NA,NA,NA,NA,NA,NA,47,59,60,86,NA,NA,23,64,NA,53,54,66,31,48,66,NA,NA,27,29,55,NA,NA,25,NA,NA,NA,NA,NA,34,37,38,38,40,40,40,43,65,65,NA,NA,NA,NA,NA,NA,20,36,NA,NA,NA,NA,NA,NA,30,35,68,NA,NA,NA
060770016001,14,34,42,20,31,37,45,NA,16,32,44,11,13,21,22,23,31,32,54,29,39,49,25,41,43,49,51,19,32,34,53,60,32,34,35,49,66,33,33,33,18,20,NA,NA,NA,21,22,22,31,34,42,36,47,47,8,43,51,22,54,NA,27,28,28,28,29,29,58,NA,22,23,25,30,30,33,64,66,32,34,38,25,29,53,9,14,46,17,17,37,44,79,28,33,43,48,48,16,19,20,34,34,52,26,27,44,44,44,45,49,64,64,64,15,22,54,13,17,29,NA,NA,NA,35,NA,NA,NA,NA,5,41,NA,NA,NA,24
060770016002,17,22,28,11,30,34,34,36,14,14,28,4,5,8,9,12,27,32,34,19,23,33,21,28,46,51,NA,6,16,25,25,55,5,6,8,25,25,34,36,36,6,11,NA,NA,NA,7,8,14,21,22,27,25,32,44,4,24,24,10,33,37,7,14,27,28,NA,16,47,NA,12,21,22,22,24,18,26,55,4,15,34,17,18,21,6,12,26,6,8,24,34,45,18,18,21,26,29,6,6,25,36,36,58,19,20,20,20,20,22,23,30,33,45,8,22,36,4,7,21,18,25,25,21,21,27,36,NA,12,13,25,36,NA,19
060770017001,11,12,58,24,59,61,74,78,14,56,57,14,28,NA,NA,NA,24,81,86,32,44,45,20,22,50,82,86,9,52,66,69,86,35,51,61,69,69,45,45,NA,26,30,54,NA,NA,36,56,NA,29,59,63,57,59,67,13,40,51,41,61,NA,12,44,54,NA,NA,18,25,NA,35,42,43,44,70,46,47,NA,83,NA,NA,39,45,79,27,41,47,20,24,53,56,69,13,77,80,NA,NA,4,26,29,56,70,70,78,79,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
060770017002,15,15,49,52,54,54,58,70,28,59,NA,15,18,23,24,NA,43,73,85,36,36,45,22,24,54,66,79,29,44,56,57,71,6,7,43,44,61,42,42,42,30,34,NA,NA,NA,33,35,35,48,81,NA,54,72,72,34,46,57,39,70,83,17,44,45,47,48,34,NA,NA,30,34,34,37,38,47,51,58,18,22,58,29,57,66,21,51,54,20,24,44,44,71,28,36,50,60,65,10,26,29,24,46,62,60,70,NA,NA,NA,NA,NA,NA,NA,NA,29,33,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,57,NA,NA,NA,22
060770017003,27,35,44,27,30,44,62,68,39,46,NA,16,17,39,NA,NA,41,64,77,34,43,46,31,31,34,44,72,9,38,46,54,56,15,30,37,39,NA,41,41,41,24,29,NA,NA,NA,28,29,30,40,51,59,49,60,61,16,51,56,34,59,NA,5,40,40,42,42,62,68,NA,28,28,33,33,37,34,48,74,42,49,55,36,37,39,14,29,32,20,45,49,53,80,31,34,44,54,NA,9,17,21,42,54,57,53,53,54,54,57,58,65,65,65,NA,28,51,NA,20,23,52,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
060770018001,22,24,NA,19,25,34,45,73,16,18,36,14,17,19,25,25,46,56,69,26,46,49,14,28,28,38,62,22,26,40,44,49,7,13,30,32,42,39,40,40,16,21,34,55,59,20,22,22,28,41,72,49,58,59,28,32,43,18,26,46,31,35,36,38,39,27,55,NA,17,30,35,41,48,22,35,37,29,31,47,28,44,53,9,19,32,7,16,24,42,45,32,34,41,50,53,13,20,22,15,46,NA,42,42,43,45,45,46,47,49,50,51,16,22,26,12,14,29,30,32,33,29,29,29,31,33,22,23,33,44,56,20
060770018002,20,20,30,30,40,42,49,71,20,34,46,12,15,17,19,23,44,54,67,24,24,36,36,40,41,47,58,4,20,22,22,33,4,25,27,40,43,37,38,38,14,19,32,NA,NA,18,19,19,27,27,46,26,47,56,5,13,42,24,27,NA,19,21,29,32,33,52,52,NA,19,19,21,29,29,19,34,35,25,39,45,21,23,26,24,29,36,5,14,22,40,43,20,32,34,48,50,7,11,22,19,59,63,39,43,43,44,45,47,47,49,55,55,14,28,43,10,13,32,28,30,31,27,27,28,31,NA,20,20,22,37,54,18
060770019001,3,21,28,23,29,29,34,53,15,23,44,13,18,19,19,21,30,59,81,22,36,36,21,22,38,38,NA,29,39,57,59,NA,37,54,55,58,NA,23,29,31,24,26,77,82,NA,23,23,30,32,53,63,29,51,71,23,29,47,20,22,44,21,30,40,40,42,25,36,NA,6,11,20,23,28,20,27,32,6,21,30,4,8,27,18,26,38,18,19,23,35,39,10,27,32,63,NA,12,24,NA,28,43,NA,42,43,43,51,52,62,62,62,63,63,24,57,58,6,30,NA,30,40,44,24,33,39,50,NA,16,25,37,37,NA,18
060770019002,18,18,19,19,22,28,32,48,24,30,32,18,19,23,23,25,28,38,58,24,49,49,20,23,36,37,54,12,22,31,34,51,35,38,56,57,NA,36,36,39,18,28,74,78,NA,20,20,20,22,36,53,37,39,47,21,24,25,17,36,55,16,16,32,39,40,24,47,55,4,12,25,37,57,19,24,31,23,25,26,6,13,17,23,27,35,17,18,22,34,39,23,24,24,33,40,11,17,34,16,31,48,34,39,40,40,44,44,48,58,59,59,32,38,48,7,22,23,NA,NA,NA,25,NA,NA,NA,NA,14,22,31,32,NA,26
060770019003,13,23,42,17,19,26,29,33,15,20,22,12,20,21,21,29,34,53,55,12,12,14,19,21,23,40,48,19,21,39,NA,NA,8,NA,NA,NA,NA,15,25,41,15,18,38,42,NA,16,16,16,21,27,37,19,21,50,9,10,18,13,16,27,16,19,27,29,41,17,38,NA,6,11,12,40,41,19,20,26,19,22,44,2,18,28,10,29,40,20,23,29,40,45,15,22,36,37,NA,13,29,NA,31,48,NA,33,35,35,37,38,39,43,50,51,52,14,25,48,8,18,20,NA,NA,NA,15,27,33,33,NA,25,NA,NA,NA,NA,14
060770019004,11,32,39,22,35,36,38,45,24,33,39,39,40,43,47,50,60,68,76,19,26,48,21,26,38,48,63,29,30,31,36,49,28,33,33,52,55,29,33,33,23,27,29,78,83,20,24,24,30,38,42,29,31,77,29,31,57,42,43,50,37,40,45,59,70,50,56,85,11,34,48,48,49,25,37,60,27,35,51,21,38,41,23,36,58,35,47,NA,NA,NA,37,39,41,54,55,NA,NA,NA,20,NA,NA,11,28,33,37,39,46,47,52,53,53,22,22,46,NA,NA,NA,40,43,49,26,26,33,34,35,24,37,40,40,48,35
060770020001,27,32,35,28,34,36,39,57,27,30,49,27,28,29,30,31,59,65,72,34,48,53,43,46,46,63,NA,38,39,47,47,62,21,25,27,28,46,28,41,42,30,34,45,85,90,35,35,35,43,44,47,34,48,50,35,39,44,32,43,47,21,28,44,44,47,21,55,NA,16,26,38,46,61,27,39,45,28,29,47,15,15,48,9,33,55,20,27,42,46,NA,36,41,49,54,NA,27,30,NA,29,56,NA,31,34,70,71,71,NA,NA,NA,NA,NA,31,46,67,20,28,33,38,42,43,40,41,41,NA,NA,10,33,35,44,NA,26
060770020002,12,23,43,20,23,31,32,42,18,22,44,5,20,22,22,25,32,42,62,29,29,30,34,37,53,64,71,22,32,42,57,67,26,28,29,47,61,29,30,31,31,36,40,86,91,22,22,36,32,43,57,22,24,43,23,28,54,25,46,54,20,42,42,45,46,25,26,53,13,16,20,37,38,22,29,34,24,29,34,10,12,32,11,27,31,20,22,37,41,42,29,32,34,38,44,14,27,NA,31,47,58,44,72,72,72,72,73,73,NA,NA,NA,17,33,NA,17,29,NA,40,44,44,38,NA,NA,NA,NA,5,28,30,39,NA,21
060770020003,44,46,47,13,32,34,35,37,20,22,47,10,10,15,18,24,35,64,86,22,30,46,34,47,47,48,63,26,46,47,65,67,28,31,51,55,71,38,41,41,17,24,31,103,104,25,25,34,40,47,58,25,44,55,6,26,65,10,28,49,10,22,23,35,45,30,43,NA,14,25,33,38,50,25,32,37,25,26,44,11,12,36,11,22,22,23,25,28,40,41,19,37,41,47,68,38,38,49,30,57,93,19,37,46,47,NA,NA,NA,NA,NA,NA,42,43,NA,52,NA,NA,56,NA,NA,35,NA,NA,NA,NA,16,32,33,42,NA,24
060770021001,37,NA,NA,13,39,39,NA,NA,12,22,23,30,46,46,47,50,46,51,64,12,14,46,9,17,32,33,35,27,28,30,31,70,10,12,16,30,72,19,23,44,15,18,22,73,78,15,15,53,25,33,36,27,30,72,74,77,77,18,18,21,29,30,32,32,52,26,30,53,28,40,43,47,47,6,40,52,19,32,42,30,34,35,27,37,NA,31,33,33,35,35,21,31,36,46,NA,24,NA,NA,6,NA,NA,10,30,32,32,35,36,44,58,58,59,12,15,18,NA,NA,NA,NA,NA,NA,27,28,29,30,31,18,20,29,33,48,42
060770021002,38,40,55,9,24,43,44,57,17,33,50,22,27,29,38,46,46,67,78,15,18,25,5,30,45,50,54,6,19,25,29,37,9,12,34,53,53,31,36,38,6,21,25,76,81,18,18,56,24,27,36,27,30,34,23,27,45,39,42,44,39,40,41,47,47,41,42,89,45,51,52,56,57,15,45,62,15,52,68,40,45,45,48,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,15,28,29,32,33,34,61,62,62,63,16,31,36,NA,NA,NA,43,44,50,27,40,41,41,42,8,28,38,40,59,37
