spatial_id,transit.atm.1,transit.atm.2,transit.atm.3,transit.bakery.1,transit.bakery.2,transit.bakery.3,transit.bakery.4,transit.bakery.5,transit.bank.1,transit.bank.2,transit.bank.3,transit.beauty_salon.1,transit.beauty_salon.2,transit.beauty_salon.3,transit.beauty_salon.4,transit.beauty_salon.5,transit.book_store.1,transit.book_store.2,transit.book_store.3,transit.bus_station.1,transit.bus_station.2,transit.bus_station.3,transit.cafe.1,transit.cafe.2,transit.cafe.3,transit.cafe.4,transit.cafe.5,transit.clothing_store.1,transit.clothing_store.2,transit.clothing_store.3,transit.clothing_store.4,transit.clothing_store.5,transit.convenience_store.1,transit.convenience_store.2,transit.convenience_store.3,transit.convenience_store.4,transit.convenience_store.5,transit.dentist.1,transit.dentist.2,transit.dentist.3,transit.department_store.1,transit.department_store.2,transit.department_store.3,transit.department_store.4,transit.department_store.5,transit.doctor.1,transit.doctor.2,transit.doctor.3,transit.electronics_store.1,transit.electronics_store.2,transit.electronics_store.3,transit.florist.1,transit.florist.2,transit.florist.3,transit.furniture_store.1,transit.furniture_store.2,transit.furniture_store.3,transit.gym.1,transit.gym.2,transit.gym.3,transit.hair_care.1,transit.hair_care.2,transit.hair_care.3,transit.hair_care.4,transit.hair_care.5,transit.hardware_store.1,transit.hardware_store.2,transit.hardware_store.3,transit.home_goods_store.1,transit.home_goods_store.2,transit.home_goods_store.3,transit.home_goods_store.4,transit.home_goods_store.5,transit.hospital.1,transit.hospital.2,transit.hospital.3,transit.laundry.1,transit.laundry.2,transit.laundry.3,transit.library.1,transit.library.2,transit.library.3,transit.liquor_store.1,transit.liquor_store.2,transit.liquor_store.3,transit.meal_takeaway.1,transit.meal_takeaway.2,transit.meal_takeaway.3,transit.meal_takeaway.4,transit.meal_takeaway.5,transit.park.1,transit.park.2,transit.park.3,transit.park.4,transit.park.5,transit.pet_store.1,transit.pet_store.2,transit.pet_store.3,transit.pharmacy.1,transit.pharmacy.2,transit.pharmacy.3,transit.restaurant.1,transit.restaurant.2,transit.restaurant.3,transit.restaurant.4,transit.restaurant.5,transit.restaurant.6,transit.restaurant.7,transit.restaurant.8,transit.restaurant.9,transit.restaurant.10,transit.school.1,transit.school.2,transit.school.3,transit.shoe_store.1,transit.shoe_store.2,transit.shoe_store.3,transit.shopping_mall.1,transit.shopping_mall.2,transit.shopping_mall.3,transit.store.1,transit.store.2,transit.store.3,transit.store.4,transit.store.5,transit.supermarket.1,transit.supermarket.2,transit.supermarket.3,transit.supermarket.4,transit.supermarket.5,transit.train_station.1
060770021003,22,NA,NA,9,35,36,47,57,24,26,33,33,38,39,39,50,49,54,64,12,16,18,35,35,38,43,52,26,27,32,34,70,8,11,17,25,70,23,70,70,11,19,22,74,78,53,53,74,11,24,27,27,31,73,20,55,77,18,18,28,16,30,31,43,63,33,50,NA,31,37,58,58,NA,8,37,55,20,38,46,33,37,38,36,51,67,34,34,36,38,77,37,39,NA,NA,NA,NA,NA,NA,8,8,NA,33,34,35,38,38,38,39,47,59,59,15,16,56,NA,NA,NA,NA,NA,NA,28,31,31,33,34,21,32,32,44,51,45
060770022011,15,19,21,20,24,27,28,29,15,15,29,8,22,22,22,26,31,37,61,7,10,13,43,43,45,55,NA,7,25,26,55,58,21,21,21,48,51,33,33,33,18,21,39,41,45,33,58,63,32,45,45,31,35,53,21,22,31,22,31,45,21,25,27,43,43,16,19,41,16,19,21,23,25,25,27,29,31,35,45,21,26,26,28,39,54,22,24,26,26,46,3,10,22,25,27,15,32,NA,19,43,50,23,24,24,25,25,26,26,27,35,49,12,17,38,20,23,39,23,24,32,5,7,15,16,19,7,8,20,38,39,33
060770022012,14,15,21,21,24,28,30,36,12,13,25,9,21,21,21,23,32,37,NA,4,4,6,22,35,NA,NA,NA,10,21,25,31,51,15,20,21,21,21,33,33,33,18,22,42,46,NA,24,33,44,23,24,31,23,27,40,21,22,22,20,32,38,21,25,27,38,44,14,18,42,17,21,21,23,25,20,21,26,13,23,37,20,21,26,15,22,24,22,24,25,26,39,7,16,19,26,42,15,32,NA,18,30,42,14,14,15,17,21,23,23,24,24,26,2,7,13,24,29,33,23,24,25,7,7,10,10,15,7,10,21,31,39,34
060770022021,8,23,23,12,26,27,31,32,14,15,16,13,23,23,26,29,35,40,65,8,8,23,14,17,24,26,29,14,14,22,27,33,10,22,37,42,46,35,35,35,21,25,28,45,49,13,13,38,24,51,NA,26,29,42,10,25,25,15,16,19,15,17,20,22,28,15,32,34,17,24,26,35,48,21,23,28,18,29,39,20,24,29,15,19,44,26,26,28,41,50,15,22,28,29,45,18,35,NA,11,12,33,8,8,8,15,25,26,26,28,29,30,15,18,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,26,36,41,37
060770022022,14,22,30,21,23,24,25,37,24,NA,NA,NA,NA,NA,NA,NA,33,38,62,23,23,46,18,22,26,27,52,18,22,23,31,32,6,21,36,61,61,34,34,34,19,23,25,42,47,59,59,65,26,50,52,25,27,31,21,26,57,26,28,52,22,26,28,44,45,19,20,43,26,32,45,46,47,20,22,27,22,29,NA,14,22,27,17,25,40,23,25,25,27,54,18,20,27,27,38,16,33,NA,13,14,14,6,14,19,24,24,25,27,27,27,27,7,56,64,NA,NA,NA,NA,NA,NA,19,19,20,20,21,10,12,24,40,46,35
060770022023,23,25,25,22,26,33,37,39,17,19,32,11,26,26,26,28,35,41,65,31,32,49,24,25,30,35,60,9,24,25,29,33,23,25,38,52,64,37,37,37,22,25,33,45,49,24,45,67,29,31,58,22,27,31,25,26,59,28,35,49,24,29,30,47,47,11,23,45,11,25,26,48,49,22,23,38,29,35,55,24,24,30,19,33,54,25,26,27,30,51,12,13,21,23,54,18,36,NA,23,30,31,21,24,25,26,30,30,31,53,53,54,19,41,76,27,28,33,27,28,29,9,10,19,23,23,9,12,24,32,43,37
060770023001,23,25,28,7,11,14,15,30,14,23,25,5,6,6,14,20,21,27,34,22,31,34,10,21,22,23,NA,9,13,18,20,21,6,6,7,8,26,12,12,16,26,28,NA,NA,NA,7,8,13,7,18,18,5,10,13,5,5,15,13,20,27,5,7,9,12,15,11,19,22,5,11,18,19,23,9,15,NA,6,10,16,28,35,36,15,16,19,7,9,14,21,30,10,15,22,27,29,22,40,45,15,19,19,6,6,6,6,7,13,13,13,26,26,11,22,29,28,42,50,14,16,25,5,6,6,34,36,12,27,28,30,45,12
060770023002,9,17,17,14,16,29,33,43,14,24,28,8,13,15,16,16,35,56,60,40,52,57,25,26,41,62,77,5,24,36,52,62,15,18,23,25,66,19,24,24,19,31,66,95,95,4,14,18,23,33,85,16,24,25,21,31,43,19,25,31,15,15,19,22,26,19,32,33,16,17,36,49,80,17,21,30,13,14,15,41,48,77,12,25,33,24,24,32,38,59,18,34,42,50,57,28,61,72,14,28,40,5,12,21,23,23,25,25,25,26,27,13,40,50,17,19,66,17,19,20,20,21,37,39,40,17,19,21,35,66,14
060770023003,16,23,33,5,9,15,16,34,3,12,20,5,5,6,6,71582786,3,28,71582787,9,10,10,7,17,19,28,38,7,8,21,28,36,6,9,11,36,39,6,6,11,31,35,56,NA,NA,6,13,36,8,14,15,6,6,10,4,13,28,7,14,33,6,7,8,11,15,15,25,35,8,18,23,28,34,12,13,17,3,9,10,9,19,51,6,13,17,7,8,9,9,15,8,11,33,35,42,9,19,71582786,9,12,25,3,4,5,6,8,10,10,15,20,20,4,9,34,11,42,56,8,10,12,5,11,28,40,42,6,11,13,26,51,15
060770024011,7,18,23,12,15,18,20,45,16,25,25,7,12,15,17,33,18,26,32,46,49,49,9,17,33,35,45,7,18,31,47,54,9,41,41,51,54,10,11,16,25,37,46,73,76,9,9,38,10,11,19,11,17,21,13,22,35,7,12,30,7,12,18,22,26,19,22,36,14,16,22,NA,NA,15,19,36,12,16,87,19,45,NA,9,17,NA,10,14,18,23,42,27,NA,NA,NA,NA,42,52,NA,12,29,36,10,12,13,13,13,15,25,27,52,52,34,56,56,25,27,56,22,41,44,13,21,34,38,41,10,34,36,45,47,16
060770024012,13,20,51,15,16,19,20,25,13,14,31,12,18,19,22,38,16,38,46,15,40,43,10,22,24,42,43,17,25,37,54,56,16,22,42,52,54,17,17,17,26,38,47,74,76,10,20,39,7,9,21,9,18,23,13,16,20,13,18,35,12,19,23,24,28,35,NA,NA,16,19,19,20,34,20,24,30,14,17,21,30,30,NA,11,14,NA,16,26,NA,NA,NA,22,27,32,44,58,38,43,53,7,42,49,18,19,19,19,19,21,25,27,51,57,14,34,42,26,48,49,23,41,44,22,27,28,28,44,10,22,24,35,48,17
060770024013,20,20,35,10,13,16,17,29,11,19,28,6,13,13,16,17,21,42,47,44,50,50,8,27,31,48,50,13,32,48,59,61,11,26,30,46,56,20,25,31,30,42,51,78,81,16,19,44,12,41,53,18,28,36,26,26,27,15,20,32,15,16,16,20,24,12,23,33,11,17,17,17,19,16,21,32,12,14,18,27,41,42,32,42,44,16,16,17,17,28,15,20,25,28,28,28,47,58,14,16,50,17,18,18,20,20,20,21,49,49,55,14,28,39,13,18,36,17,18,20,19,19,19,24,40,19,19,21,35,52,14
060770024021,25,28,36,14,17,23,30,34,15,24,29,17,33,39,45,46,25,30,50,21,57,57,15,17,20,28,30,16,17,32,34,90,16,30,38,38,87,15,16,20,20,32,69,96,101,14,15,44,26,34,85,12,15,25,16,20,23,16,25,33,13,14,16,17,25,13,24,42,9,16,18,20,32,17,17,24,13,19,66,18,42,78,19,26,34,18,25,26,26,26,19,21,24,26,57,15,26,29,24,28,30,15,16,16,16,16,19,19,19,21,68,12,40,40,18,20,21,18,20,21,22,22,26,27,31,13,20,22,36,66,15
060770024022,24,33,39,11,15,27,30,42,16,21,25,4,13,14,15,16,29,50,54,48,56,56,27,34,35,55,71,15,20,29,56,66,13,19,19,54,64,22,22,38,38,50,59,81,86,16,19,32,30,31,82,14,21,30,4,23,25,23,27,30,13,13,14,17,22,16,30,30,4,12,14,15,16,14,19,28,12,14,63,25,40,74,12,23,39,13,13,17,30,30,11,13,23,47,55,26,55,65,12,22,45,4,4,10,15,21,24,24,24,26,62,19,36,37,10,15,16,14,16,17,17,18,18,18,27,15,16,18,32,60,12
060770025031,27,52,58,22,23,26,41,53,33,34,59,25,26,35,54,60,24,48,52,53,54,55,18,32,55,58,68,15,30,45,65,65,16,18,36,52,61,21,26,36,36,48,57,72,84,34,39,39,26,30,103,24,30,33,20,23,27,21,21,31,23,28,31,46,46,27,38,39,20,21,23,28,36,46,50,102,28,37,71,38,38,56,29,56,72,27,28,47,48,51,35,38,48,52,71,40,54,77,22,38,60,23,23,25,26,26,26,35,36,65,NA,31,39,63,26,30,52,46,NA,NA,24,24,24,25,52,30,42,44,53,58,30
060770025032,22,23,31,21,22,25,52,58,32,33,58,20,24,24,37,42,22,46,51,52,53,54,16,25,31,54,66,14,28,29,52,63,15,34,50,50,59,19,24,35,34,46,55,70,82,21,21,48,25,29,102,23,29,32,19,22,42,20,20,49,22,27,30,45,45,26,37,38,19,20,20,35,46,23,41,101,27,36,70,37,44,54,28,54,70,26,46,47,49,61,22,30,34,37,71,39,52,75,21,37,58,21,22,24,24,24,24,34,34,63,NA,30,30,62,25,43,51,45,NA,NA,23,24,24,40,51,33,41,43,52,56,29
060770025041,16,30,31,25,26,29,38,65,53,54,55,21,21,51,55,59,16,44,48,45,50,51,10,13,52,64,108,26,28,48,60,61,12,12,47,47,58,16,21,32,31,43,52,68,79,18,18,44,33,35,42,24,27,33,23,26,54,24,24,53,26,31,34,37,49,30,32,41,23,33,35,39,105,55,69,105,41,62,78,33,40,51,29,38,53,25,32,36,44,44,17,24,30,34,51,43,48,72,18,35,41,19,21,21,21,22,25,31,56,58,60,20,40,73,29,55,56,22,23,49,27,27,28,44,54,33,45,47,53,56,33
060770025042,26,37,82,30,34,57,79,80,37,41,65,56,58,62,63,66,15,50,54,52,56,58,20,35,71,85,NA,18,40,48,56,67,19,34,38,65,80,23,28,39,38,50,59,83,83,47,47,79,40,40,42,43,52,57,40,54,60,20,28,97,24,28,44,52,66,49,69,92,26,32,43,46,64,40,54,106,42,84,91,40,47,58,40,56,86,33,42,51,53,NA,36,38,44,46,53,66,67,78,25,40,70,26,28,28,28,32,32,38,47,65,67,39,40,44,38,50,64,29,30,NA,30,36,38,53,58,26,48,54,67,69,37
060770027014,23,44,46,19,30,31,34,53,28,45,48,7,21,23,23,38,33,63,84,21,34,34,39,42,58,63,70,38,41,44,59,66,22,33,42,42,43,36,37,40,17,30,34,85,90,31,31,31,43,44,46,23,23,54,21,24,36,21,23,48,18,21,21,31,39,17,24,66,13,15,18,57,59,23,30,36,25,26,35,10,11,20,9,28,40,23,37,39,40,43,26,29,36,36,40,29,44,58,20,61,80,20,27,40,41,69,69,70,70,70,71,29,43,54,22,23,52,26,33,45,31,32,32,32,NA,29,31,40,41,NA,22
060770028001,20,48,NA,31,32,35,36,42,26,34,37,33,33,35,37,38,54,55,85,31,31,49,33,34,35,44,69,31,32,33,36,42,30,32,33,40,71,45,45,73,30,33,34,72,77,32,71,76,33,33,44,30,39,64,44,67,68,34,37,58,33,38,44,46,51,30,31,31,35,57,71,71,74,30,38,NA,21,36,36,33,38,39,29,35,40,35,38,38,65,77,25,34,35,38,82,27,45,NA,30,30,30,33,34,35,38,38,38,40,48,69,69,21,22,59,34,36,36,37,38,44,24,30,30,31,32,21,24,33,51,57,46
060770028002,37,45,NA,NA,NA,NA,NA,NA,20,27,58,30,39,39,40,61,68,73,78,51,52,56,42,51,58,61,65,40,56,58,60,62,37,41,43,48,58,38,39,44,40,43,57,117,117,37,38,38,40,47,57,35,38,40,39,43,49,40,43,47,45,51,53,55,56,39,41,43,42,42,45,47,57,60,66,NA,47,47,48,63,70,79,73,NA,NA,47,56,63,69,69,32,37,61,64,64,57,74,88,68,72,78,35,36,36,37,38,38,39,42,42,63,23,40,62,41,57,60,43,44,62,28,28,30,51,51,28,32,54,60,NA,NA
060770031061,NA,NA,NA,73,83,91,106,NA,52,60,NA,NA,NA,NA,NA,NA,68,78,NA,65,65,NA,52,NA,NA,NA,NA,64,NA,NA,NA,NA,24,29,30,NA,NA,67,NA,NA,51,51,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,49,70,72,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,50,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,233
060770031062,36,36,37,67,71,79,95,NA,39,41,NA,45,45,NA,NA,NA,32,56,NA,42,53,54,63,80,NA,NA,NA,33,55,NA,NA,NA,19,48,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,58,58,60,20,46,47,NA,NA,NA,NA,NA,32,NA,NA,50,53,54,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,40,NA,NA,34,36,48,NA,NA,50,NA,NA,NA,NA,56,58,NA,40,NA,NA,42,42,42,43,44,44,NA,NA,NA,NA,28,NA,NA,54,NA,NA,9,48,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
060770031063,44,44,45,26,58,82,90,105,26,34,NA,48,49,49,49,49,45,67,77,50,63,65,26,35,49,NA,NA,44,46,46,62,64,15,18,20,37,NA,39,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,26,32,NA,NA,NA,NA,23,69,71,23,39,NA,65,NA,NA,NA,NA,46,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,25,34,41,53,NA,10,43,NA,NA,NA,55,56,113,NA,NA,NA,48,49,49,50,50,51,NA,NA,NA,NA,28,43,NA,54,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,34,109,NA,NA,NA,NA
060770031081,37,38,39,50,69,81,97,104,56,58,102,NA,NA,NA,NA,NA,17,58,60,54,56,NA,59,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,62,62,12,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,52,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,58,101,NA,NA,NA,NA
060770031082,35,36,62,45,84,88,91,99,51,53,89,53,59,NA,NA,NA,14,54,56,52,NA,NA,63,79,89,91,NA,19,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,58,58,60,16,NA,NA,54,NA,NA,NA,NA,10,44,NA,49,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,51,NA,46,53,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,9,60,NA,NA,NA,NA,NA,NA,53,88,126,NA,NA,NA
060770031083,34,35,61,43,66,81,82,120,50,52,88,52,58,NA,NA,NA,13,53,55,49,51,NA,62,78,86,87,90,18,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,57,57,59,21,NA,NA,53,NA,NA,NA,NA,42,56,NA,48,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,50,NA,45,51,59,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,48,49,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,8,58,NA,NA,NA,NA,NA,NA,51,87,124,NA,NA,NA
060770031091,30,30,47,43,67,72,75,77,70,82,84,44,49,49,50,50,45,92,NA,41,44,48,41,44,68,72,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,54,NA,NA,73,74,75,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,32,50,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,47,50,51,51,NA,NA,NA,NA,NA,58,NA,NA,43,NA,NA,39,39,40,40,41,41,42,42,NA,NA,30,NA,NA,56,NA,NA,21,51,NA,NA,NA,NA,NA,NA,53,69,106,NA,NA,NA
060770031092,19,38,43,44,47,59,63,66,62,70,73,20,27,38,38,39,21,33,47,21,27,50,45,60,61,62,63,28,28,30,42,43,34,35,51,51,NA,19,35,46,46,56,65,66,67,46,46,46,29,29,29,42,57,NA,44,45,45,42,NA,NA,21,21,26,40,NA,43,58,NA,28,42,44,45,NA,58,58,NA,68,NA,NA,33,39,48,47,NA,NA,41,NA,NA,NA,NA,54,58,68,80,NA,NA,NA,NA,22,39,42,16,16,17,17,17,19,19,25,36,37,42,43,43,40,55,64,38,NA,NA,26,26,26,26,28,35,52,59,60,82,51
060770031093,14,37,42,38,42,59,63,63,53,62,NA,13,21,39,39,40,31,41,42,20,27,44,44,59,61,62,63,25,25,27,40,41,30,47,NA,NA,NA,10,27,46,24,25,64,65,66,46,46,46,24,24,24,39,47,57,43,45,45,24,NA,NA,11,17,25,40,44,46,58,NA,22,37,41,44,52,58,58,NA,24,27,68,29,34,NA,31,NA,NA,NA,NA,NA,NA,NA,54,58,68,79,NA,NA,NA,NA,NA,NA,NA,15,15,16,16,16,17,19,19,36,37,32,32,41,31,63,NA,29,55,NA,25,25,26,26,28,26,53,59,60,NA,NA
060770031094,32,52,53,42,69,71,105,109,42,44,107,31,45,56,56,57,29,33,55,31,56,58,35,72,88,NA,NA,28,30,31,31,32,27,35,39,70,75,25,42,NA,31,48,NA,NA,NA,NA,NA,NA,25,31,33,NA,NA,NA,66,67,68,21,NA,NA,26,27,63,NA,NA,34,65,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,38,NA,35,37,39,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,24,NA,NA,30,30,31,31,32,32,32,NA,NA,NA,15,NA,NA,40,NA,NA,35,93,NA,NA,NA,NA,NA,NA,35,94,NA,NA,NA,NA
060770031101,14,22,31,42,47,51,56,63,50,55,57,8,15,29,29,32,30,33,49,12,15,34,31,50,51,60,NA,16,16,18,21,32,22,31,35,NA,NA,14,23,33,34,44,53,54,55,37,37,37,17,17,17,30,45,55,29,31,31,31,32,52,18,19,23,24,38,31,34,46,19,20,22,23,29,43,43,NA,31,41,NA,20,25,27,29,35,NA,36,45,46,47,50,46,47,64,67,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,6,6,7,7,24,25,29,29,30,32,47,51,35,51,NA,14,14,14,14,14,30,36,47,48,58,39
060770031102,11,42,42,15,26,33,58,63,29,61,NA,18,39,40,41,43,29,32,35,21,25,NA,37,59,61,63,NA,7,8,8,26,27,16,19,20,29,NA,12,15,24,10,28,44,48,66,24,24,24,18,18,18,32,38,57,43,45,NA,23,53,NA,4,4,6,10,NA,45,57,NA,38,41,44,44,60,21,58,58,18,19,35,22,25,47,20,21,26,17,NA,NA,NA,NA,35,53,57,79,NA,20,23,NA,8,27,30,19,20,21,21,22,22,22,23,35,36,15,15,41,NA,NA,NA,21,23,40,25,25,25,25,28,20,50,58,60,NA,41
060770031103,15,40,40,26,41,52,53,60,42,44,59,9,16,21,22,24,32,39,39,17,21,NA,56,58,59,60,NA,15,15,16,29,30,24,30,30,NA,NA,2,15,27,13,32,39,44,64,37,37,37,22,22,22,36,45,54,38,40,40,24,NA,NA,10,13,15,15,NA,40,43,55,29,31,32,37,38,35,55,55,22,26,65,26,32,37,24,25,30,45,NA,NA,NA,NA,55,77,NA,NA,NA,NA,NA,NA,30,33,NA,12,12,13,14,15,15,16,16,33,34,20,20,38,29,61,NA,24,27,43,23,23,23,23,25,24,52,56,64,NA,NA
060770031111,23,37,38,38,43,55,64,75,27,53,73,22,29,40,40,41,18,30,51,38,39,41,31,41,52,71,75,9,11,12,13,13,19,21,30,33,33,18,35,36,13,52,56,66,78,36,36,36,16,16,16,36,44,69,72,73,75,28,65,NA,8,8,9,14,63,65,NA,NA,22,50,53,56,60,27,69,69,16,19,38,23,29,NA,12,37,NA,15,NA,NA,NA,NA,66,69,90,NA,NA,24,43,NA,9,39,42,26,27,29,30,31,32,43,NA,NA,NA,17,20,NA,24,71,NA,19,22,52,NA,NA,NA,NA,NA,50,54,57,69,79,NA
060770031112,19,45,NA,21,21,26,32,57,21,38,67,26,32,40,40,41,28,39,45,27,33,38,12,22,41,66,68,15,16,17,17,34,25,27,34,34,NA,19,27,NA,22,24,72,NA,NA,32,32,32,20,20,20,62,NA,NA,51,NA,NA,22,NA,NA,12,12,14,18,34,54,63,NA,18,43,46,49,50,11,36,63,5,32,38,25,28,NA,34,34,NA,11,33,34,36,45,46,51,64,84,NA,9,11,35,12,35,37,26,26,26,27,27,27,28,31,41,42,16,28,28,9,NA,NA,7,10,45,30,30,31,31,33,7,28,46,54,64,NA
060770031121,14,15,16,14,21,40,55,57,13,38,93,24,31,33,33,33,31,41,53,30,40,42,20,22,53,92,94,13,14,14,38,39,26,33,35,55,60,16,27,52,14,22,60,76,78,52,52,52,15,16,55,68,NA,NA,23,24,67,22,55,89,8,9,13,13,63,27,69,NA,54,57,58,63,NA,49,69,69,43,55,67,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,20,22,72,19,26,78,34,34,34,34,36,13,19,79,80,80,NA
060770031122,20,21,22,18,25,59,61,96,34,34,99,29,34,34,34,36,46,54,58,36,45,48,11,25,48,98,100,16,21,22,65,67,34,37,52,52,62,21,32,49,19,27,66,72,83,49,49,49,20,22,51,74,NA,NA,11,20,20,13,18,94,21,21,25,26,51,54,NA,NA,50,54,54,68,NA,74,74,NA,39,40,50,NA,NA,NA,26,35,46,12,20,NA,NA,NA,11,43,74,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,61,NA,25,27,83,24,27,83,39,39,39,39,41,9,24,29,84,85,NA
060770031131,23,33,34,13,18,22,25,25,22,22,38,30,33,40,40,41,24,43,79,28,38,41,7,22,68,NA,NA,17,17,18,20,35,10,35,35,39,42,30,30,NA,13,15,21,22,NA,NA,NA,NA,19,19,35,30,45,66,19,19,55,43,68,68,21,21,22,25,34,NA,NA,NA,34,50,52,57,77,19,42,NA,54,NA,NA,8,14,NA,28,30,34,11,17,19,24,NA,42,43,52,64,NA,11,13,39,26,35,38,28,29,29,29,30,30,31,31,44,45,26,34,34,17,17,64,12,14,36,34,34,34,34,36,34,45,52,53,67,39
060770031132,22,34,NA,14,29,30,NA,NA,15,19,19,27,30,35,36,37,40,84,NA,26,27,35,5,17,39,87,NA,14,14,15,19,35,14,35,40,43,45,23,34,NA,13,18,22,25,NA,37,37,37,68,70,NA,25,76,NA,3,45,47,48,69,NA,18,19,20,23,23,NA,NA,NA,39,39,43,NA,NA,25,44,77,45,51,NA,18,25,NA,25,34,40,12,16,40,52,NA,22,86,NA,NA,NA,11,16,44,23,40,40,24,25,25,25,27,28,29,30,30,41,23,63,69,22,22,56,12,12,54,41,41,42,42,44,9,10,50,52,54,NA
060770031133,20,21,22,21,45,50,51,62,7,16,17,30,38,42,42,42,16,23,51,36,45,45,5,6,49,51,80,13,18,21,22,65,30,50,66,67,67,21,47,67,7,19,66,66,83,47,47,69,20,20,21,74,NA,NA,27,66,NA,94,94,NA,19,19,20,20,49,NA,NA,NA,49,50,52,69,NA,30,44,75,48,NA,NA,55,NA,NA,31,33,45,41,47,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,36,37,38,38,38,39,50,51,53,54,17,21,61,24,25,79,19,22,26,39,39,40,42,42,7,21,78,84,85,NA
