spatial_id,transit.atm.1,transit.atm.2,transit.atm.3,transit.bakery.1,transit.bakery.2,transit.bakery.3,transit.bakery.4,transit.bakery.5,transit.bank.1,transit.bank.2,transit.bank.3,transit.beauty_salon.1,transit.beauty_salon.2,transit.beauty_salon.3,transit.beauty_salon.4,transit.beauty_salon.5,transit.book_store.1,transit.book_store.2,transit.book_store.3,transit.bus_station.1,transit.bus_station.2,transit.bus_station.3,transit.cafe.1,transit.cafe.2,transit.cafe.3,transit.cafe.4,transit.cafe.5,transit.clothing_store.1,transit.clothing_store.2,transit.clothing_store.3,transit.clothing_store.4,transit.clothing_store.5,transit.convenience_store.1,transit.convenience_store.2,transit.convenience_store.3,transit.convenience_store.4,transit.convenience_store.5,transit.dentist.1,transit.dentist.2,transit.dentist.3,transit.department_store.1,transit.department_store.2,transit.department_store.3,transit.department_store.4,transit.department_store.5,transit.doctor.1,transit.doctor.2,transit.doctor.3,transit.electronics_store.1,transit.electronics_store.2,transit.electronics_store.3,transit.florist.1,transit.florist.2,transit.florist.3,transit.furniture_store.1,transit.furniture_store.2,transit.furniture_store.3,transit.gym.1,transit.gym.2,transit.gym.3,transit.hair_care.1,transit.hair_care.2,transit.hair_care.3,transit.hair_care.4,transit.hair_care.5,transit.hardware_store.1,transit.hardware_store.2,transit.hardware_store.3,transit.home_goods_store.1,transit.home_goods_store.2,transit.home_goods_store.3,transit.home_goods_store.4,transit.home_goods_store.5,transit.hospital.1,transit.hospital.2,transit.hospital.3,transit.laundry.1,transit.laundry.2,transit.laundry.3,transit.library.1,transit.library.2,transit.library.3,transit.liquor_store.1,transit.liquor_store.2,transit.liquor_store.3,transit.meal_takeaway.1,transit.meal_takeaway.2,transit.meal_takeaway.3,transit.meal_takeaway.4,transit.meal_takeaway.5,transit.park.1,transit.park.2,transit.park.3,transit.park.4,transit.park.5,transit.pet_store.1,transit.pet_store.2,transit.pet_store.3,transit.pharmacy.1,transit.pharmacy.2,transit.pharmacy.3,transit.restaurant.1,transit.restaurant.2,transit.restaurant.3,transit.restaurant.4,transit.restaurant.5,transit.restaurant.6,transit.restaurant.7,transit.restaurant.8,transit.restaurant.9,transit.restaurant.10,transit.school.1,transit.school.2,transit.school.3,transit.shoe_store.1,transit.shoe_store.2,transit.shoe_store.3,transit.shopping_mall.1,transit.shopping_mall.2,transit.shopping_mall.3,transit.store.1,transit.store.2,transit.store.3,transit.store.4,transit.store.5,transit.supermarket.1,transit.supermarket.2,transit.supermarket.3,transit.supermarket.4,transit.supermarket.5,transit.train_station.1
060770031134,19,20,21,15,18,18,61,NA,3,16,24,29,34,37,41,41,15,47,54,35,45,46,1,1,13,18,101,14,17,22,23,65,35,49,49,49,63,22,46,67,3,20,26,66,84,46,46,70,66,69,71,74,NA,NA,74,NA,NA,35,46,95,18,18,19,19,48,NA,NA,NA,48,49,51,52,69,24,43,75,45,49,56,NA,NA,NA,24,44,NA,0,5,25,NA,NA,96,97,NA,NA,NA,13,NA,NA,21,NA,NA,36,37,37,38,39,40,51,51,53,54,18,22,62,24,26,80,14,16,21,40,40,40,42,42,8,79,84,86,NA,NA
060770031141,40,40,41,28,56,70,80,82,17,28,NA,NA,NA,NA,NA,NA,49,54,105,93,93,NA,26,59,NA,NA,NA,58,89,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,71,72,72,72,73,73,76,82,84,85,56,73,102,33,59,128,41,51,54,71,74,74,76,78,54,93,103,108,131,67
060770031142,33,34,35,22,49,64,74,76,12,14,112,47,52,52,56,56,42,83,NA,63,82,82,16,97,99,NA,NA,33,37,41,42,79,32,37,46,65,79,62,83,NA,37,63,83,103,NA,62,62,NA,45,65,81,62,94,NA,14,14,67,28,33,114,32,33,34,36,64,67,NA,NA,64,67,67,89,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,115,116,NA,NA,NA,108,NA,NA,33,NA,NA,56,56,57,57,58,58,59,72,NA,NA,37,41,81,58,58,90,41,44,72,54,54,54,56,56,43,74,76,82,104,75
060770031143,45,50,112,28,NA,NA,NA,NA,26,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,32,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,59,62,57,72,72,36,42,50,51,75,38,47,52,81,91,52,57,89,72,72,74,53,55,55,56,57,66,66,66,69,70,53,77,97,44,47,76,54,71,72,58,58,58,59,59,34,50,87,106,106,95
060770031144,58,103,106,48,NA,NA,NA,NA,21,23,31,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,68,68,38,45,71,80,86,48,57,63,105,110,48,53,85,54,67,67,51,51,52,52,52,61,62,62,65,66,51,56,92,40,40,75,37,85,100,54,54,55,56,60,30,45,46,66,101,91
060770032031,15,17,26,42,44,48,62,NA,46,68,71,19,22,22,25,25,19,34,57,4,23,30,39,46,46,48,NA,24,24,25,26,29,19,29,30,38,40,25,29,32,42,49,50,51,52,30,30,30,24,25,25,38,42,63,27,29,29,39,39,NA,28,NA,NA,NA,NA,27,30,43,18,21,21,28,NA,43,43,NA,41,NA,NA,23,28,35,18,NA,NA,25,26,NA,NA,NA,43,43,64,NA,NA,NA,NA,NA,23,26,28,16,16,17,17,17,18,18,19,25,26,33,43,43,24,48,55,40,49,84,10,11,11,12,12,28,38,42,44,79,47
060770032032,20,32,32,45,50,52,64,NA,51,71,73,20,28,30,30,31,22,36,72,22,28,32,32,43,48,51,52,29,30,34,35,37,12,34,42,44,53,35,45,NA,54,55,56,57,69,35,35,35,NA,NA,NA,46,54,NA,32,34,34,51,52,NA,12,29,NA,NA,NA,32,35,47,6,24,26,33,NA,47,47,NA,43,NA,NA,28,42,NA,30,NA,NA,30,NA,NA,NA,NA,43,52,73,NA,NA,42,46,NA,28,31,41,13,24,24,25,25,26,26,26,32,33,27,33,NA,36,57,NA,40,45,61,NA,NA,NA,NA,NA,33,42,48,50,87,52
060770032051,21,26,26,43,47,51,61,NA,46,62,64,13,13,16,18,25,23,54,56,16,21,27,36,38,45,46,47,23,23,24,26,28,17,28,28,29,40,28,29,32,41,48,49,50,51,29,29,29,24,24,24,37,41,62,26,28,29,38,39,56,27,29,29,32,32,26,29,42,17,20,20,25,NA,42,42,50,35,44,45,22,28,34,18,NA,NA,24,25,52,53,54,36,37,38,42,46,29,33,NA,22,25,39,15,16,16,18,18,18,18,18,19,20,25,36,36,27,47,60,40,57,83,8,9,10,13,17,27,37,41,43,78,46
060770032052,28,30,35,51,55,56,75,NA,54,82,84,19,19,22,30,44,34,59,75,26,32,38,46,53,53,54,55,33,41,41,44,NA,16,38,47,56,58,38,48,NA,57,58,59,61,72,38,38,38,44,44,44,49,58,NA,35,37,37,NA,NA,NA,37,NA,NA,NA,NA,35,38,50,27,29,30,NA,NA,50,50,NA,40,NA,NA,32,39,NA,16,48,50,33,34,79,NA,NA,42,52,55,64,NA,49,54,NA,31,34,49,27,27,28,28,28,29,30,30,35,36,24,NA,NA,32,47,72,49,54,64,19,NA,NA,NA,NA,36,46,53,90,NA,56
060770032053,18,20,23,28,40,45,59,NA,43,59,62,13,13,16,16,22,20,51,54,17,19,20,34,36,42,43,43,21,21,22,22,26,19,25,26,26,37,25,26,29,39,46,47,48,49,26,26,26,21,21,23,35,39,60,24,26,26,36,36,54,20,25,26,26,29,24,27,39,15,18,18,24,25,40,40,48,38,41,41,20,25,32,20,31,34,22,23,50,50,51,34,39,40,54,NA,26,31,NA,20,22,37,12,14,14,15,15,15,16,16,17,18,24,33,NA,21,25,45,37,52,81,6,9,9,11,14,25,35,39,40,58,44
060770032081,47,53,68,48,62,64,90,93,51,104,106,42,42,43,50,52,55,96,NA,28,36,36,49,50,51,68,70,45,55,55,57,60,48,55,65,71,78,50,59,60,41,50,50,52,60,49,49,49,62,62,64,20,76,NA,56,56,58,113,NA,NA,51,56,NA,NA,NA,21,55,57,36,48,50,50,NA,21,21,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,53,55,NA,NA,NA,21,31,60,65,857,NA,NA,NA,49,52,NA,27,28,46,47,48,48,49,49,50,50,38,93,93,47,51,51,99,108,NA,36,37,37,37,37,55,80,97,NA,NA,103
060770032082,48,50,50,36,57,59,85,88,38,99,101,30,30,31,32,46,40,50,NA,31,33,46,38,38,38,63,92,39,40,40,52,53,43,50,60,66,73,45,54,55,41,42,43,68,78,44,44,45,49,50,76,34,112,NA,35,49,53,98,104,NA,46,51,59,NA,NA,35,50,52,22,44,45,46,NA,35,35,NA,65,NA,NA,58,NA,NA,NA,NA,NA,48,50,51,NA,NA,37,55,57,59,NA,81,85,NA,45,47,88,26,27,34,36,42,44,45,45,45,51,32,57,88,40,42,46,92,94,106,31,32,32,32,32,50,77,92,NA,NA,98
060770032083,35,41,56,51,53,54,58,82,57,92,95,15,16,17,39,41,43,84,NA,16,25,41,54,57,57,58,59,33,43,44,46,48,37,43,54,60,67,38,48,48,28,29,30,62,72,38,38,38,42,42,44,21,55,NA,34,36,36,86,87,92,40,45,NA,NA,NA,22,43,46,12,36,39,39,NA,22,22,NA,30,NA,NA,52,NA,NA,41,NA,NA,42,43,NA,NA,NA,22,32,48,54,NA,NA,NA,NA,38,41,NA,33,34,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,27,35,39,56,93,98,NA,NA,NA,NA,NA,43,70,86,NA,NA,92
060770032084,30,36,58,25,46,48,56,76,59,87,90,8,9,10,46,49,38,79,NA,20,25,33,23,24,25,52,54,28,38,39,40,43,32,38,49,55,62,33,43,43,27,28,29,56,66,33,33,33,37,37,39,20,50,NA,29,31,31,81,82,87,28,34,44,44,51,20,38,41,8,55,56,57,57,21,21,NA,19,NA,NA,44,NA,NA,39,NA,NA,37,38,NA,NA,NA,20,30,43,49,NA,NA,NA,NA,33,36,56,23,24,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,26,30,34,58,87,95,20,23,26,26,29,38,66,81,NA,NA,87
060770032091,37,39,39,25,46,48,74,77,27,88,90,18,19,19,20,35,29,39,NA,20,22,35,27,27,27,52,54,27,28,29,41,42,32,39,49,55,62,34,43,44,30,31,32,57,67,33,33,33,38,38,65,23,51,NA,29,31,32,50,81,88,29,34,39,51,52,24,39,41,11,56,57,58,NA,24,24,NA,22,NA,NA,44,NA,NA,NA,NA,NA,38,39,40,NA,NA,24,26,46,49,NA,NA,NA,NA,34,36,NA,15,16,NA,NA,NA,NA,NA,NA,NA,NA,22,53,NA,29,31,35,81,83,90,20,20,20,21,21,39,66,81,NA,NA,87
060770032092,34,36,37,25,44,46,72,75,28,85,88,16,16,17,18,48,36,77,NA,18,20,45,27,27,28,50,52,25,26,26,37,39,30,36,47,53,60,31,41,41,31,32,33,55,65,31,31,31,35,35,63,23,48,NA,27,29,29,48,79,85,26,32,37,49,49,24,27,30,12,52,53,54,56,24,24,NA,22,NA,NA,40,NA,NA,58,NA,NA,35,36,38,NA,NA,24,26,44,46,NA,NA,NA,NA,31,34,NA,33,34,41,42,42,43,43,NA,NA,NA,20,55,74,29,29,32,78,81,92,18,18,18,18,29,36,64,79,NA,NA,85
060770032093,21,44,44,32,39,60,70,NA,35,71,73,12,12,12,15,27,31,62,65,28,30,31,34,34,34,45,47,32,32,33,33,37,30,37,37,37,48,36,37,40,38,38,40,50,62,32,32,32,32,32,34,30,46,71,30,30,30,43,59,60,27,33,38,38,44,31,35,38,17,26,28,29,35,31,31,59,29,NA,NA,33,36,43,33,45,47,33,34,36,62,62,45,50,51,52,NA,38,42,NA,31,33,45,9,25,25,26,26,26,27,27,27,28,22,45,55,29,34,36,48,63,65,19,22,22,23,24,37,46,50,70,NA,55
060770032101,54,57,72,40,67,93,100,NA,39,92,NA,28,28,29,29,57,60,83,NA,47,50,57,36,38,40,78,NA,51,52,NA,NA,NA,30,73,NA,NA,NA,57,67,NA,37,42,42,44,92,57,57,57,NA,NA,NA,34,76,NA,54,56,56,NA,NA,NA,28,NA,NA,NA,NA,35,54,57,30,30,45,48,58,35,35,65,33,74,80,50,67,74,28,57,76,52,91,NA,NA,NA,35,45,56,124,NA,NA,NA,NA,50,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,40,51,58,58,95,NA,42,42,43,43,45,55,61,71,109,NA,71
060770032102,33,35,45,29,60,60,80,NA,28,83,NA,8,8,9,40,54,51,75,85,25,28,33,27,28,29,65,67,43,51,52,54,NA,24,47,58,NA,NA,48,53,NA,31,32,33,66,76,48,48,48,47,47,47,23,60,NA,46,47,47,NA,NA,NA,47,NA,NA,NA,NA,24,45,48,17,37,39,40,NA,24,24,NA,22,NA,NA,42,49,56,23,25,67,44,44,89,NA,NA,24,26,34,56,62,59,64,NA,42,44,55,25,26,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,29,43,83,50,87,97,NA,NA,NA,NA,NA,46,48,63,100,NA,62
060770032131,68,68,74,85,99,111,114,NA,125,128,NA,40,41,41,72,74,76,117,NA,49,58,58,59,87,89,91,NA,44,44,47,67,68,33,50,89,NA,NA,49,53,77,49,66,93,93,94,76,77,77,45,45,46,58,85,NA,71,73,73,101,103,NA,33,46,50,57,69,71,74,86,39,47,64,67,67,86,86,NA,43,56,62,41,49,55,34,58,77,71,NA,NA,NA,NA,49,86,88,107,NA,50,54,99,57,67,69,36,37,37,38,38,39,39,39,40,42,19,57,79,62,70,91,60,97,NA,26,28,56,59,59,49,55,64,66,78,61
060770032132,47,53,68,50,54,64,90,93,53,104,106,23,23,24,50,52,55,96,NA,28,36,51,50,53,54,68,70,45,55,55,58,60,37,65,71,78,101,50,59,60,41,54,55,56,60,49,49,49,37,37,37,28,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,23,NA,NA,NA,NA,29,29,NA,26,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,32,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,71,97,NA,NA,103
060770032133,35,37,59,52,57,62,91,NA,55,NA,NA,18,18,19,48,60,52,NA,NA,26,44,49,53,55,57,66,68,42,NA,NA,NA,NA,35,63,NA,NA,NA,47,57,NA,32,33,34,71,81,47,47,47,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,21,NA,NA,NA,NA,26,26,NA,28,NA,NA,NA,NA,NA,36,58,NA,NA,NA,NA,NA,NA,34,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,59,67,NA,NA,55
060770032134,54,57,71,40,67,93,100,NA,38,92,NA,27,27,28,29,57,60,83,NA,41,50,57,38,40,59,78,NA,51,52,NA,NA,NA,30,73,NA,NA,NA,57,67,NA,41,42,43,48,NA,57,57,57,NA,NA,NA,34,76,NA,54,56,56,NA,NA,NA,28,NA,NA,NA,NA,35,54,57,29,46,48,48,58,35,35,NA,35,74,80,50,67,74,28,57,76,52,53,NA,NA,NA,35,45,56,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,63,91,59,95,NA,42,42,43,43,45,55,61,76,109,NA,71
060770032141,55,61,76,53,58,72,98,101,57,112,114,34,34,35,58,60,63,104,NA,36,44,59,54,57,58,78,NA,53,63,63,66,68,38,73,86,86,109,49,53,77,42,50,58,59,67,77,77,77,45,45,47,32,59,87,72,74,74,101,103,NA,38,46,50,50,57,33,72,75,34,47,65,67,68,33,33,101,30,56,62,42,49,56,39,58,NA,71,72,NA,NA,NA,33,35,55,NA,NA,50,55,100,57,67,70,36,37,38,39,39,39,40,40,41,42,57,57,85,57,64,NA,60,97,NA,44,45,45,45,45,63,78,105,NA,NA,62
060770032142,50,56,71,49,54,68,93,97,52,107,110,30,30,31,54,56,58,99,NA,31,40,54,50,52,54,72,74,48,58,59,61,63,59,69,75,82,105,53,63,63,50,54,55,56,67,77,77,77,45,45,45,28,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,29,29,NA,25,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,29,31,50,69,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,52,NA,NA,60,97,NA,40,40,40,40,41,49,58,79,101,NA,107
060770032151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
060770032152,34,36,39,52,57,76,79,NA,55,74,NA,31,39,39,40,45,35,36,66,31,33,36,53,54,57,66,NA,43,43,45,45,49,39,41,47,49,60,39,49,49,58,59,60,63,73,39,39,39,45,45,47,51,59,NA,37,37,39,NA,NA,NA,33,NA,NA,NA,NA,37,51,NA,28,31,41,41,NA,52,52,NA,44,53,54,33,41,47,35,46,50,35,36,74,80,NA,47,77,NA,NA,NA,50,55,NA,33,35,58,27,28,35,36,36,37,37,37,38,38,46,NA,NA,41,51,60,49,51,65,25,25,25,25,27,38,44,52,54,92,53
060770032153,35,46,48,56,60,70,79,86,59,78,NA,35,43,43,44,49,40,70,80,35,36,40,57,60,60,62,70,38,46,47,49,51,43,45,51,52,63,35,43,53,34,38,62,63,64,43,43,43,49,49,51,55,63,NA,41,42,42,81,NA,NA,35,36,36,37,37,40,55,NA,25,32,35,35,38,53,54,54,53,57,57,37,44,51,46,54,58,39,39,78,NA,NA,51,81,NA,NA,NA,54,59,NA,36,39,62,21,23,24,24,26,26,26,26,31,31,43,47,59,44,56,64,52,53,69,29,29,29,29,31,41,48,56,58,95,57
060770032161,25,35,35,51,55,56,70,NA,54,77,79,26,26,27,27,33,35,65,75,32,35,38,35,47,52,54,56,32,34,41,42,43,17,38,46,48,56,38,48,NA,57,58,59,62,72,38,38,38,NA,NA,NA,50,58,NA,36,38,38,NA,NA,NA,7,32,NA,NA,NA,36,38,50,11,27,30,36,NA,51,51,NA,47,NA,NA,32,40,NA,34,NA,NA,34,34,NA,NA,NA,46,53,55,55,76,49,54,NA,32,34,57,16,34,34,35,35,35,36,36,37,37,14,46,NA,40,59,NA,44,65,NA,16,NA,NA,NA,NA,37,44,52,53,90,53
060770032162,37,40,41,54,61,80,87,NA,60,79,NA,29,30,30,36,50,40,70,NA,34,35,37,41,57,60,61,62,38,39,46,47,49,17,43,51,53,62,31,44,54,23,24,63,64,65,44,44,44,50,50,51,55,63,NA,41,43,43,77,NA,NA,31,31,32,33,38,41,44,56,21,32,34,35,35,54,54,55,44,54,59,37,45,52,37,47,55,39,78,85,NA,NA,50,60,82,NA,NA,55,59,NA,37,40,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,45,64,65,49,70,NA,29,29,30,30,32,42,48,57,58,96,58
060770032171,29,30,34,55,55,75,NA,NA,53,81,84,29,33,37,37,43,34,64,NA,34,34,37,34,44,46,51,55,33,40,41,42,45,10,45,47,54,58,25,37,47,56,57,58,60,72,37,37,37,43,43,45,49,57,NA,35,37,37,54,NA,NA,24,25,26,27,31,37,49,NA,26,28,29,29,29,48,50,50,37,44,49,31,39,53,31,40,53,33,72,78,NA,NA,54,54,54,75,NA,48,53,NA,31,33,56,15,25,33,33,34,34,35,36,36,36,53,NA,NA,39,58,NA,43,63,NA,23,23,23,23,25,36,42,51,52,89,51
060770032172,26,27,29,51,52,72,NA,NA,54,78,81,28,30,31,31,35,35,58,75,25,35,38,44,46,51,54,55,33,41,41,43,NA,37,40,45,47,58,38,48,NA,57,57,58,60,72,38,38,38,NA,NA,NA,49,57,NA,35,37,37,45,NA,NA,32,NA,NA,NA,NA,35,50,NA,11,26,29,40,NA,50,50,NA,NA,NA,NA,31,39,NA,NA,NA,NA,33,34,56,58,72,54,54,76,NA,NA,49,53,NA,31,34,56,25,34,34,35,35,35,35,36,36,37,35,43,NA,39,60,NA,34,63,NA,NA,NA,NA,NA,NA,36,42,51,52,90,52
060770033051,18,18,29,31,43,57,71,NA,43,43,69,19,20,NA,NA,NA,36,57,NA,23,28,28,43,45,69,69,NA,18,18,19,19,20,18,18,44,46,NA,9,16,26,27,30,74,NA,NA,16,16,16,29,29,32,20,36,65,44,49,49,40,50,54,24,28,31,33,56,44,85,NA,21,26,30,35,38,24,29,NA,NA,NA,NA,26,27,30,18,26,59,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,19,21,24,19,28,37,26,27,32,32,NA,NA,NA,NA,NA,NA,5,11,NA,38,NA,NA,24,32,NA,27,27,35,44,44,22,43,57,NA,NA,39
060770033052,21,21,37,37,39,64,73,NA,37,37,72,27,30,36,36,39,41,41,48,15,19,19,28,37,39,40,45,19,19,20,21,25,25,25,33,35,37,15,22,27,18,21,28,34,76,22,22,22,20,20,22,21,54,67,29,38,38,36,39,65,19,23,24,32,35,40,64,NA,20,31,36,39,67,16,22,65,29,29,63,29,29,34,17,25,52,21,35,40,NA,NA,36,40,51,NA,NA,16,23,25,23,25,28,26,27,28,29,32,33,42,NA,NA,NA,9,12,NA,47,57,NA,16,30,37,32,32,32,33,35,18,26,49,57,66,47
060770033053,5,6,38,25,25,39,54,54,26,26,57,18,21,36,36,39,19,30,37,18,25,28,23,26,28,55,57,2,4,5,12,26,21,24,26,27,39,15,20,23,5,19,24,32,62,23,23,23,10,10,10,25,31,53,24,27,30,23,28,52,13,13,20,20,40,27,41,53,8,27,30,30,36,21,27,53,23,26,63,18,30,43,18,27,42,21,22,25,30,34,43,49,51,53,55,19,22,26,20,26,29,14,16,16,16,16,17,17,18,18,32,10,31,37,19,27,52,15,17,27,21,21,21,21,23,13,27,51,54,57,37
060770033061,27,27,27,39,42,49,56,66,45,60,63,22,27,42,42,45,25,32,65,7,10,10,44,45,45,52,52,18,19,20,24,25,29,32,54,55,57,18,28,35,21,48,49,50,68,27,27,27,32,32,34,41,46,71,30,41,54,43,49,54,19,25,33,43,43,27,30,41,22,27,32,35,42,42,42,49,NA,NA,NA,8,27,36,25,45,50,28,51,52,52,55,38,39,42,NA,NA,19,21,36,23,26,37,16,16,17,19,20,21,22,22,23,24,17,22,NA,24,28,47,NA,NA,NA,25,25,25,26,NA,26,28,36,67,NA,NA
060770033062,20,20,20,32,37,41,50,59,53,58,61,18,21,NA,NA,NA,33,40,63,14,21,21,37,43,53,53,NA,17,17,18,22,22,34,37,40,40,42,11,19,28,25,30,58,NA,NA,19,19,19,30,31,32,39,49,69,34,49,54,41,47,53,21,26,35,35,48,35,38,49,25,28,29,35,40,29,50,50,NA,NA,NA,20,25,34,22,24,42,34,49,50,50,53,19,35,71,NA,NA,17,19,27,22,25,35,17,18,21,22,22,25,27,27,NA,NA,8,15,NA,32,66,NA,26,61,NA,NA,NA,NA,NA,NA,25,36,42,66,NA,NA
060770033071,19,22,24,31,37,52,62,NA,40,60,62,14,19,30,30,33,22,36,57,9,9,17,37,39,39,39,40,18,19,19,20,26,22,23,24,30,40,23,24,29,42,43,44,45,52,24,24,24,25,25,26,35,38,63,24,24,47,35,40,40,17,23,30,30,32,22,25,36,15,16,21,22,26,36,36,48,34,NA,NA,16,28,35,20,26,30,20,20,50,51,52,32,37,38,57,NA,19,21,36,18,20,37,10,10,11,11,12,13,13,14,14,15,26,29,NA,19,23,41,37,40,58,9,10,14,14,15,23,26,37,59,NA,47
060770033072,17,19,30,26,45,47,57,57,48,58,61,14,32,32,32,35,28,37,52,5,11,17,33,35,47,48,48,19,20,24,28,28,25,29,32,32,36,14,24,26,38,48,51,52,53,28,28,28,20,20,22,34,44,58,NA,NA,NA,31,35,52,21,25,25,26,31,30,33,44,22,23,24,25,30,45,45,47,43,NA,NA,20,24,31,28,29,33,28,49,49,50,53,44,45,46,66,NA,20,22,37,26,29,36,6,12,12,12,12,13,18,19,26,27,20,32,NA,27,31,50,29,36,54,16,16,17,17,18,31,33,54,55,NA,43
060770033073,16,18,33,26,49,53,53,56,46,49,51,4,9,NA,NA,NA,34,48,NA,13,25,NA,32,35,51,51,NA,19,19,19,20,23,24,32,35,36,NA,8,17,20,34,39,56,NA,NA,20,20,20,19,19,21,33,47,54,NA,NA,NA,NA,NA,NA,21,21,24,29,36,33,36,48,14,27,27,28,34,37,48,48,46,NA,NA,22,23,30,30,32,NA,32,33,NA,NA,NA,37,48,50,69,NA,20,22,37,23,26,26,9,9,12,13,13,14,14,15,22,23,14,34,NA,53,55,NA,33,35,37,18,18,18,19,23,33,34,56,56,NA,NA
060770033081,16,32,NA,21,28,37,60,NA,34,NA,NA,26,29,38,38,41,19,35,75,34,34,35,18,25,25,33,NA,13,14,14,29,30,30,32,34,36,NA,19,25,28,10,NA,NA,NA,NA,NA,NA,NA,12,12,46,41,59,NA,NA,NA,NA,17,NA,NA,20,20,20,23,46,NA,NA,NA,22,40,43,46,62,35,36,NA,20,30,50,14,17,NA,19,30,NA,33,47,NA,NA,NA,31,37,55,NA,NA,12,14,21,25,31,33,21,22,22,22,22,23,24,24,37,38,23,43,78,58,61,NA,14,NA,NA,27,27,27,27,30,18,34,41,60,NA,40
